,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,oil,solar,other
0,2023-08-06 00:00:00,2023-08-07 21:51:59,3.0,355.96,14697.0,2837.0,0.0,191.0,3979.0
1,2023-08-06 01:00:00,2023-08-07 21:51:59,3.0,358.98,14506.0,2835.0,0.0,0.0,3971.0
2,2023-08-06 02:00:00,2023-08-07 21:51:59,3.0,357.96,14024.0,2837.0,0.0,0.0,3901.0
3,2023-08-06 03:00:00,2023-08-07 21:51:59,3.0,356.43,13007.0,2839.0,0.0,0.0,3822.0
4,2023-08-06 04:00:00,2023-08-07 21:51:59,3.0,355.36,12115.0,2841.0,0.0,0.0,3789.0
5,2023-08-06 05:00:00,2023-08-07 21:51:59,3.0,349.74,11099.0,2844.0,0.0,0.0,3417.0
6,2023-08-06 06:00:00,2023-08-07 21:51:59,3.0,345.27,10205.0,2844.0,0.0,0.0,3176.0
7,2023-08-06 07:00:00,2023-08-07 21:51:59,3.0,343.58,9424.0,2845.0,0.0,0.0,3148.0
8,2023-08-06 08:00:00,2023-08-07 21:51:59,3.0,342.6,8924.0,2849.0,0.0,0.0,3148.0
9,2023-08-06 09:00:00,2023-08-07 21:51:59,3.0,342.0,8603.0,2849.0,0.0,0.0,3148.0
10,2023-08-06 10:00:00,2023-08-07 21:51:59,3.0,341.75,8443.0,2850.0,0.0,0.0,3153.0
11,2023-08-06 11:00:00,2023-08-07 21:51:59,3.0,341.82,8482.0,2850.0,0.0,0.0,3153.0
12,2023-08-06 12:00:00,2023-08-07 21:51:59,3.0,337.05,8706.0,2875.0,0.0,200.0,3150.0
13,2023-08-06 13:00:00,2023-08-07 21:51:59,3.0,317.0,9694.0,2967.0,0.0,1211.0,3142.0
14,2023-08-06 14:00:00,2023-08-07 21:51:59,3.0,299.73,10921.0,3009.0,0.0,2424.0,3128.0
15,2023-08-06 15:00:00,2023-08-07 21:51:59,3.0,291.42,12164.0,3057.0,0.0,3289.0,3151.0
16,2023-08-06 16:00:00,2023-08-07 21:51:59,3.0,294.13,13397.0,3130.0,0.0,3576.0,3404.0
17,2023-08-06 17:00:00,2023-08-07 21:51:59,3.0,298.0,14345.0,3198.0,0.0,3749.0,3745.0
18,2023-08-06 18:00:00,2023-08-07 21:51:59,3.0,301.23,15066.0,3247.0,0.0,3832.0,4005.0
19,2023-08-06 19:00:00,2023-08-07 21:51:59,3.0,305.64,15404.0,3283.0,0.0,3596.0,4125.0
20,2023-08-06 20:00:00,2023-08-07 21:51:59,3.0,313.18,15455.0,3348.0,0.0,2935.0,4161.0
21,2023-08-06 21:00:00,2023-08-07 21:51:59,3.0,318.36,15792.0,3406.0,0.0,2616.0,4293.0
22,2023-08-06 22:00:00,2023-08-07 21:51:59,3.0,328.25,15939.0,3478.0,0.0,2145.0,4783.0
23,2023-08-06 23:00:00,2023-08-07 21:51:59,3.0,341.84,16158.0,3575.0,0.0,1235.0,5100.0
