Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,hydro,other
38736,2023-06-05 00:00:00,2024-07-17 00:00:00,3.1,24.0,957.0,0.0
38737,2023-06-05 01:00:00,2024-07-17 00:00:00,3.1,24.0,767.0,0.0
38738,2023-06-05 02:00:00,2024-07-17 00:00:00,3.1,24.0,686.0,0.0
38739,2023-06-05 03:00:00,2024-07-17 00:00:00,3.1,24.0,567.0,0.0
38740,2023-06-05 04:00:00,2024-07-17 00:00:00,3.1,24.0,566.0,0.0
38741,2023-06-05 05:00:00,2024-07-17 00:00:00,3.1,24.0,566.0,0.0
38742,2023-06-05 06:00:00,2024-07-17 00:00:00,3.1,24.0,461.0,0.0
38743,2023-06-05 07:00:00,2024-07-17 00:00:00,3.1,24.0,456.0,0.0
38744,2023-06-05 08:00:00,2024-07-17 00:00:00,3.1,24.0,456.0,0.0
38745,2023-06-05 09:00:00,2024-07-17 00:00:00,3.1,66.25,375.0,25.0
38746,2023-06-05 10:00:00,2024-07-17 00:00:00,3.1,130.58,374.0,70.0
38747,2023-06-05 11:00:00,2024-07-17 00:00:00,3.1,152.76,391.0,92.0
38748,2023-06-05 12:00:00,2024-07-17 00:00:00,3.1,165.32,367.0,97.0
38749,2023-06-05 13:00:00,2024-07-17 00:00:00,3.1,194.03,369.0,124.0
38750,2023-06-05 14:00:00,2024-07-17 00:00:00,3.1,218.25,372.0,150.0
38751,2023-06-05 15:00:00,2024-07-17 00:00:00,3.1,235.68,340.0,155.0
38752,2023-06-05 16:00:00,2024-07-17 00:00:00,3.1,199.08,515.0,180.0
38753,2023-06-05 17:00:00,2024-07-17 00:00:00,3.1,174.31,640.0,183.0
38754,2023-06-05 18:00:00,2024-07-17 00:00:00,3.1,152.76,884.0,208.0
38755,2023-06-05 19:00:00,2024-07-17 00:00:00,3.1,154.13,948.0,226.0
38756,2023-06-05 20:00:00,2024-07-17 00:00:00,3.1,138.96,1103.0,226.0
38757,2023-06-05 21:00:00,2024-07-17 00:00:00,3.1,129.05,1250.0,230.0
38758,2023-06-05 22:00:00,2024-07-17 00:00:00,3.1,131.12,1248.0,235.0
38759,2023-06-05 23:00:00,2024-07-17 00:00:00,3.1,131.22,1252.0,236.0
