UTC time,oil,wind,biomass,unknown,hydro,nat_gas,nuclear,solar
2023-01-02 14:00:00,0.0,0.015340169270833334,488.0,649.0,49.0,1617.0,4958.0,247.0
2023-01-02 15:00:00,0.0,0.007670084635416667,492.0,640.0,50.0,1637.0,4956.0,39.0
2023-01-02 16:00:00,0.0,0.0038350423177083335,492.0,679.0,50.0,1800.0,4958.0,0.0
2023-01-02 17:00:00,0.0,0.0019175211588541667,493.0,710.0,49.0,2044.0,4959.0,0.0
2023-01-02 18:00:00,0.0,0.0009587605794270834,496.0,766.0,50.0,2032.0,4961.0,0.0
2023-01-02 19:00:00,0.0,0.0004793802897135417,492.0,636.0,50.0,1663.0,4957.0,0.0
2023-01-02 20:00:00,0.0,0.00023969014485677084,495.0,608.0,49.0,1357.0,4958.0,0.0
2023-01-02 21:00:00,0.0,0.00011984507242838542,498.0,576.0,49.0,1155.0,4960.0,0.0
2023-01-02 22:00:00,0.0,5.992253621419271e-05,498.0,581.0,49.0,1194.0,4963.0,0.0
2023-01-02 23:00:00,0.0,2.9961268107096355e-05,502.0,563.0,49.0,1157.0,4966.0,0.0
2023-01-03 00:00:00,0.0,125.66667665375604,493.0,626.0,49.0,1203.0,4967.0,0.0
2023-01-03 01:00:00,0.0,377.0,496.0,636.0,49.0,1224.0,4968.0,0.0
2023-01-03 02:00:00,0.0,219.91666666666666,499.0,629.0,48.0,1098.0,4965.0,0.0
2023-01-03 03:00:00,0.0,125.66666666666666,496.0,518.0,49.0,1259.0,4964.0,0.0
2023-01-03 04:00:00,0.0,70.6875,501.0,546.0,49.0,1617.0,4965.0,0.0
2023-01-03 05:00:00,0.0,39.270833333333336,501.0,704.0,48.0,1641.0,4964.0,0.0
2023-01-03 06:00:00,0.0,21.598958333333336,505.0,787.0,48.0,1674.0,4963.0,0.0
2023-01-03 07:00:00,0.0,11.781250000000002,503.0,870.0,48.0,1734.0,4964.0,0.0
2023-01-03 08:00:00,0.0,6.381510416666668,504.0,841.0,48.0,1644.0,4960.0,92.0
2023-01-03 09:00:00,0.0,3.4361979166666674,505.0,686.0,47.0,1648.0,4957.0,310.0
2023-01-03 10:00:00,0.0,1.8408203125000004,505.0,697.0,49.0,1671.0,4960.0,569.0
2023-01-03 11:00:00,0.0,0.9817708333333336,501.0,781.0,50.0,1682.0,4962.0,834.0
2023-01-03 12:00:00,0.0,0.5215657552083335,511.0,746.0,49.0,1637.0,4960.0,1008.0
2023-01-03 13:00:00,0.0,0.27612304687500006,512.0,714.0,47.0,1639.0,4965.0,774.0
2023-01-03 14:00:00,0.0,0.14573160807291669,511.0,755.0,47.0,1703.0,4962.0,372.0
2023-01-03 15:00:00,0.0,0.07670084635416667,512.0,830.0,48.0,1743.0,4960.0,53.0
2023-01-03 16:00:00,0.0,0.0402679443359375,510.0,872.0,50.0,1717.0,4959.0,0.0
2023-01-03 17:00:00,0.0,0.021092732747395832,510.0,905.0,51.0,1672.0,4957.0,0.0
2023-01-03 18:00:00,0.0,0.011025746663411457,512.0,823.0,51.0,1683.0,4956.0,0.0
2023-01-03 19:00:00,0.0,0.005752563476562499,512.0,805.0,51.0,1661.0,4958.0,0.0
2023-01-03 20:00:00,0.0,0.002996126810709635,513.0,783.0,51.0,1322.0,4959.0,0.0
2023-01-03 21:00:00,0.0,0.00155798594156901,512.0,652.0,51.0,1139.0,4956.0,0.0
2023-01-03 22:00:00,0.0,0.0008089542388916013,511.0,619.0,52.0,1072.0,4955.0,0.0
2023-01-03 23:00:00,0.0,0.00041945775349934883,442.0,543.0,51.0,1067.0,4959.0,0.0
2023-01-04 00:00:00,0.0,62.83354805575477,385.0,535.0,51.0,1001.0,4960.0,0.0
2023-01-04 01:00:00,0.0,219.91677402787738,396.0,521.0,51.0,998.0,4958.0,0.0
2023-01-04 02:00:00,0.0,219.91672034727202,396.0,527.0,51.0,1013.0,4956.0,0.0
2023-01-04 03:00:00,0.0,172.79169350696935,399.0,592.0,52.0,979.0,4955.0,0.0
2023-01-04 04:00:00,0.0,121.73959675348468,400.0,545.0,52.0,967.0,4953.0,0.0
2023-01-04 05:00:00,0.0,80.50521504340901,438.0,572.0,53.0,948.0,4952.0,0.0
2023-01-04 06:00:00,0.0,51.052086688371176,504.0,602.0,52.0,965.0,4949.0,0.0
2023-01-04 07:00:00,0.0,31.416668344185588,510.0,675.0,50.0,1012.0,4951.0,0.0
2023-01-04 08:00:00,0.0,18.899089380426126,497.0,683.0,49.0,1023.0,4948.0,20.0
2023-01-04 09:00:00,0.0,11.167643648546397,493.0,760.0,49.0,1000.0,4945.0,92.0
2023-01-04 10:00:00,0.0,6.5042319805231985,495.0,751.0,48.0,963.0,4944.0,189.0
2023-01-04 11:00:00,0.0,3.743001406928266,503.0,747.0,49.0,984.0,4940.0,236.0
2023-01-04 12:00:00,0.0,2.1322835810683,495.0,716.0,51.0,1015.0,4939.0,231.0
2023-01-04 13:00:00,0.0,1.20420331397165,502.0,782.0,51.0,1053.0,4939.0,206.0
2023-01-04 14:00:00,0.0,0.6749674610222833,508.0,735.0,52.0,1012.0,4937.0,97.0
2023-01-04 15:00:00,0.0,0.375834153688225,489.0,716.0,52.0,997.0,4937.0,11.0
2023-01-04 16:00:00,0.0,0.20805104901208124,503.0,657.0,52.0,1050.0,4934.0,0.0
2023-01-04 17:00:00,0.0,0.11457189087973854,514.0,731.0,52.0,1123.0,4936.0,0.0
2023-01-04 18:00:00,0.0,0.062798818771575,497.0,706.0,51.0,1247.0,4935.0,0.0
2023-01-04 19:00:00,0.0,0.03427569112406875,481.0,723.0,51.0,1137.0,4935.0,0.0
2023-01-04 20:00:00,0.0,0.018635908967389193,496.0,685.0,49.0,1031.0,4938.0,0.0
2023-01-04 21:00:00,0.0,0.010096947454479102,496.0,613.0,49.0,1024.0,4936.0,0.0
2023-01-04 22:00:00,0.0,0.005452950846685352,485.0,675.0,48.0,1067.0,4942.0,0.0
2023-01-04 23:00:00,0.0,0.0029362043000923503,479.0,532.0,49.0,988.0,4945.0,0.0
2023-01-05 00:00:00,0.0,31.41824213002743,449.0,482.0,50.0,1010.0,4946.0,0.0
2023-01-05 01:00:00,0.0,125.66750807895241,391.0,502.0,50.0,1064.0,4947.0,0.0
2023-01-05 02:00:00,0.0,172.7921142131122,391.0,529.0,51.0,947.0,4952.0,0.0
2023-01-05 03:00:00,0.0,172.79190386004078,378.0,517.0,50.0,962.0,4951.0,0.0
2023-01-05 04:00:00,0.0,147.26575030676273,399.0,501.0,51.0,1014.0,4946.0,0.0
2023-01-05 05:00:00,0.0,113.88548267508587,471.0,525.0,51.0,1026.0,4944.0,0.0
2023-01-05 06:00:00,0.0,82.46878468172852,487.0,585.0,50.0,1152.0,4943.0,0.0
2023-01-05 07:00:00,0.0,56.94272651295705,476.0,637.0,51.0,1441.0,4946.0,0.0
2023-01-05 08:00:00,0.0,37.920907946691585,499.0,789.0,51.0,1644.0,4946.0,158.0
2023-01-05 09:00:00,0.0,24.54427579761899,502.0,804.0,51.0,1744.0,4940.0,435.0
2023-01-05 10:00:00,0.0,15.524253889071094,505.0,734.0,50.0,1978.0,4940.0,628.0
2023-01-05 11:00:00,0.0,9.63362764799968,504.0,740.0,49.0,2302.0,4946.0,754.0
2023-01-05 12:00:00,0.0,5.88295561453399,492.0,748.0,49.0,2338.0,4941.0,536.0
2023-01-05 13:00:00,0.0,3.54357946425282,493.0,797.0,44.0,2427.0,4940.0,362.0
2023-01-05 14:00:00,0.0,2.1092734626375518,491.0,866.0,47.0,2428.0,4939.0,162.0
2023-01-05 15:00:00,0.0,1.2425538081628884,495.0,849.0,49.0,2353.0,4935.0,27.0
2023-01-05 16:00:00,0.0,0.7253024285874848,497.0,870.0,50.0,2545.0,4934.0,0.0
2023-01-05 17:00:00,0.0,0.4199371597336117,494.0,958.0,50.0,2674.0,4935.0,0.0
2023-01-05 18:00:00,0.0,0.24136798925259334,476.0,925.0,50.0,2524.0,4936.0,0.0
2023-01-05 19:00:00,0.0,0.13782184018833105,494.0,790.0,50.0,2235.0,4936.0,0.0
2023-01-05 20:00:00,0.0,0.07822887457786012,500.0,709.0,50.0,2096.0,4937.0,0.0
2023-01-05 21:00:00,0.0,0.04416291101616961,501.0,719.0,49.0,1743.0,4938.0,0.0
2023-01-05 22:00:00,0.0,0.024807930931427483,497.0,761.0,49.0,1597.0,4938.0,0.0
2023-01-05 23:00:00,0.0,0.013872067615759917,498.0,624.0,50.0,1223.0,4939.0,0.0
2023-01-06 00:00:00,0.0,15.716057098821596,504.0,529.0,50.0,1099.0,4941.0,0.0
2023-01-06 01:00:00,0.0,70.69178258888701,502.0,511.0,50.0,1035.0,4941.0,0.0
2023-01-06 02:00:00,0.0,121.7419484009996,499.0,514.0,50.0,1035.0,4941.0,0.0
2023-01-06 03:00:00,0.0,147.26692613052018,506.0,521.0,50.0,1015.0,4941.0,0.0
2023-01-06 04:00:00,0.0,147.26633821864147,502.0,525.0,49.0,1012.0,4940.0,0.0
2023-01-06 05:00:00,0.0,130.57591044686367,503.0,549.0,48.0,1015.0,4939.0,0.0
2023-01-06 06:00:00,0.0,106.5223475642961,487.0,656.0,47.0,1153.0,4938.0,0.0
2023-01-06 07:00:00,0.0,81.73253703862657,492.0,817.0,48.0,1272.0,4936.0,0.0
2023-01-06 08:00:00,0.0,59.82672249265908,487.0,902.0,48.0,1267.0,4936.0,88.0
2023-01-06 09:00:00,0.0,42.18549914513903,469.0,867.0,48.0,1243.0,4936.0,357.0
2023-01-06 10:00:00,0.0,28.854876517105062,429.0,784.0,48.0,1261.0,4936.0,596.0
2023-01-06 11:00:00,0.0,19.24425208255237,414.0,878.0,48.0,1219.0,4941.0,692.0
2023-01-06 12:00:00,0.0,12.563603848543181,423.0,899.0,49.0,1214.0,4946.0,497.0
2023-01-06 13:00:00,0.0,8.053591656398,437.0,937.0,50.0,1288.0,4947.0,389.0
2023-01-06 14:00:00,0.0,5.081432559517776,436.0,977.0,51.0,1290.0,4952.0,217.0
2023-01-06 15:00:00,0.0,3.161993183840332,403.0,937.0,50.0,1220.0,4954.0,28.0
2023-01-06 16:00:00,0.0,1.9436478062139084,343.0,909.0,50.0,1245.0,4950.0,0.0
2023-01-06 17:00:00,0.0,1.18179248297376,307.0,898.0,49.0,1259.0,4950.0,0.0
2023-01-06 18:00:00,0.0,0.7115802361131767,309.0,750.0,49.0,1143.0,4950.0,0.0
2023-01-06 19:00:00,0.0,0.4247010381507539,311.0,688.0,49.0,1227.0,4949.0,0.0
2023-01-06 20:00:00,0.0,0.251464956364307,311.0,719.0,49.0,1238.0,4947.0,0.0
2023-01-06 21:00:00,0.0,0.1478139336902383,310.0,579.0,49.0,1417.0,4947.0,0.0
2023-01-06 22:00:00,0.0,0.0863109323108329,314.0,651.0,49.0,1296.0,4945.0,0.0
2023-01-06 23:00:00,0.0,0.050091499963296406,317.0,528.0,49.0,1129.0,4944.0,0.0
2023-01-07 00:00:00,0.0,7.883074299392446,318.0,510.0,50.0,974.0,4945.0,0.0
2023-01-07 01:00:00,0.0,39.28742844413973,327.0,509.0,50.0,942.0,4946.0,0.0
2023-01-07 02:00:00,0.0,80.51468842256966,329.0,519.0,50.0,929.0,4948.0,0.0
2023-01-07 03:00:00,0.0,113.89080727654492,332.0,515.0,50.0,907.0,4949.0,0.0
2023-01-07 04:00:00,0.0,130.5785727475932,331.0,511.0,50.0,937.0,4949.0,0.0
2023-01-07 05:00:00,0.0,130.57724159722844,330.0,560.0,50.0,910.0,4950.0,0.0
2023-01-07 06:00:00,0.0,118.54979458076227,332.0,603.0,41.0,937.0,4950.0,0.0
2023-01-07 07:00:00,0.0,100.14116580969443,327.0,689.0,50.0,1095.0,4949.0,1.0
2023-01-07 08:00:00,0.0,79.98394415117676,325.0,693.0,49.0,949.0,4949.0,142.0
2023-01-07 09:00:00,0.0,61.084721648157895,323.0,645.0,49.0,967.0,4950.0,713.0
2023-01-07 10:00:00,0.0,44.96979908263148,324.0,613.0,50.0,973.0,4951.0,1218.0
2023-01-07 11:00:00,0.0,32.10702558259193,320.0,582.0,50.0,971.0,4950.0,1539.0
2023-01-07 12:00:00,0.0,22.335314715567556,320.0,576.0,51.0,958.0,4949.0,1262.0
2023-01-07 13:00:00,0.0,15.194453185982777,318.0,617.0,51.0,1012.0,4949.0,705.0
2023-01-07 14:00:00,0.0,10.137942872750276,318.0,670.0,51.0,988.0,4950.0,244.0
2023-01-07 15:00:00,0.0,6.649968028295304,325.0,719.0,51.0,831.0,4949.0,30.0
2023-01-07 16:00:00,0.0,4.296807917254606,323.0,677.0,51.0,794.0,4950.0,0.0
2023-01-07 17:00:00,0.0,2.739300200114183,328.0,674.0,51.0,800.0,4950.0,0.0
2023-01-07 18:00:00,0.0,1.7254402181136799,324.0,626.0,51.0,816.0,4935.0,0.0
2023-01-07 19:00:00,0.0,1.0750706281322169,322.0,589.0,51.0,830.0,4935.0,0.0
2023-01-07 20:00:00,0.0,0.6632677922482619,331.0,571.0,51.0,834.0,4934.0,0.0
2023-01-07 21:00:00,0.0,0.4055408629692501,328.0,533.0,49.0,830.0,4936.0,0.0
2023-01-07 22:00:00,0.0,0.24592589764004152,330.0,494.0,49.0,825.0,4936.0,0.0
2023-01-07 23:00:00,0.0,0.14800869880166898,327.0,501.0,49.0,827.0,4920.0,0.0
2023-01-08 00:00:00,0.0,983.010360999398,308.0,660.0,49.0,930.0,4898.0,0.0
2023-01-08 01:00:00,0.0,1424.4325964811794,306.0,590.0,49.0,825.0,4936.0,0.0
2023-01-08 02:00:00,0.0,1691.3157616345832,304.0,481.0,50.0,805.0,4940.0,0.0
2023-01-08 03:00:00,0.0,1866.0688563037093,314.0,483.0,51.0,775.0,4940.0,0.0
2023-01-08 04:00:00,0.0,1990.5491430171007,312.0,501.0,51.0,801.0,4941.0,0.0
2023-01-08 05:00:00,0.0,2101.37546153811,310.0,529.0,51.0,807.0,4945.0,0.0
2023-01-08 06:00:00,0.0,2127.308418706291,308.0,634.0,51.0,818.0,4945.0,0.0
2023-01-08 07:00:00,0.0,2043.1498615053285,310.0,613.0,51.0,829.0,4944.0,0.0
2023-01-08 08:00:00,0.0,1859.0446018855018,307.0,655.0,50.0,849.0,4945.0,149.0
2023-01-08 09:00:00,0.0,1678.0431078445533,310.0,680.0,50.0,839.0,4942.0,584.0
2023-01-08 10:00:00,0.0,1625.3376356423948,305.0,592.0,50.0,843.0,4942.0,1361.0
2023-01-08 11:00:00,0.0,1598.1482204083288,307.0,569.0,50.0,838.0,4939.0,1707.0
2023-01-08 12:00:00,0.0,1593.161178374632,297.0,570.0,49.0,831.0,4936.0,1332.0
2023-01-08 13:00:00,0.0,1565.4518771868716,308.0,576.0,49.0,896.0,4937.0,953.0
2023-01-08 14:00:00,0.0,1579.8632733532074,304.0,619.0,49.0,861.0,4938.0,399.0
2023-01-08 15:00:00,0.0,1594.8377471271676,294.0,626.0,49.0,855.0,4939.0,62.0
2023-01-08 16:00:00,0.0,1585.3781850148073,297.0,639.0,50.0,919.0,4939.0,0.0
2023-01-08 17:00:00,0.0,1653.0391617383073,295.0,716.0,50.0,940.0,4939.0,0.0
2023-01-08 18:00:00,0.0,1702.2548673188069,296.0,641.0,49.0,927.0,4939.0,0.0
2023-01-08 19:00:00,0.0,1695.4433126489796,297.0,661.0,49.0,923.0,4936.0,0.0
2023-01-08 20:00:00,0.0,1564.7021934804095,287.0,633.0,49.0,887.0,4938.0,0.0
2023-01-08 21:00:00,0.0,1479.7025781144596,284.0,663.0,49.0,933.0,4938.0,0.0
2023-01-08 22:00:00,0.0,1557.6495013373667,286.0,760.0,49.0,932.0,4939.0,0.0
2023-01-08 23:00:00,0.0,1970.449377509042,286.0,584.0,48.0,844.0,4941.0,0.0
2023-01-09 00:00:00,0.0,2941.0,286.0,447.0,48.0,829.0,4940.0,0.0
2023-01-09 01:00:00,0.0,3251.0,291.0,471.0,48.0,852.0,4943.0,0.0
2023-01-09 02:00:00,0.0,3569.0,288.0,477.0,48.0,836.0,4944.0,0.0
2023-01-09 03:00:00,0.0,3793.0,279.0,454.0,48.0,856.0,4942.0,0.0
2023-01-09 04:00:00,0.0,3975.0,281.0,448.0,48.0,848.0,4941.0,0.0
2023-01-09 05:00:00,0.0,4183.0,279.0,497.0,48.0,904.0,4941.0,0.0
2023-01-09 06:00:00,0.0,4162.0,275.0,614.0,48.0,945.0,4939.0,0.0
2023-01-09 07:00:00,0.0,3902.0,278.0,843.0,50.0,988.0,4939.0,1.0
2023-01-09 08:00:00,0.0,3454.0,275.0,908.0,49.0,1020.0,4939.0,85.0
2023-01-09 09:00:00,0.0,3114.0,271.0,906.0,49.0,990.0,4938.0,248.0
2023-01-09 10:00:00,0.0,3153.0,280.0,867.0,48.0,976.0,4938.0,496.0
2023-01-09 11:00:00,0.0,3137.0,285.0,791.0,48.0,971.0,4941.0,836.0
2023-01-09 12:00:00,0.0,3159.0,285.0,717.0,47.0,981.0,4939.0,783.0
2023-01-09 13:00:00,0.0,3088.0,285.0,775.0,48.0,1030.0,4939.0,473.0
2023-01-09 14:00:00,0.0,3164.0,289.0,870.0,49.0,983.0,4941.0,222.0
2023-01-09 15:00:00,0.0,3198.0,291.0,865.0,49.0,983.0,4944.0,38.0
2023-01-09 16:00:00,0.0,3157.0,289.0,890.0,49.0,1038.0,4940.0,0.0
2023-01-09 17:00:00,0.0,3371.0,291.0,936.0,49.0,1040.0,4941.0,0.0
2023-01-09 18:00:00,0.0,3452.0,291.0,938.0,49.0,1037.0,4941.0,0.0
2023-01-09 19:00:00,0.0,3383.0,292.0,868.0,48.0,1036.0,4942.0,0.0
2023-01-09 20:00:00,0.0,2998.0,288.0,889.0,47.0,1103.0,4938.0,0.0
2023-01-09 21:00:00,0.0,2874.0,286.0,878.0,47.0,1052.0,4939.0,0.0
2023-01-09 22:00:00,0.0,3193.0,282.0,629.0,47.0,1059.0,4941.0,0.0
2023-01-09 23:00:00,0.0,3383.0,283.0,523.0,47.0,1034.0,4940.0,0.0
2023-01-10 00:00:00,0.0,3381.0,284.0,516.0,48.0,1034.0,4937.0,0.0
2023-01-10 01:00:00,0.0,3263.0,285.0,532.0,47.0,1023.0,4936.0,0.0
2023-01-10 02:00:00,0.0,3047.0,279.0,546.0,47.0,1080.0,4939.0,0.0
2023-01-10 03:00:00,0.0,2712.0,285.0,627.0,47.0,1071.0,4940.0,0.0
2023-01-10 04:00:00,0.0,2059.0,289.0,623.0,47.0,1155.0,4943.0,0.0
2023-01-10 05:00:00,0.0,2091.0,286.0,712.0,47.0,1230.0,4945.0,0.0
2023-01-10 06:00:00,0.0,2472.0,291.0,713.0,47.0,1206.0,4945.0,0.0
2023-01-10 07:00:00,0.0,2487.0,284.0,793.0,45.0,1254.0,4947.0,2.0
2023-01-10 08:00:00,0.0,2462.0,289.0,878.0,46.0,1299.0,4945.0,268.0
2023-01-10 09:00:00,0.0,2722.0,293.0,890.0,46.0,1339.0,4944.0,554.0
2023-01-10 10:00:00,0.0,3222.0,285.0,860.0,45.0,1245.0,4943.0,689.0
2023-01-10 11:00:00,0.0,3636.0,291.0,827.0,46.0,1149.0,4942.0,540.0
2023-01-10 12:00:00,0.0,4021.0,289.0,844.0,47.0,1192.0,4940.0,387.0
2023-01-10 13:00:00,0.0,4262.0,294.0,894.0,47.0,1237.0,4939.0,208.0
2023-01-10 14:00:00,0.0,4400.0,301.0,927.0,47.0,1237.0,4937.0,64.0
2023-01-10 15:00:00,0.0,4498.0,301.0,944.0,47.0,1187.0,4938.0,5.0
2023-01-10 16:00:00,0.0,4462.0,294.0,871.0,47.0,1178.0,4938.0,0.0
2023-01-10 17:00:00,0.0,4546.0,297.0,833.0,47.0,1234.0,4936.0,0.0
2023-01-10 18:00:00,0.0,4448.0,293.0,849.0,47.0,1211.0,4934.0,0.0
2023-01-10 19:00:00,0.0,4400.0,296.0,797.0,46.0,1134.0,4932.0,0.0
2023-01-10 20:00:00,0.0,4385.0,303.0,715.0,46.0,1079.0,4929.0,0.0
2023-01-10 21:00:00,0.0,4316.0,301.0,613.0,46.0,1019.0,4928.0,0.0
2023-01-10 22:00:00,0.0,4336.0,300.0,562.0,45.0,957.0,4924.0,0.0
2023-01-10 23:00:00,0.0,4245.0,296.0,518.0,46.0,876.0,4921.0,0.0
2023-01-11 00:00:00,0.0,4238.0,303.0,520.0,46.0,843.0,4919.0,0.0
2023-01-11 01:00:00,0.0,4250.0,303.0,521.0,47.0,856.0,4916.0,0.0
2023-01-11 02:00:00,0.0,4146.0,304.0,533.0,47.0,851.0,4915.0,0.0
2023-01-11 03:00:00,0.0,3907.0,308.0,537.0,47.0,853.0,4916.0,0.0
2023-01-11 04:00:00,0.0,3786.0,311.0,526.0,48.0,847.0,4916.0,0.0
2023-01-11 05:00:00,0.0,3550.0,305.0,572.0,47.0,880.0,4913.0,0.0
2023-01-11 06:00:00,0.0,3473.0,297.0,733.0,47.0,884.0,4914.0,0.0
2023-01-11 07:00:00,0.0,3370.0,296.0,859.0,48.0,924.0,4920.0,0.0
2023-01-11 08:00:00,0.0,3295.0,292.0,841.0,46.0,978.0,4927.0,94.0
2023-01-11 09:00:00,0.0,3279.0,293.0,856.0,44.0,982.0,4911.0,625.0
2023-01-11 10:00:00,0.0,3408.0,291.0,803.0,45.0,983.0,4914.0,1374.0
2023-01-11 11:00:00,0.0,3594.0,290.0,724.0,46.0,947.0,4928.0,1581.0
2023-01-11 12:00:00,0.0,3777.0,302.0,747.0,46.0,926.0,4928.0,1354.0
2023-01-11 13:00:00,0.0,3831.0,325.0,831.0,45.0,932.0,4928.0,950.0
2023-01-11 14:00:00,0.0,3889.0,332.0,795.0,44.0,946.0,4928.0,452.0
2023-01-11 15:00:00,0.0,4001.0,323.0,795.0,46.0,992.0,4930.0,73.0
2023-01-11 16:00:00,0.0,4093.0,308.0,887.0,45.0,1002.0,4935.0,0.0
2023-01-11 17:00:00,0.0,4273.0,340.0,894.0,44.0,989.0,4934.0,0.0
2023-01-11 18:00:00,0.0,4304.0,351.0,832.0,44.0,1002.0,4927.0,0.0
2023-01-11 19:00:00,0.0,4413.0,383.0,759.0,43.0,915.0,4925.0,0.0
2023-01-11 20:00:00,0.0,4405.0,412.0,719.0,41.0,913.0,4923.0,0.0
2023-01-11 21:00:00,0.0,4356.0,459.0,683.0,41.0,902.0,4923.0,0.0
2023-01-11 22:00:00,0.0,4312.0,466.0,664.0,42.0,880.0,4921.0,0.0
2023-01-11 23:00:00,0.0,4272.0,472.0,525.0,41.0,862.0,4919.0,0.0
2023-01-12 00:00:00,0.0,4245.0,472.0,507.0,41.0,851.0,4919.0,0.0
2023-01-12 01:00:00,0.0,4299.0,486.0,517.0,40.0,846.0,4916.0,0.0
2023-01-12 02:00:00,0.0,4343.0,487.0,496.0,40.0,840.0,4917.0,0.0
2023-01-12 03:00:00,0.0,4058.0,496.0,500.0,40.0,873.0,4918.0,0.0
2023-01-12 04:00:00,0.0,3799.0,496.0,684.0,40.0,874.0,4918.0,0.0
2023-01-12 05:00:00,0.0,3723.0,495.0,813.0,39.0,930.0,4920.0,0.0
2023-01-12 06:00:00,0.0,3857.0,496.0,876.0,39.0,940.0,4916.0,0.0
2023-01-12 07:00:00,0.0,4149.0,496.0,899.0,39.0,894.0,4907.0,0.0
2023-01-12 08:00:00,0.0,4385.0,489.0,768.0,40.0,852.0,4908.0,24.0
2023-01-12 09:00:00,0.0,4458.0,486.0,764.0,39.0,900.0,4905.0,122.0
2023-01-12 10:00:00,0.0,4484.0,477.0,797.0,40.0,876.0,4903.0,184.0
2023-01-12 11:00:00,0.0,4479.0,478.0,799.0,40.0,854.0,4904.0,193.0
2023-01-12 12:00:00,0.0,4487.0,488.0,737.0,39.0,898.0,4908.0,193.0
2023-01-12 13:00:00,0.0,4478.0,499.0,741.0,40.0,894.0,4906.0,166.0
2023-01-12 14:00:00,0.0,4452.0,511.0,721.0,41.0,864.0,4904.0,87.0
2023-01-12 15:00:00,0.0,4459.0,514.0,776.0,41.0,873.0,4905.0,12.0
2023-01-12 16:00:00,0.0,4480.0,517.0,824.0,41.0,870.0,4905.0,0.0
