UTC time,coal,nat_gas,hydro,solar,wind,biomass,unknown
2023-03-23 00:00:00,154.0,65.0,1.0,0.0,269.0,41.0,1.0
2023-03-23 01:00:00,155.0,66.0,1.0,0.0,263.0,40.0,1.0
2023-03-23 02:00:00,156.0,67.0,1.0,0.0,246.0,40.0,1.0
2023-03-23 03:00:00,155.0,66.0,1.0,0.0,231.0,34.0,1.0
2023-03-23 04:00:00,156.0,66.0,1.0,1.0,225.0,28.0,1.0
2023-03-23 05:00:00,157.0,67.0,1.0,17.0,216.0,24.0,1.0
2023-03-23 06:00:00,162.0,71.0,1.0,53.0,202.0,24.0,1.0
2023-03-23 07:00:00,160.0,72.0,1.0,104.0,210.0,25.0,1.0
2023-03-23 08:00:00,167.0,74.0,1.0,168.0,208.0,24.0,1.0
2023-03-23 09:00:00,165.0,73.0,1.0,212.0,206.0,24.0,1.0
2023-03-23 10:00:00,163.0,71.0,1.0,216.0,198.0,25.0,1.0
2023-03-23 11:00:00,167.0,68.0,1.0,207.0,195.0,25.0,1.0
2023-03-23 12:00:00,160.0,64.0,1.0,158.0,180.0,28.0,1.0
2023-03-23 13:00:00,160.0,50.0,1.0,108.0,145.0,37.0,1.0
2023-03-23 14:00:00,166.0,50.0,1.0,52.0,115.0,46.0,1.0
2023-03-23 15:00:00,176.0,49.0,1.0,16.0,95.0,51.0,1.0
2023-03-23 16:00:00,161.0,47.0,1.0,2.0,84.0,60.0,1.0
2023-03-23 17:00:00,158.0,46.0,1.0,0.0,75.0,75.0,1.0
2023-03-23 18:00:00,168.0,39.0,1.0,0.0,71.0,76.0,1.0
2023-03-23 19:00:00,166.0,41.0,1.0,0.0,67.0,73.0,1.0
2023-03-23 20:00:00,166.0,43.0,1.0,0.0,67.0,46.0,1.0
2023-03-23 21:00:00,155.0,49.0,1.0,0.0,62.0,33.0,1.0
2023-03-23 22:00:00,155.0,51.0,1.0,0.0,50.0,33.0,1.0
2023-03-23 23:00:00,159.0,44.0,1.0,0.0,34.0,31.0,1.0
