,UTC time,carbon_intensity,coal,nat_gas,hydro,solar,wind,biomass,unknown
20,2019-01-01 20:00:00,335.36,1748.0,1383.0,1731.0,0.0,308.0,340.0,32.0
21,2019-01-01 21:00:00,363.41,1661.0,1397.0,1121.0,0.0,398.0,337.0,31.0
22,2019-01-01 22:00:00,408.28,1636.0,1195.0,528.0,0.0,449.0,333.0,31.0
23,2019-01-01 23:00:00,408.76,1566.0,952.0,398.0,0.0,535.0,335.0,31.0
24,2019-01-02 00:00:00,382.56,1366.0,634.0,225.0,0.0,785.0,333.0,32.0
25,2019-01-02 01:00:00,363.24,1303.0,649.0,172.0,0.0,951.0,331.0,32.0
26,2019-01-02 02:00:00,340.93,1140.0,674.0,176.0,0.0,976.0,328.0,31.0
27,2019-01-02 03:00:00,330.6,1140.0,679.0,181.0,0.0,1074.0,328.0,29.0
28,2019-01-02 04:00:00,332.11,1139.0,735.0,181.0,0.0,1071.0,322.0,31.0
29,2019-01-02 05:00:00,330.19,1140.0,815.0,183.0,0.0,1106.0,314.0,28.0
30,2019-01-02 06:00:00,349.0,1271.0,948.0,205.0,0.0,1047.0,320.0,28.0
31,2019-01-02 07:00:00,362.85,1604.0,1368.0,610.0,0.0,866.0,323.0,28.0
32,2019-01-02 08:00:00,352.9,1740.0,1623.0,1030.0,56.0,697.0,318.0,24.0
33,2019-01-02 09:00:00,332.1,1756.0,1639.0,1377.0,198.0,574.0,316.0,21.0
34,2019-01-02 10:00:00,341.49,1757.0,1605.0,1156.0,297.0,529.0,319.0,20.0
35,2019-01-02 11:00:00,359.58,1757.0,1673.0,900.0,352.0,445.0,320.0,20.0
36,2019-01-02 12:00:00,367.17,1757.0,1675.0,773.0,370.0,436.0,325.0,20.0
37,2019-01-02 13:00:00,378.73,1756.0,1636.0,603.0,362.0,452.0,324.0,21.0
38,2019-01-02 14:00:00,385.02,1756.0,1617.0,496.0,326.0,514.0,322.0,22.0
39,2019-01-02 15:00:00,373.41,1756.0,1634.0,696.0,239.0,555.0,325.0,22.0
40,2019-01-02 16:00:00,353.46,1756.0,1679.0,1020.0,89.0,675.0,328.0,22.0
41,2019-01-02 17:00:00,311.57,1756.0,1655.0,1557.0,2.0,977.0,322.0,24.0
42,2019-01-02 18:00:00,288.37,1756.0,1608.0,1557.0,0.0,1470.0,324.0,24.0
43,2019-01-02 19:00:00,276.84,1756.0,1636.0,1421.0,0.0,1894.0,326.0,24.0
44,2019-01-02 20:00:00,264.87,1757.0,1644.0,1370.0,0.0,2271.0,324.0,24.0
45,2019-01-02 21:00:00,265.09,1758.0,1619.0,1171.0,0.0,2453.0,327.0,24.0
46,2019-01-02 22:00:00,273.14,1757.0,1601.0,779.0,0.0,2619.0,327.0,23.0
47,2019-01-02 23:00:00,283.19,1757.0,1383.0,491.0,0.0,2589.0,326.0,23.0
48,2019-01-03 00:00:00,276.08,1587.0,953.0,293.0,0.0,2509.0,330.0,24.0
49,2019-01-03 01:00:00,257.5,1268.0,955.0,203.0,0.0,2391.0,326.0,23.0
50,2019-01-03 02:00:00,254.36,1179.0,975.0,162.0,0.0,2329.0,325.0,23.0
51,2019-01-03 03:00:00,262.25,1233.0,972.0,164.0,0.0,2273.0,330.0,23.0
52,2019-01-03 04:00:00,290.26,1480.0,1046.0,220.0,0.0,2155.0,329.0,22.0
53,2019-01-03 05:00:00,310.19,1709.0,1197.0,289.0,0.0,2109.0,329.0,21.0
54,2019-01-03 06:00:00,289.58,1758.0,1734.0,800.0,0.0,2233.0,325.0,21.0
55,2019-01-03 07:00:00,272.88,1758.0,2243.0,1248.0,0.0,2393.0,321.0,23.0
56,2019-01-03 08:00:00,266.89,1758.0,2595.0,1418.0,28.0,2509.0,321.0,22.0
57,2019-01-03 09:00:00,257.84,1757.0,2715.0,1731.0,108.0,2466.0,325.0,22.0
58,2019-01-03 10:00:00,262.14,1710.0,2719.0,1641.0,176.0,2246.0,332.0,24.0
59,2019-01-03 11:00:00,275.37,1672.0,2707.0,1555.0,223.0,1789.0,332.0,24.0
60,2019-01-03 12:00:00,296.45,1710.0,2650.0,1514.0,227.0,1277.0,336.0,24.0
61,2019-01-03 13:00:00,316.17,1734.0,2680.0,1453.0,231.0,891.0,335.0,24.0
62,2019-01-03 14:00:00,332.07,1754.0,2601.0,1394.0,216.0,638.0,327.0,24.0
63,2019-01-03 15:00:00,322.22,1757.0,2740.0,1720.0,149.0,613.0,331.0,25.0
64,2019-01-03 16:00:00,302.3,1757.0,2702.0,2106.0,54.0,803.0,324.0,24.0
65,2019-01-03 17:00:00,273.13,1757.0,2638.0,2595.0,1.0,1167.0,331.0,24.0
66,2019-01-03 18:00:00,274.02,1759.0,3069.0,2376.0,0.0,1514.0,332.0,25.0
67,2019-01-03 19:00:00,274.68,1758.0,3002.0,1995.0,0.0,1846.0,333.0,24.0
68,2019-01-03 20:00:00,271.92,1758.0,3008.0,1950.0,0.0,1979.0,336.0,22.0
69,2019-01-03 21:00:00,278.05,1758.0,2871.0,1677.0,0.0,2013.0,330.0,22.0
70,2019-01-03 22:00:00,278.49,1758.0,2088.0,1248.0,0.0,2168.0,333.0,22.0
71,2019-01-03 23:00:00,277.77,1752.0,1692.0,1143.0,0.0,2149.0,335.0,22.0
72,2019-01-04 00:00:00,275.01,1554.0,1336.0,621.0,0.0,2274.0,332.0,23.0
73,2019-01-04 01:00:00,265.36,1393.0,1120.0,376.0,0.0,2363.0,326.0,23.0
74,2019-01-04 02:00:00,276.69,1402.0,1154.0,308.0,0.0,2228.0,328.0,24.0
75,2019-01-04 03:00:00,292.71,1455.0,1235.0,398.0,0.0,1948.0,326.0,24.0
76,2019-01-04 04:00:00,312.69,1541.0,1175.0,320.0,0.0,1794.0,326.0,24.0
77,2019-01-04 05:00:00,322.5,1545.0,1311.0,304.0,0.0,1675.0,328.0,23.0
78,2019-01-04 06:00:00,336.37,1724.0,1769.0,548.0,0.0,1490.0,325.0,21.0
79,2019-01-04 07:00:00,340.41,1756.0,2286.0,698.0,0.0,1356.0,323.0,20.0
80,2019-01-04 08:00:00,321.04,1756.0,3015.0,1314.0,39.0,1202.0,324.0,23.0
81,2019-01-04 09:00:00,314.51,1756.0,2968.0,1460.0,160.0,1082.0,328.0,23.0
82,2019-01-04 10:00:00,304.75,1756.0,2954.0,1638.0,258.0,1052.0,328.0,23.0
83,2019-01-04 11:00:00,308.01,1757.0,3000.0,1652.0,312.0,908.0,331.0,24.0
84,2019-01-04 12:00:00,330.74,1755.0,2969.0,1181.0,326.0,808.0,333.0,24.0
85,2019-01-04 13:00:00,328.49,1755.0,2814.0,1249.0,317.0,780.0,333.0,24.0
86,2019-01-04 14:00:00,340.85,1756.0,3014.0,1234.0,277.0,590.0,332.0,23.0
87,2019-01-04 15:00:00,350.04,1756.0,2982.0,1177.0,182.0,553.0,330.0,24.0
88,2019-01-04 16:00:00,342.27,1756.0,2915.0,1377.0,73.0,618.0,327.0,23.0
89,2019-01-04 17:00:00,312.25,1756.0,2872.0,1948.0,2.0,791.0,330.0,26.0
90,2019-01-04 18:00:00,299.71,1755.0,2913.0,2091.0,0.0,978.0,339.0,32.0
91,2019-01-04 19:00:00,302.65,1755.0,2863.0,1852.0,0.0,1131.0,336.0,33.0
92,2019-01-04 20:00:00,308.03,1756.0,2668.0,1625.0,0.0,1178.0,338.0,32.0
93,2019-01-04 21:00:00,307.02,1756.0,2609.0,1541.0,0.0,1277.0,335.0,31.0
94,2019-01-04 22:00:00,307.46,1755.0,2182.0,1415.0,0.0,1308.0,331.0,31.0
95,2019-01-04 23:00:00,312.45,1755.0,1857.0,1296.0,0.0,1258.0,328.0,31.0
96,2019-01-05 00:00:00,351.03,1755.0,1342.0,650.0,0.0,1153.0,334.0,31.0
97,2019-01-05 01:00:00,379.28,1755.0,1294.0,407.0,0.0,1006.0,334.0,33.0
98,2019-01-05 02:00:00,378.76,1659.0,1210.0,291.0,0.0,1037.0,331.0,33.0
99,2019-01-05 03:00:00,380.28,1632.0,1222.0,299.0,0.0,979.0,335.0,32.0
100,2019-01-05 04:00:00,372.49,1638.0,1198.0,364.0,0.0,1012.0,338.0,33.0
101,2019-01-05 05:00:00,361.43,1637.0,1185.0,337.0,0.0,1177.0,337.0,30.0
102,2019-01-05 06:00:00,340.33,1630.0,1319.0,430.0,0.0,1379.0,336.0,29.0
103,2019-01-05 07:00:00,323.73,1630.0,1501.0,558.0,0.0,1537.0,341.0,32.0
104,2019-01-05 08:00:00,295.98,1630.0,1781.0,967.0,54.0,1674.0,336.0,32.0
105,2019-01-05 09:00:00,284.72,1675.0,1787.0,1292.0,207.0,1525.0,339.0,31.0
106,2019-01-05 10:00:00,294.14,1709.0,2007.0,1297.0,314.0,1300.0,343.0,31.0
107,2019-01-05 11:00:00,317.75,1757.0,2059.0,1117.0,368.0,981.0,344.0,32.0
108,2019-01-05 12:00:00,348.76,1755.0,2056.0,762.0,384.0,724.0,346.0,33.0
109,2019-01-05 13:00:00,358.62,1756.0,1975.0,784.0,378.0,541.0,345.0,33.0
110,2019-01-05 14:00:00,373.92,1741.0,1847.0,653.0,340.0,458.0,345.0,33.0
111,2019-01-05 15:00:00,376.66,1708.0,1931.0,669.0,254.0,457.0,341.0,32.0
112,2019-01-05 16:00:00,338.6,1759.0,2086.0,1368.0,101.0,593.0,343.0,32.0
113,2019-01-05 17:00:00,312.18,1716.0,1985.0,1735.0,3.0,775.0,344.0,33.0
114,2019-01-05 18:00:00,310.42,1756.0,2160.0,1868.0,0.0,781.0,337.0,33.0
115,2019-01-05 19:00:00,303.3,1756.0,2203.0,2009.0,0.0,809.0,341.0,34.0
116,2019-01-05 20:00:00,318.19,1756.0,2070.0,1572.0,0.0,891.0,339.0,33.0
117,2019-01-05 21:00:00,316.82,1757.0,2016.0,1376.0,0.0,1106.0,341.0,33.0
118,2019-01-05 22:00:00,336.83,1757.0,1651.0,821.0,0.0,1238.0,335.0,34.0
119,2019-01-05 23:00:00,317.25,1483.0,1032.0,641.0,0.0,1294.0,333.0,33.0
120,2019-01-06 00:00:00,280.93,1075.0,619.0,347.0,0.0,1382.0,335.0,33.0
121,2019-01-06 01:00:00,264.1,1000.0,465.0,248.0,0.0,1523.0,332.0,33.0
122,2019-01-06 02:00:00,251.75,947.0,465.0,205.0,0.0,1635.0,334.0,34.0
123,2019-01-06 03:00:00,250.56,958.0,462.0,156.0,0.0,1724.0,332.0,34.0
124,2019-01-06 04:00:00,259.82,962.0,460.0,159.0,0.0,1596.0,332.0,33.0
125,2019-01-06 05:00:00,274.58,960.0,460.0,157.0,0.0,1406.0,329.0,32.0
126,2019-01-06 06:00:00,272.11,954.0,459.0,196.0,0.0,1382.0,331.0,30.0
127,2019-01-06 07:00:00,262.72,950.0,458.0,271.0,0.0,1417.0,334.0,31.0
128,2019-01-06 08:00:00,246.28,964.0,462.0,413.0,57.0,1480.0,337.0,33.0
129,2019-01-06 09:00:00,245.15,1147.0,546.0,712.0,205.0,1474.0,339.0,32.0
130,2019-01-06 10:00:00,248.37,1188.0,702.0,841.0,308.0,1346.0,338.0,32.0
131,2019-01-06 11:00:00,249.16,1186.0,692.0,854.0,371.0,1246.0,338.0,32.0
132,2019-01-06 12:00:00,248.09,1188.0,684.0,924.0,384.0,1188.0,335.0,33.0
133,2019-01-06 13:00:00,268.62,1186.0,715.0,599.0,371.0,1171.0,336.0,33.0
134,2019-01-06 14:00:00,265.17,1175.0,655.0,603.0,334.0,1213.0,339.0,32.0
135,2019-01-06 15:00:00,258.74,1094.0,664.0,671.0,251.0,1181.0,341.0,32.0
136,2019-01-06 16:00:00,265.65,1187.0,687.0,712.0,104.0,1363.0,337.0,32.0
137,2019-01-06 17:00:00,231.05,1187.0,705.0,1171.0,4.0,1676.0,338.0,32.0
138,2019-01-06 18:00:00,218.99,1186.0,770.0,1355.0,0.0,1821.0,337.0,32.0
139,2019-01-06 19:00:00,214.13,1186.0,769.0,1345.0,0.0,1957.0,335.0,32.0
140,2019-01-06 20:00:00,208.33,1186.0,772.0,1427.0,0.0,2038.0,331.0,32.0
141,2019-01-06 21:00:00,208.04,1187.0,771.0,1340.0,0.0,2135.0,331.0,32.0
142,2019-01-06 22:00:00,215.72,1187.0,773.0,1038.0,0.0,2231.0,332.0,32.0
143,2019-01-06 23:00:00,222.74,1129.0,603.0,553.0,0.0,2289.0,332.0,33.0
144,2019-01-07 00:00:00,206.43,946.0,453.0,348.0,0.0,2270.0,335.0,32.0
145,2019-01-07 01:00:00,210.5,947.0,455.0,199.0,0.0,2336.0,339.0,33.0
146,2019-01-07 02:00:00,210.67,949.0,454.0,162.0,0.0,2374.0,339.0,33.0
147,2019-01-07 03:00:00,222.07,1008.0,456.0,185.0,0.0,2280.0,333.0,33.0
148,2019-01-07 04:00:00,237.71,1083.0,542.0,213.0,0.0,2178.0,337.0,33.0
149,2019-01-07 05:00:00,263.05,1214.0,816.0,262.0,0.0,2063.0,337.0,31.0
150,2019-01-07 06:00:00,287.05,1572.0,1339.0,699.0,0.0,1972.0,337.0,31.0
151,2019-01-07 07:00:00,299.41,1733.0,1975.0,906.0,0.0,1920.0,335.0,32.0
152,2019-01-07 08:00:00,300.3,1758.0,2528.0,1095.0,58.0,1825.0,330.0,33.0
153,2019-01-07 09:00:00,288.55,1758.0,2618.0,1300.0,213.0,1796.0,334.0,32.0
154,2019-01-07 10:00:00,293.59,1757.0,2598.0,1188.0,322.0,1658.0,331.0,33.0
155,2019-01-07 11:00:00,302.03,1756.0,2648.0,1192.0,372.0,1391.0,336.0,36.0
156,2019-01-07 12:00:00,316.38,1756.0,2609.0,1120.0,384.0,1089.0,340.0,35.0
157,2019-01-07 13:00:00,338.49,1757.0,2628.0,873.0,374.0,875.0,335.0,35.0
158,2019-01-07 14:00:00,344.53,1756.0,2624.0,883.0,338.0,776.0,338.0,35.0
159,2019-01-07 15:00:00,350.04,1757.0,2639.0,882.0,255.0,761.0,334.0,37.0
160,2019-01-07 16:00:00,353.31,1756.0,2711.0,789.0,107.0,951.0,325.0,36.0
161,2019-01-07 17:00:00,305.65,1754.0,2698.0,1632.0,4.0,1239.0,332.0,36.0
162,2019-01-07 18:00:00,289.77,1755.0,2613.0,1771.0,0.0,1500.0,336.0,36.0
163,2019-01-07 19:00:00,291.58,1756.0,2577.0,1480.0,0.0,1728.0,341.0,36.0
164,2019-01-07 20:00:00,298.59,1757.0,2541.0,1087.0,0.0,1926.0,343.0,36.0
165,2019-01-07 21:00:00,303.43,1756.0,2209.0,810.0,0.0,2008.0,341.0,36.0
166,2019-01-07 22:00:00,306.96,1756.0,1889.0,652.0,0.0,2015.0,344.0,36.0
167,2019-01-07 23:00:00,300.62,1697.0,1378.0,492.0,0.0,2108.0,344.0,36.0
168,2019-01-08 00:00:00,273.41,1463.0,927.0,406.0,0.0,2221.0,344.0,36.0
169,2019-01-08 01:00:00,268.43,1348.0,894.0,197.0,0.0,2308.0,343.0,36.0
170,2019-01-08 02:00:00,262.7,1279.0,884.0,196.0,0.0,2286.0,343.0,36.0
171,2019-01-08 03:00:00,256.62,1214.0,890.0,200.0,0.0,2275.0,343.0,35.0
172,2019-01-08 04:00:00,266.09,1207.0,901.0,211.0,0.0,2084.0,339.0,36.0
173,2019-01-08 05:00:00,294.79,1366.0,1188.0,263.0,0.0,1901.0,328.0,35.0
174,2019-01-08 06:00:00,323.25,1665.0,1450.0,412.0,0.0,1760.0,313.0,33.0
175,2019-01-08 07:00:00,314.52,1757.0,2043.0,718.0,0.0,1848.0,312.0,35.0
176,2019-01-08 08:00:00,291.6,1756.0,2207.0,1164.0,62.0,1910.0,312.0,35.0
177,2019-01-08 09:00:00,291.99,1756.0,2371.0,1325.0,217.0,1637.0,304.0,36.0
178,2019-01-08 10:00:00,294.38,1756.0,2216.0,1343.0,319.0,1410.0,308.0,35.0
179,2019-01-08 11:00:00,302.26,1756.0,2173.0,1286.0,364.0,1219.0,307.0,33.0
180,2019-01-08 12:00:00,311.23,1689.0,2074.0,1159.0,375.0,1020.0,285.0,14.0
181,2019-01-08 13:00:00,333.42,1621.0,1950.0,830.0,362.0,821.0,285.0,14.0
182,2019-01-08 14:00:00,336.19,1543.0,2177.0,906.0,327.0,655.0,286.0,14.0
183,2019-01-08 15:00:00,344.24,1531.0,2157.0,843.0,247.0,638.0,302.0,29.0
184,2019-01-08 16:00:00,333.71,1609.0,2224.0,1172.0,105.0,737.0,305.0,30.0
185,2019-01-08 17:00:00,309.54,1543.0,2271.0,1598.0,4.0,806.0,312.0,36.0
186,2019-01-08 18:00:00,312.48,1729.0,2263.0,1670.0,0.0,938.0,315.0,36.0
187,2019-01-08 19:00:00,311.98,1756.0,2392.0,1506.0,0.0,1175.0,316.0,36.0
188,2019-01-08 20:00:00,307.56,1756.0,2244.0,1376.0,0.0,1381.0,313.0,36.0
189,2019-01-08 21:00:00,321.8,1756.0,2186.0,942.0,0.0,1497.0,308.0,36.0
190,2019-01-08 22:00:00,325.28,1756.0,1785.0,729.0,0.0,1584.0,306.0,35.0
191,2019-01-08 23:00:00,332.51,1597.0,1368.0,411.0,0.0,1514.0,308.0,35.0
192,2019-01-09 00:00:00,326.01,1309.0,1011.0,163.0,0.0,1438.0,304.0,34.0
193,2019-01-09 01:00:00,320.92,1264.0,934.0,138.0,0.0,1468.0,294.0,35.0
194,2019-01-09 02:00:00,303.97,1187.0,934.0,140.0,0.0,1582.0,292.0,34.0
195,2019-01-09 03:00:00,310.15,1176.0,961.0,140.0,0.0,1491.0,290.0,35.0
196,2019-01-09 04:00:00,336.42,1293.0,981.0,150.0,0.0,1315.0,285.0,34.0
197,2019-01-09 05:00:00,363.2,1432.0,1086.0,154.0,0.0,1165.0,285.0,33.0
198,2019-01-09 06:00:00,361.12,1752.0,1467.0,631.0,0.0,1080.0,278.0,30.0
199,2019-01-09 07:00:00,323.53,1758.0,2112.0,1264.0,0.0,1165.0,267.0,27.0
200,2019-01-09 08:00:00,319.63,1758.0,2197.0,1169.0,58.0,1301.0,265.0,31.0
201,2019-01-09 09:00:00,303.52,1759.0,2200.0,1317.0,207.0,1376.0,256.0,32.0
202,2019-01-09 10:00:00,301.94,1637.0,2133.0,1276.0,308.0,1155.0,256.0,34.0
203,2019-01-09 11:00:00,315.85,1561.0,2142.0,1083.0,356.0,900.0,252.0,35.0
204,2019-01-09 12:00:00,327.12,1499.0,2121.0,969.0,363.0,702.0,255.0,36.0
205,2019-01-09 13:00:00,333.72,1425.0,2095.0,785.0,362.0,667.0,260.0,36.0
206,2019-01-09 14:00:00,328.83,1444.0,2129.0,925.0,328.0,674.0,260.0,36.0
207,2019-01-09 15:00:00,348.88,1568.0,2019.0,737.0,249.0,739.0,269.0,37.0
208,2019-01-09 16:00:00,333.3,1657.0,2293.0,1123.0,107.0,896.0,274.0,36.0
209,2019-01-09 17:00:00,325.33,1700.0,2222.0,1134.0,4.0,1189.0,277.0,36.0
210,2019-01-09 18:00:00,320.51,1757.0,2208.0,1093.0,0.0,1406.0,279.0,35.0
211,2019-01-09 19:00:00,329.85,1758.0,2250.0,711.0,0.0,1614.0,269.0,37.0
212,2019-01-09 20:00:00,322.86,1758.0,2273.0,626.0,0.0,1842.0,273.0,37.0
213,2019-01-09 21:00:00,309.95,1757.0,1833.0,527.0,0.0,2130.0,280.0,36.0
214,2019-01-09 22:00:00,283.83,1620.0,1203.0,399.0,0.0,2443.0,278.0,36.0
215,2019-01-09 23:00:00,261.75,1504.0,1108.0,270.0,0.0,2821.0,272.0,35.0
216,2019-01-10 00:00:00,234.37,1163.0,919.0,76.0,0.0,2845.0,270.0,35.0
217,2019-01-10 01:00:00,247.9,1273.0,930.0,141.0,0.0,2720.0,273.0,35.0
218,2019-01-10 02:00:00,222.78,1077.0,892.0,85.0,0.0,2884.0,273.0,35.0
219,2019-01-10 03:00:00,212.51,986.0,902.0,87.0,0.0,2902.0,281.0,36.0
220,2019-01-10 04:00:00,252.42,1384.0,885.0,100.0,0.0,2859.0,281.0,35.0
221,2019-01-10 05:00:00,271.27,1737.0,1119.0,419.0,0.0,2879.0,279.0,36.0
222,2019-01-10 06:00:00,267.46,1756.0,1557.0,647.0,0.0,2945.0,280.0,36.0
223,2019-01-10 07:00:00,267.62,1757.0,2274.0,865.0,0.0,2998.0,281.0,36.0
224,2019-01-10 08:00:00,260.04,1758.0,2666.0,1130.0,57.0,3099.0,265.0,36.0
225,2019-01-10 09:00:00,254.45,1758.0,2669.0,1242.0,201.0,3042.0,264.0,35.0
226,2019-01-10 10:00:00,255.72,1757.0,2616.0,1183.0,293.0,2934.0,269.0,36.0
227,2019-01-10 11:00:00,258.06,1757.0,2647.0,1064.0,354.0,2919.0,273.0,36.0
228,2019-01-10 12:00:00,264.51,1751.0,2659.0,1025.0,379.0,2703.0,277.0,37.0
229,2019-01-10 13:00:00,283.65,1754.0,2672.0,703.0,371.0,2442.0,281.0,37.0
230,2019-01-10 14:00:00,278.53,1747.0,2493.0,779.0,335.0,2481.0,283.0,37.0
231,2019-01-10 15:00:00,267.71,1634.0,2360.0,840.0,251.0,2576.0,282.0,37.0
232,2019-01-10 16:00:00,260.85,1720.0,2376.0,1376.0,107.0,2562.0,284.0,36.0
233,2019-01-10 17:00:00,262.14,1729.0,2596.0,1394.0,5.0,2712.0,284.0,36.0
234,2019-01-10 18:00:00,246.98,1756.0,2840.0,1947.0,0.0,2878.0,285.0,36.0
235,2019-01-10 19:00:00,237.35,1754.0,2765.0,2126.0,0.0,3046.0,287.0,36.0
236,2019-01-10 20:00:00,260.85,1754.0,2522.0,1206.0,0.0,2973.0,276.0,36.0
237,2019-01-10 21:00:00,265.88,1754.0,2340.0,846.0,0.0,3097.0,275.0,36.0
238,2019-01-10 22:00:00,270.15,1754.0,2105.0,547.0,0.0,3174.0,278.0,36.0
239,2019-01-10 23:00:00,253.55,1754.0,1400.0,647.0,0.0,3252.0,293.0,36.0
240,2019-01-11 00:00:00,241.25,1694.0,957.0,638.0,0.0,3267.0,298.0,36.0
241,2019-01-11 01:00:00,247.67,1620.0,938.0,220.0,0.0,3334.0,308.0,36.0
242,2019-01-11 02:00:00,230.99,1447.0,933.0,76.0,0.0,3552.0,301.0,36.0
243,2019-01-11 03:00:00,209.18,1250.0,963.0,82.0,0.0,3705.0,308.0,36.0
244,2019-01-11 04:00:00,213.8,1298.0,964.0,148.0,0.0,3636.0,297.0,36.0
245,2019-01-11 05:00:00,232.71,1579.0,1085.0,362.0,0.0,3614.0,295.0,36.0
246,2019-01-11 06:00:00,245.08,1698.0,1703.0,615.0,0.0,3566.0,303.0,36.0
247,2019-01-11 07:00:00,247.25,1699.0,2685.0,1191.0,0.0,3403.0,310.0,36.0
248,2019-01-11 08:00:00,235.46,1699.0,2757.0,1740.0,63.0,3301.0,308.0,36.0
249,2019-01-11 09:00:00,238.2,1699.0,2751.0,1674.0,219.0,3083.0,319.0,36.0
250,2019-01-11 10:00:00,249.14,1699.0,2688.0,1416.0,320.0,2777.0,322.0,36.0
251,2019-01-11 11:00:00,269.72,1700.0,2736.0,1085.0,367.0,2378.0,318.0,36.0
252,2019-01-11 12:00:00,285.28,1697.0,2605.0,922.0,386.0,2000.0,326.0,36.0
253,2019-01-11 13:00:00,301.07,1735.0,2588.0,906.0,378.0,1661.0,325.0,36.0
254,2019-01-11 14:00:00,310.9,1751.0,2614.0,913.0,345.0,1475.0,323.0,35.0
255,2019-01-11 15:00:00,320.94,1753.0,2570.0,823.0,266.0,1410.0,319.0,34.0
256,2019-01-11 16:00:00,319.4,1754.0,2563.0,882.0,119.0,1533.0,318.0,33.0
257,2019-01-11 17:00:00,300.62,1756.0,2658.0,1229.0,6.0,1771.0,321.0,33.0
258,2019-01-11 18:00:00,276.62,1757.0,2705.0,1652.0,0.0,2040.0,328.0,34.0
259,2019-01-11 19:00:00,283.8,1757.0,2706.0,1207.0,0.0,2264.0,334.0,34.0
260,2019-01-11 20:00:00,281.81,1757.0,2682.0,1084.0,0.0,2434.0,337.0,33.0
261,2019-01-11 21:00:00,272.59,1757.0,2232.0,1041.0,0.0,2600.0,335.0,33.0
262,2019-01-11 22:00:00,275.82,1758.0,1883.0,766.0,0.0,2666.0,334.0,34.0
263,2019-01-11 23:00:00,272.88,1679.0,1445.0,419.0,0.0,2798.0,331.0,33.0
264,2019-01-12 00:00:00,254.99,1479.0,932.0,226.0,0.0,2835.0,330.0,33.0
265,2019-01-12 01:00:00,234.24,1173.0,921.0,73.0,0.0,2819.0,324.0,34.0
266,2019-01-12 02:00:00,231.94,1144.0,921.0,74.0,0.0,2805.0,324.0,34.0
267,2019-01-12 03:00:00,238.18,1169.0,896.0,77.0,0.0,2701.0,327.0,34.0
268,2019-01-12 04:00:00,240.25,1157.0,888.0,81.0,0.0,2622.0,327.0,34.0
269,2019-01-12 05:00:00,252.2,1170.0,890.0,79.0,0.0,2415.0,321.0,34.0
270,2019-01-12 06:00:00,266.66,1250.0,1007.0,73.0,0.0,2345.0,323.0,33.0
271,2019-01-12 07:00:00,292.59,1574.0,1329.0,196.0,0.0,2373.0,329.0,33.0
272,2019-01-12 08:00:00,281.6,1684.0,1496.0,599.0,64.0,2366.0,337.0,34.0
273,2019-01-12 09:00:00,284.25,1757.0,1689.0,799.0,225.0,2122.0,338.0,33.0
274,2019-01-12 10:00:00,299.99,1756.0,1839.0,832.0,330.0,1654.0,337.0,34.0
275,2019-01-12 11:00:00,330.0,1756.0,1902.0,683.0,376.0,1154.0,331.0,34.0
276,2019-01-12 12:00:00,345.81,1754.0,1938.0,760.0,390.0,777.0,332.0,34.0
277,2019-01-12 13:00:00,369.83,1715.0,1776.0,453.0,381.0,672.0,323.0,34.0
278,2019-01-12 14:00:00,395.09,1643.0,1684.0,210.0,346.0,548.0,322.0,34.0
