UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
2023-04-12 00:00:00,417.0,135.0,4367.0,1.0,822.0,0.0,544.0,658.0,69.0
2023-04-12 01:00:00,422.0,138.0,4366.0,1.0,924.0,0.0,374.0,662.0,69.0
2023-04-12 02:00:00,438.0,180.0,4366.0,1.0,1100.0,1.0,334.0,661.0,71.0
2023-04-12 03:00:00,457.0,184.0,4365.0,1.0,1322.0,26.0,312.0,659.0,72.0
2023-04-12 04:00:00,464.0,191.0,4365.0,1.0,1470.0,84.0,325.0,667.0,70.0
2023-04-12 05:00:00,511.0,165.0,4364.0,1.0,1942.0,157.0,326.0,655.0,61.0
2023-04-12 06:00:00,501.0,154.0,4365.0,39.0,1969.0,252.0,307.0,651.0,58.0
2023-04-12 07:00:00,480.0,171.0,4366.0,1.0,1936.0,334.0,274.0,640.0,53.0
2023-04-12 08:00:00,469.0,162.0,4365.0,1.0,1656.0,380.0,258.0,639.0,46.0
2023-04-12 09:00:00,430.0,198.0,3585.0,1.0,1497.0,404.0,293.0,650.0,44.0
2023-04-12 10:00:00,386.0,206.0,3277.0,0.0,1313.0,391.0,357.0,659.0,43.0
2023-04-12 11:00:00,356.0,203.0,3323.0,0.0,1178.0,343.0,452.0,648.0,41.0
2023-04-12 12:00:00,330.0,198.0,3740.0,0.0,1071.0,279.0,518.0,647.0,40.0
2023-04-12 13:00:00,334.0,187.0,4156.0,1.0,1075.0,211.0,678.0,643.0,40.0
2023-04-12 14:00:00,326.0,178.0,4199.0,1.0,1014.0,146.0,935.0,649.0,43.0
2023-04-12 15:00:00,305.0,183.0,4199.0,1.0,1130.0,78.0,1265.0,653.0,46.0
2023-04-12 16:00:00,303.0,192.0,4199.0,1.0,1111.0,22.0,1850.0,655.0,48.0
2023-04-12 17:00:00,300.0,190.0,4198.0,1.0,912.0,0.0,2678.0,650.0,55.0
2023-04-12 18:00:00,317.0,199.0,4197.0,1.0,771.0,0.0,3325.0,650.0,58.0
2023-04-12 19:00:00,322.0,197.0,4196.0,1.0,709.0,0.0,3592.0,648.0,60.0
2023-04-12 20:00:00,317.0,174.0,4197.0,1.0,672.0,0.0,3677.0,660.0,61.0
2023-04-12 21:00:00,304.0,166.0,4196.0,1.0,585.0,0.0,3997.0,642.0,63.0
2023-04-12 22:00:00,299.0,164.0,4197.0,1.0,674.0,0.0,4052.0,662.0,63.0
2023-04-12 23:00:00,297.0,164.0,4196.0,1.0,623.0,0.0,4086.0,670.0,63.0
