UTC time,coal,nat_gas,nuclear,hydro,solar,wind,biomass
2023-01-10 00:00:00,2499.0,371.0,2168.0,71.0,0.0,597.0,36.0
2023-01-10 01:00:00,2471.0,368.0,2167.0,71.0,0.0,576.0,37.0
2023-01-10 02:00:00,2453.0,368.0,2168.0,71.0,0.0,566.0,37.0
2023-01-10 03:00:00,2555.0,371.0,2170.0,76.0,0.0,534.0,36.0
2023-01-10 04:00:00,2695.0,367.0,2170.0,88.0,0.0,511.0,35.0
2023-01-10 05:00:00,2998.0,365.0,2170.0,112.0,0.0,475.0,35.0
2023-01-10 06:00:00,3287.0,362.0,2170.0,158.0,10.0,528.0,36.0
2023-01-10 07:00:00,3350.0,342.0,2170.0,293.0,34.0,544.0,35.0
2023-01-10 08:00:00,3335.0,326.0,2169.0,297.0,55.0,573.0,35.0
2023-01-10 09:00:00,3269.0,325.0,2168.0,248.0,62.0,556.0,35.0
2023-01-10 10:00:00,3341.0,323.0,2168.0,149.0,58.0,541.0,36.0
2023-01-10 11:00:00,3232.0,326.0,2169.0,175.0,50.0,541.0,35.0
2023-01-10 12:00:00,3219.0,329.0,2169.0,178.0,40.0,528.0,32.0
2023-01-10 13:00:00,3298.0,331.0,2168.0,219.0,32.0,520.0,32.0
2023-01-10 14:00:00,3171.0,333.0,2168.0,307.0,7.0,539.0,36.0
2023-01-10 15:00:00,3305.0,332.0,2167.0,464.0,0.0,552.0,37.0
2023-01-10 16:00:00,3252.0,338.0,2168.0,741.0,0.0,567.0,37.0
2023-01-10 17:00:00,3329.0,336.0,2168.0,772.0,0.0,585.0,36.0
2023-01-10 18:00:00,3314.0,338.0,2167.0,613.0,0.0,583.0,35.0
2023-01-10 19:00:00,3253.0,337.0,2167.0,472.0,0.0,566.0,35.0
2023-01-10 20:00:00,2657.0,333.0,2169.0,268.0,0.0,550.0,34.0
2023-01-10 21:00:00,2533.0,333.0,2167.0,174.0,0.0,499.0,34.0
2023-01-10 22:00:00,2594.0,337.0,2168.0,111.0,0.0,442.0,36.0
2023-01-10 23:00:00,2383.0,336.0,2169.0,110.0,0.0,393.0,36.0
