UTC time,coal,nat_gas,nuclear,hydro,solar,wind,biomass
2023-04-10 00:00:00,1270.0,357.0,2050.0,143.0,0.0,166.0,24.0
2023-04-10 01:00:00,1255.0,359.0,2051.0,146.0,0.0,243.0,24.0
2023-04-10 02:00:00,1273.0,359.0,2051.0,148.0,0.0,276.0,26.0
2023-04-10 03:00:00,1268.0,359.0,2050.0,168.0,1.0,319.0,24.0
2023-04-10 04:00:00,1296.0,359.0,2048.0,267.0,70.0,343.0,25.0
2023-04-10 05:00:00,1245.0,353.0,2049.0,355.0,263.0,290.0,25.0
2023-04-10 06:00:00,1238.0,351.0,2049.0,341.0,549.0,239.0,26.0
2023-04-10 07:00:00,1282.0,350.0,2049.0,214.0,599.0,222.0,27.0
2023-04-10 08:00:00,1250.0,339.0,2047.0,187.0,569.0,191.0,27.0
2023-04-10 09:00:00,1238.0,348.0,2047.0,163.0,564.0,259.0,26.0
2023-04-10 10:00:00,1226.0,343.0,2046.0,153.0,552.0,360.0,25.0
2023-04-10 11:00:00,1242.0,342.0,2047.0,156.0,509.0,426.0,22.0
2023-04-10 12:00:00,1250.0,345.0,2047.0,147.0,492.0,412.0,25.0
2023-04-10 13:00:00,1305.0,344.0,2047.0,153.0,343.0,337.0,24.0
2023-04-10 14:00:00,1300.0,349.0,2046.0,351.0,243.0,268.0,27.0
2023-04-10 15:00:00,1508.0,350.0,2045.0,617.0,94.0,247.0,27.0
2023-04-10 16:00:00,1405.0,360.0,2046.0,759.0,16.0,219.0,27.0
2023-04-10 17:00:00,1388.0,364.0,2046.0,1206.0,0.0,243.0,26.0
2023-04-10 18:00:00,1457.0,362.0,2046.0,769.0,0.0,250.0,26.0
2023-04-10 19:00:00,1388.0,360.0,2046.0,411.0,0.0,279.0,27.0
2023-04-10 20:00:00,1349.0,361.0,2043.0,239.0,0.0,273.0,25.0
2023-04-10 21:00:00,1402.0,352.0,2044.0,164.0,0.0,270.0,24.0
2023-04-10 22:00:00,1199.0,336.0,2045.0,137.0,0.0,312.0,24.0
2023-04-10 23:00:00,1172.0,330.0,2043.0,135.0,0.0,295.0,23.0
