Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,biomass
40800,2023-08-28 00:00:00,2024-07-17 00:00:00,3.1,312.76,1169.0,158.0,1977.0,69.0,0.0,17.0,16.0
40801,2023-08-28 01:00:00,2024-07-17 00:00:00,3.1,302.1,1094.0,161.0,1974.0,70.0,0.0,12.0,17.0
40802,2023-08-28 02:00:00,2024-07-17 00:00:00,3.1,300.86,1088.0,163.0,1974.0,74.0,0.0,13.0,17.0
40803,2023-08-28 03:00:00,2024-07-17 00:00:00,3.1,306.49,1126.0,166.0,1974.0,76.0,4.0,12.0,17.0
40804,2023-08-28 04:00:00,2024-07-17 00:00:00,3.1,300.49,1190.0,166.0,1974.0,103.0,183.0,13.0,17.0
40805,2023-08-28 05:00:00,2024-07-17 00:00:00,3.1,270.51,1356.0,164.0,1974.0,421.0,725.0,11.0,17.0
40806,2023-08-28 06:00:00,2024-07-17 00:00:00,3.1,246.76,1367.0,162.0,1976.0,440.0,1287.0,5.0,17.0
40807,2023-08-28 07:00:00,2024-07-17 00:00:00,3.1,236.56,1294.0,159.0,1975.0,127.0,1689.0,5.0,17.0
40808,2023-08-28 08:00:00,2024-07-17 00:00:00,3.1,216.02,1176.0,154.0,1977.0,95.0,1924.0,10.0,16.0
40809,2023-08-28 09:00:00,2024-07-17 00:00:00,3.1,220.08,1243.0,150.0,1974.0,76.0,2041.0,16.0,17.0
40810,2023-08-28 10:00:00,2024-07-17 00:00:00,3.1,214.06,1189.0,150.0,1973.0,51.0,2059.0,28.0,18.0
40811,2023-08-28 11:00:00,2024-07-17 00:00:00,3.1,209.1,1137.0,150.0,1973.0,73.0,1996.0,36.0,17.0
40812,2023-08-28 12:00:00,2024-07-17 00:00:00,3.1,218.32,1173.0,150.0,1973.0,79.0,1828.0,36.0,18.0
40813,2023-08-28 13:00:00,2024-07-17 00:00:00,3.1,236.29,1289.0,150.0,1976.0,214.0,1536.0,35.0,19.0
40814,2023-08-28 14:00:00,2024-07-17 00:00:00,3.1,262.2,1434.0,153.0,1976.0,395.0,1093.0,33.0,18.0
40815,2023-08-28 15:00:00,2024-07-17 00:00:00,3.1,279.36,1583.0,156.0,1974.0,910.0,508.0,32.0,18.0
40816,2023-08-28 16:00:00,2024-07-17 00:00:00,3.1,296.34,1685.0,157.0,1974.0,1185.0,79.0,27.0,18.0
40817,2023-08-28 17:00:00,2024-07-17 00:00:00,3.1,303.87,1690.0,160.0,1974.0,1120.0,1.0,37.0,18.0
40818,2023-08-28 18:00:00,2024-07-17 00:00:00,3.1,309.8,1700.0,161.0,1975.0,1041.0,0.0,31.0,18.0
40819,2023-08-28 19:00:00,2024-07-17 00:00:00,3.1,301.69,1570.0,161.0,1976.0,938.0,0.0,34.0,18.0
40820,2023-08-28 20:00:00,2024-07-17 00:00:00,3.1,298.56,1316.0,161.0,1975.0,501.0,0.0,43.0,17.0
40821,2023-08-28 21:00:00,2024-07-17 00:00:00,3.1,316.57,1319.0,161.0,1976.0,233.0,0.0,67.0,17.0
40822,2023-08-28 22:00:00,2024-07-17 00:00:00,3.1,318.65,1269.0,158.0,1974.0,106.0,0.0,82.0,17.0
40823,2023-08-28 23:00:00,2024-07-17 00:00:00,3.1,318.53,1248.0,158.0,1974.0,78.0,0.0,76.0,17.0
