Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,biomass
37056,2023-03-25 00:00:00,2024-07-17 00:00:00,3.1,290.81,1407.0,312.0,2169.0,92.0,0.0,74.0,20.0
37057,2023-03-25 01:00:00,2024-07-17 00:00:00,3.1,271.67,1244.0,312.0,2170.0,91.0,0.0,70.0,18.0
37058,2023-03-25 02:00:00,2024-07-17 00:00:00,3.1,261.11,1157.0,315.0,2168.0,95.0,0.0,60.0,19.0
37059,2023-03-25 03:00:00,2024-07-17 00:00:00,3.1,258.16,1140.0,316.0,2171.0,102.0,0.0,61.0,19.0
37060,2023-03-25 04:00:00,2024-07-17 00:00:00,3.1,255.33,1143.0,318.0,2171.0,124.0,17.0,73.0,17.0
37061,2023-03-25 05:00:00,2024-07-17 00:00:00,3.1,244.03,1166.0,315.0,2169.0,165.0,193.0,81.0,20.0
37062,2023-03-25 06:00:00,2024-07-17 00:00:00,3.1,244.56,1291.0,314.0,2169.0,203.0,421.0,70.0,19.0
37063,2023-03-25 07:00:00,2024-07-17 00:00:00,3.1,223.68,1179.0,306.0,2169.0,176.0,569.0,93.0,20.0
37064,2023-03-25 08:00:00,2024-07-17 00:00:00,3.1,216.9,1137.0,299.0,2168.0,152.0,620.0,99.0,19.0
37065,2023-03-25 09:00:00,2024-07-17 00:00:00,3.1,220.44,1139.0,289.0,2169.0,104.0,613.0,79.0,19.0
37066,2023-03-25 10:00:00,2024-07-17 00:00:00,3.1,220.83,1137.0,287.0,2168.0,98.0,626.0,59.0,19.0
37067,2023-03-25 11:00:00,2024-07-17 00:00:00,3.1,222.41,1141.0,288.0,2169.0,93.0,607.0,61.0,19.0
37068,2023-03-25 12:00:00,2024-07-17 00:00:00,3.1,224.57,1128.0,288.0,2168.0,92.0,532.0,65.0,19.0
37069,2023-03-25 13:00:00,2024-07-17 00:00:00,3.1,256.04,1296.0,290.0,2168.0,111.0,321.0,59.0,21.0
37070,2023-03-25 14:00:00,2024-07-17 00:00:00,3.1,266.81,1275.0,290.0,2168.0,125.0,101.0,55.0,20.0
37071,2023-03-25 15:00:00,2024-07-17 00:00:00,3.1,271.92,1385.0,291.0,2170.0,313.0,28.0,60.0,20.0
37072,2023-03-25 16:00:00,2024-07-17 00:00:00,3.1,241.32,1338.0,291.0,2168.0,758.0,3.0,81.0,21.0
37073,2023-03-25 17:00:00,2024-07-17 00:00:00,3.1,235.59,1364.0,296.0,2169.0,941.0,0.0,74.0,21.0
37074,2023-03-25 18:00:00,2024-07-17 00:00:00,3.1,240.71,1414.0,299.0,2169.0,947.0,0.0,76.0,19.0
37075,2023-03-25 19:00:00,2024-07-17 00:00:00,3.1,258.54,1315.0,298.0,2170.0,425.0,0.0,66.0,18.0
37076,2023-03-25 20:00:00,2024-07-17 00:00:00,3.1,258.48,1231.0,298.0,2168.0,241.0,0.0,88.0,20.0
37077,2023-03-25 21:00:00,2024-07-17 00:00:00,3.1,277.01,1356.0,297.0,2169.0,175.0,0.0,100.0,20.0
37078,2023-03-25 22:00:00,2024-07-17 00:00:00,3.1,260.38,1241.0,287.0,2170.0,117.0,0.0,195.0,20.0
37079,2023-03-25 23:00:00,2024-07-17 00:00:00,3.1,263.16,1262.0,289.0,2170.0,100.0,0.0,210.0,20.0
