UTC time,coal,nat_gas,solar,wind
2023-01-19 00:00:00,559.0,595.0,57.0,494.0
2023-01-19 01:00:00,642.0,637.0,11.0,494.0
2023-01-19 02:00:00,653.0,637.0,0.0,339.0
2023-01-19 03:00:00,706.0,635.0,0.0,106.0
2023-01-19 04:00:00,703.0,638.0,0.0,47.0
2023-01-19 05:00:00,666.0,634.0,0.0,81.0
2023-01-19 06:00:00,628.0,636.0,0.0,49.0
2023-01-19 07:00:00,574.0,583.0,0.0,13.0
2023-01-19 08:00:00,566.0,632.0,0.0,0.0
2023-01-19 09:00:00,561.0,637.0,0.0,0.0
2023-01-19 10:00:00,575.0,575.0,0.0,0.0
2023-01-19 11:00:00,574.0,565.0,0.0,0.0
2023-01-19 12:00:00,583.0,634.0,0.0,2.0
2023-01-19 13:00:00,770.0,638.0,0.0,8.0
2023-01-19 14:00:00,805.0,638.0,0.0,10.0
2023-01-19 15:00:00,793.0,637.0,1.0,58.0
2023-01-19 16:00:00,783.0,636.0,41.0,55.0
2023-01-19 17:00:00,665.0,636.0,96.0,14.0
2023-01-19 18:00:00,590.0,637.0,100.0,1.0
2023-01-19 19:00:00,576.0,637.0,93.0,0.0
2023-01-19 20:00:00,560.0,637.0,93.0,0.0
2023-01-19 21:00:00,553.0,637.0,90.0,0.0
2023-01-19 22:00:00,514.0,638.0,91.0,0.0
2023-01-19 23:00:00,538.0,638.0,86.0,13.0
