Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,solar,wind
35376,2023-01-14 00:00:00,2024-07-17 00:00:00,3.1,610.0,886.0,647.0,35.0,148.0
35377,2023-01-14 01:00:00,2024-07-17 00:00:00,3.1,589.68,951.0,648.0,2.0,265.0
35378,2023-01-14 02:00:00,2024-07-17 00:00:00,3.1,564.81,979.0,645.0,0.0,364.0
35379,2023-01-14 03:00:00,2024-07-17 00:00:00,3.1,547.29,985.0,645.0,0.0,432.0
35380,2023-01-14 04:00:00,2024-07-17 00:00:00,3.1,541.11,1023.0,645.0,0.0,476.0
35381,2023-01-14 05:00:00,2024-07-17 00:00:00,3.1,537.06,1020.0,644.0,0.0,491.0
35382,2023-01-14 06:00:00,2024-07-17 00:00:00,3.1,532.6,992.0,644.0,0.0,494.0
35383,2023-01-14 07:00:00,2024-07-17 00:00:00,3.1,525.95,944.0,645.0,0.0,494.0
35384,2023-01-14 08:00:00,2024-07-17 00:00:00,3.1,542.84,1050.0,646.0,0.0,483.0
35385,2023-01-14 09:00:00,2024-07-17 00:00:00,3.1,551.96,1120.0,628.0,0.0,483.0
35386,2023-01-14 10:00:00,2024-07-17 00:00:00,3.1,551.56,1086.0,626.0,0.0,468.0
35387,2023-01-14 11:00:00,2024-07-17 00:00:00,3.1,543.3,1069.0,626.0,0.0,493.0
35388,2023-01-14 12:00:00,2024-07-17 00:00:00,3.1,552.26,1124.0,626.0,0.0,484.0
35389,2023-01-14 13:00:00,2024-07-17 00:00:00,3.1,557.76,1125.0,626.0,0.0,462.0
35390,2023-01-14 14:00:00,2024-07-17 00:00:00,3.1,548.37,1096.0,626.0,0.0,486.0
35391,2023-01-14 15:00:00,2024-07-17 00:00:00,3.1,546.16,1094.0,627.0,0.0,494.0
35392,2023-01-14 16:00:00,2024-07-17 00:00:00,3.1,550.46,1090.0,625.0,7.0,468.0
35393,2023-01-14 17:00:00,2024-07-17 00:00:00,3.1,545.49,1132.0,626.0,25.0,493.0
35394,2023-01-14 18:00:00,2024-07-17 00:00:00,3.1,544.14,1134.0,627.0,30.0,495.0
35395,2023-01-14 19:00:00,2024-07-17 00:00:00,3.1,539.68,1129.0,625.0,48.0,495.0
35396,2023-01-14 20:00:00,2024-07-17 00:00:00,3.1,539.37,1121.0,624.0,45.0,495.0
35397,2023-01-14 21:00:00,2024-07-17 00:00:00,3.1,541.12,1114.0,624.0,33.0,495.0
35398,2023-01-14 22:00:00,2024-07-17 00:00:00,3.1,537.47,1071.0,625.0,25.0,495.0
35399,2023-01-14 23:00:00,2024-07-17 00:00:00,3.1,544.13,1074.0,625.0,11.0,482.0
