Unnamed: 0,UTC time,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
39480,2023-07-04 00:00:00,44.28,0.0,279.0,97.0,9.0,11.0
39481,2023-07-04 01:00:00,44.45,0.0,310.0,76.0,9.0,11.0
39482,2023-07-04 02:00:00,67.61,0.0,226.0,70.0,15.0,18.0
39483,2023-07-04 03:00:00,111.37,0.0,136.0,73.0,23.0,28.0
39484,2023-07-04 04:00:00,74.32,0.0,136.0,82.0,13.0,16.0
39485,2023-07-04 05:00:00,70.88,0.0,136.0,83.0,12.0,15.0
39486,2023-07-04 06:00:00,65.95,0.0,136.0,79.0,11.0,13.0
39487,2023-07-04 07:00:00,69.22,0.0,101.0,90.0,10.0,13.0
39488,2023-07-04 08:00:00,92.96,0.0,91.0,100.0,17.0,20.0
39489,2023-07-04 09:00:00,158.12,0.0,2.0,88.0,18.0,22.0
39490,2023-07-04 10:00:00,104.38,0.0,0.0,90.0,10.0,12.0
39491,2023-07-04 11:00:00,132.15,0.0,0.0,80.0,12.0,15.0
39492,2023-07-04 12:00:00,106.32,0.0,0.0,109.0,12.0,15.0
39493,2023-07-04 13:00:00,92.19,0.0,0.0,116.0,11.0,13.0
39494,2023-07-04 14:00:00,97.11,0.0,0.0,115.0,11.0,14.0
39495,2023-07-04 15:00:00,98.36,0.0,0.0,113.0,11.0,14.0
39496,2023-07-04 16:00:00,117.32,0.0,0.0,108.0,14.0,17.0
39497,2023-07-04 17:00:00,78.89,0.0,65.0,100.0,11.0,14.0
39498,2023-07-04 18:00:00,59.07,0.0,193.0,85.0,11.0,14.0
39499,2023-07-04 19:00:00,66.23,0.0,141.0,74.0,11.0,13.0
39500,2023-07-04 20:00:00,137.0,0.0,0.0,61.0,10.0,12.0
39501,2023-07-04 21:00:00,129.84,0.0,0.0,66.0,10.0,12.0
39502,2023-07-04 22:00:00,68.25,0.0,161.0,75.0,12.0,15.0
39503,2023-07-04 23:00:00,69.86,0.0,162.0,67.0,12.0,15.0
