UTC time,nat_gas,hydro,wind,biomass,unknown
2023-11-22 00:00:00,448.0,364.0,17.0,32.0,17.0
2023-11-22 01:00:00,448.0,365.0,21.0,36.0,20.0
2023-11-22 02:00:00,447.0,419.0,21.0,35.0,19.0
2023-11-22 03:00:00,447.0,421.0,15.0,36.0,20.0
2023-11-22 04:00:00,447.0,429.0,24.0,34.0,17.0
2023-11-22 05:00:00,452.0,571.0,12.0,35.0,18.0
2023-11-22 06:00:00,471.0,513.0,9.0,35.0,19.0
2023-11-22 07:00:00,520.0,511.0,24.0,34.0,18.0
2023-11-22 08:00:00,547.0,451.0,11.0,34.0,18.0
2023-11-22 09:00:00,552.0,310.0,10.0,35.0,18.0
2023-11-22 10:00:00,553.0,308.0,14.0,35.0,19.0
2023-11-22 11:00:00,509.0,395.0,19.0,34.0,18.0
2023-11-22 12:00:00,507.0,398.0,36.0,33.0,19.0
2023-11-22 13:00:00,549.0,342.0,43.0,35.0,19.0
2023-11-22 14:00:00,550.0,308.0,52.0,36.0,19.0
2023-11-22 15:00:00,503.0,242.0,80.0,36.0,20.0
2023-11-22 16:00:00,430.0,542.0,98.0,36.0,20.0
2023-11-22 17:00:00,311.0,640.0,100.0,35.0,19.0
2023-11-22 18:00:00,247.0,698.0,100.0,35.0,19.0
2023-11-22 19:00:00,156.0,728.0,94.0,36.0,22.0
2023-11-22 20:00:00,151.0,641.0,103.0,41.0,31.0
2023-11-22 21:00:00,153.0,640.0,110.0,46.0,42.0
2023-11-22 22:00:00,207.0,352.0,110.0,45.0,44.0
2023-11-22 23:00:00,209.0,97.0,110.0,23.0,15.0
