Unnamed: 0,UTC time,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
35640,2023-01-25 00:00:00,66.86,151.0,766.0,37.0,26.0,19.0
35641,2023-01-25 01:00:00,66.93,151.0,766.0,37.0,25.0,19.0
35642,2023-01-25 02:00:00,66.33,151.0,766.0,46.0,25.0,19.0
35643,2023-01-25 03:00:00,65.9,151.0,777.0,51.0,31.0,21.0
35644,2023-01-25 04:00:00,64.36,150.0,778.0,59.0,34.0,20.0
35645,2023-01-25 05:00:00,56.67,151.0,927.0,64.0,36.0,21.0
35646,2023-01-25 06:00:00,52.06,157.0,1118.0,62.0,40.0,26.0
35647,2023-01-25 07:00:00,52.44,160.0,1120.0,67.0,41.0,26.0
35648,2023-01-25 08:00:00,70.52,247.0,1130.0,70.0,42.0,27.0
35649,2023-01-25 09:00:00,69.53,248.0,1128.0,73.0,38.0,23.0
35650,2023-01-25 10:00:00,72.95,248.0,1070.0,72.0,40.0,25.0
35651,2023-01-25 11:00:00,83.73,255.0,926.0,74.0,42.0,29.0
35652,2023-01-25 12:00:00,104.57,313.0,789.0,73.0,36.0,23.0
35653,2023-01-25 13:00:00,112.49,327.0,759.0,72.0,45.0,31.0
35654,2023-01-25 14:00:00,110.02,330.0,759.0,80.0,38.0,23.0
35655,2023-01-25 15:00:00,112.13,337.0,751.0,81.0,38.0,23.0
35656,2023-01-25 16:00:00,120.47,357.0,739.0,78.0,47.0,33.0
35657,2023-01-25 17:00:00,119.87,356.0,737.0,73.0,43.0,29.0
35658,2023-01-25 18:00:00,118.04,352.0,738.0,72.0,42.0,26.0
35659,2023-01-25 19:00:00,117.66,348.0,718.0,75.0,35.0,21.0
35660,2023-01-25 20:00:00,93.49,264.0,803.0,84.0,38.0,28.0
35661,2023-01-25 21:00:00,84.6,241.0,823.0,77.0,29.0,20.0
35662,2023-01-25 22:00:00,83.51,240.0,837.0,77.0,27.0,20.0
35663,2023-01-25 23:00:00,70.59,165.0,759.0,68.0,30.0,22.0
