UTC time,nat_gas,hydro,wind,biomass,unknown
2023-09-22 00:00:00,151.0,0.0,47.0,14.0,11.0
2023-09-22 01:00:00,151.0,0.0,42.0,14.0,11.0
2023-09-22 02:00:00,151.0,5.0,47.0,14.0,11.0
2023-09-22 03:00:00,151.0,90.0,49.0,16.0,12.0
2023-09-22 04:00:00,192.0,90.0,55.0,20.0,12.0
2023-09-22 05:00:00,226.0,90.0,61.0,22.0,13.0
2023-09-22 06:00:00,225.0,99.0,60.0,24.0,14.0
2023-09-22 07:00:00,225.0,89.0,52.0,26.0,15.0
2023-09-22 08:00:00,227.0,89.0,72.0,25.0,17.0
2023-09-22 09:00:00,159.0,6.0,77.0,26.0,23.0
2023-09-22 10:00:00,156.0,0.0,65.0,40.0,41.0
2023-09-22 11:00:00,157.0,0.0,61.0,39.0,41.0
2023-09-22 12:00:00,157.0,0.0,46.0,19.0,17.0
2023-09-22 13:00:00,206.0,5.0,56.0,22.0,16.0
2023-09-22 14:00:00,206.0,50.0,47.0,23.0,14.0
2023-09-22 15:00:00,205.0,206.0,34.0,23.0,14.0
2023-09-22 16:00:00,177.0,261.0,19.0,23.0,14.0
2023-09-22 17:00:00,279.0,375.0,30.0,23.0,14.0
2023-09-22 18:00:00,208.0,200.0,45.0,22.0,14.0
2023-09-22 19:00:00,203.0,74.0,54.0,20.0,13.0
2023-09-22 20:00:00,201.0,52.0,26.0,17.0,11.0
2023-09-22 21:00:00,200.0,52.0,13.0,16.0,12.0
2023-09-22 22:00:00,153.0,1.0,16.0,17.0,12.0
2023-09-22 23:00:00,152.0,0.0,8.0,17.0,13.0
