UTC time,coal,nat_gas,solar,wind
2023-09-21 00:00:00,633.0,1191.0,47.0,68.0
2023-09-21 01:00:00,633.0,1347.0,57.0,65.0
2023-09-21 02:00:00,631.0,1358.0,1.0,50.0
2023-09-21 03:00:00,631.0,1352.0,0.0,114.0
2023-09-21 04:00:00,631.0,1358.0,0.0,94.0
2023-09-21 05:00:00,630.0,1357.0,0.0,87.0
2023-09-21 06:00:00,630.0,1341.0,0.0,93.0
2023-09-21 07:00:00,632.0,1325.0,0.0,94.0
2023-09-21 08:00:00,608.0,1340.0,0.0,19.0
2023-09-21 09:00:00,521.0,1345.0,0.0,55.0
2023-09-21 10:00:00,529.0,1340.0,0.0,112.0
2023-09-21 11:00:00,540.0,1330.0,0.0,179.0
2023-09-21 12:00:00,527.0,1336.0,0.0,197.0
2023-09-21 13:00:00,626.0,1320.0,0.0,101.0
2023-09-21 14:00:00,631.0,1192.0,9.0,104.0
2023-09-21 15:00:00,628.0,1103.0,75.0,186.0
2023-09-21 16:00:00,583.0,1070.0,125.0,338.0
2023-09-21 17:00:00,629.0,1064.0,127.0,299.0
2023-09-21 18:00:00,631.0,1026.0,127.0,326.0
2023-09-21 19:00:00,484.0,1044.0,127.0,322.0
2023-09-21 20:00:00,248.0,1066.0,125.0,328.0
2023-09-21 21:00:00,27.0,1064.0,124.0,331.0
2023-09-21 22:00:00,0.0,1081.0,125.0,356.0
2023-09-21 23:00:00,0.0,1123.0,121.0,383.0
