Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,solar,wind
41880,2023-10-12 00:00:00,2024-07-17 00:00:00,3.1,382.17,629.0,1377.0,93.0,485.0
41881,2023-10-12 01:00:00,2024-07-17 00:00:00,3.1,414.41,629.0,1377.0,21.0,356.0
41882,2023-10-12 02:00:00,2024-07-17 00:00:00,3.1,402.34,627.0,1373.0,0.0,447.0
41883,2023-10-12 03:00:00,2024-07-17 00:00:00,3.1,394.44,626.0,1375.0,0.0,495.0
41884,2023-10-12 04:00:00,2024-07-17 00:00:00,3.1,394.16,626.0,1371.0,0.0,497.0
41885,2023-10-12 05:00:00,2024-07-17 00:00:00,3.1,394.14,626.0,1373.0,0.0,497.0
41886,2023-10-12 06:00:00,2024-07-17 00:00:00,3.1,394.37,626.0,1365.0,0.0,496.0
41887,2023-10-12 07:00:00,2024-07-17 00:00:00,3.1,396.02,628.0,1342.0,0.0,489.0
41888,2023-10-12 08:00:00,2024-07-17 00:00:00,3.1,394.59,628.0,1373.0,0.0,496.0
41889,2023-10-12 09:00:00,2024-07-17 00:00:00,3.1,406.13,629.0,1372.0,0.0,426.0
41890,2023-10-12 10:00:00,2024-07-17 00:00:00,3.1,428.8,627.0,1373.0,0.0,296.0
41891,2023-10-12 11:00:00,2024-07-17 00:00:00,3.1,428.79,628.0,1372.0,0.0,297.0
41892,2023-10-12 12:00:00,2024-07-17 00:00:00,3.1,429.0,628.0,1371.0,0.0,296.0
41893,2023-10-12 13:00:00,2024-07-17 00:00:00,3.1,429.76,627.0,1372.0,0.0,291.0
41894,2023-10-12 14:00:00,2024-07-17 00:00:00,3.1,445.09,627.0,1272.0,1.0,228.0
41895,2023-10-12 15:00:00,2024-07-17 00:00:00,3.1,465.2,625.0,1134.0,44.0,120.0
41896,2023-10-12 16:00:00,2024-07-17 00:00:00,3.1,436.4,624.0,1135.0,111.0,179.0
41897,2023-10-12 17:00:00,2024-07-17 00:00:00,3.1,433.55,625.0,1123.0,127.0,179.0
41898,2023-10-12 18:00:00,2024-07-17 00:00:00,3.1,415.25,627.0,1134.0,127.0,270.0
41899,2023-10-12 19:00:00,2024-07-17 00:00:00,3.1,414.91,627.0,1150.0,125.0,272.0
41900,2023-10-12 20:00:00,2024-07-17 00:00:00,3.1,412.17,624.0,1169.0,126.0,281.0
41901,2023-10-12 21:00:00,2024-07-17 00:00:00,3.1,404.74,587.0,1226.0,130.0,280.0
41902,2023-10-12 22:00:00,2024-07-17 00:00:00,3.1,410.02,626.0,1233.0,133.0,281.0
41903,2023-10-12 23:00:00,2024-07-17 00:00:00,3.1,407.3,620.0,1364.0,131.0,281.0
