UTC time,coal,nat_gas,solar,wind
2023-10-01 00:00:00,624.0,1349.0,94.0,487.0
2023-10-01 01:00:00,622.0,1350.0,29.0,486.0
2023-10-01 02:00:00,621.0,1352.0,0.0,428.0
2023-10-01 03:00:00,622.0,1357.0,0.0,483.0
2023-10-01 04:00:00,624.0,1360.0,0.0,497.0
2023-10-01 05:00:00,621.0,1357.0,0.0,491.0
2023-10-01 06:00:00,621.0,1321.0,0.0,497.0
2023-10-01 07:00:00,620.0,1304.0,0.0,497.0
2023-10-01 08:00:00,583.0,1353.0,0.0,496.0
2023-10-01 09:00:00,599.0,1352.0,0.0,497.0
2023-10-01 10:00:00,468.0,1350.0,0.0,480.0
2023-10-01 11:00:00,601.0,1348.0,0.0,281.0
2023-10-01 12:00:00,602.0,1324.0,0.0,47.0
2023-10-01 13:00:00,601.0,1319.0,0.0,114.0
2023-10-01 14:00:00,603.0,1168.0,2.0,145.0
2023-10-01 15:00:00,619.0,1014.0,43.0,225.0
2023-10-01 16:00:00,619.0,931.0,101.0,322.0
2023-10-01 17:00:00,622.0,929.0,127.0,469.0
2023-10-01 18:00:00,623.0,939.0,126.0,479.0
2023-10-01 19:00:00,622.0,963.0,124.0,480.0
2023-10-01 20:00:00,621.0,957.0,121.0,448.0
2023-10-01 21:00:00,623.0,1011.0,117.0,381.0
2023-10-01 22:00:00,624.0,1013.0,123.0,238.0
2023-10-01 23:00:00,622.0,1086.0,123.0,164.0
