Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,solar,wind
40728,2023-08-25 00:00:00,2024-07-17 00:00:00,3.1,422.5,625.0,1346.0,111.0,221.0
40729,2023-08-25 01:00:00,2024-07-17 00:00:00,3.1,425.6,627.0,1352.0,78.0,238.0
40730,2023-08-25 02:00:00,2024-07-17 00:00:00,3.1,419.25,625.0,1345.0,19.0,331.0
40731,2023-08-25 03:00:00,2024-07-17 00:00:00,3.1,402.7,625.0,1349.0,0.0,445.0
40732,2023-08-25 04:00:00,2024-07-17 00:00:00,3.1,405.96,626.0,1354.0,0.0,426.0
40733,2023-08-25 05:00:00,2024-07-17 00:00:00,3.1,403.65,627.0,1350.0,0.0,441.0
40734,2023-08-25 06:00:00,2024-07-17 00:00:00,3.1,407.84,624.0,1345.0,0.0,414.0
40735,2023-08-25 07:00:00,2024-07-17 00:00:00,3.1,412.17,624.0,1345.0,0.0,389.0
40736,2023-08-25 08:00:00,2024-07-17 00:00:00,3.1,401.05,615.0,1349.0,0.0,446.0
40737,2023-08-25 09:00:00,2024-07-17 00:00:00,3.1,393.69,615.0,1350.0,0.0,491.0
40738,2023-08-25 10:00:00,2024-07-17 00:00:00,3.1,403.51,625.0,1351.0,0.0,440.0
40739,2023-08-25 11:00:00,2024-07-17 00:00:00,3.1,406.39,626.0,1348.0,0.0,424.0
40740,2023-08-25 12:00:00,2024-07-17 00:00:00,3.1,417.57,636.0,1348.0,0.0,368.0
40741,2023-08-25 13:00:00,2024-07-17 00:00:00,3.1,418.32,635.0,1339.0,0.0,364.0
40742,2023-08-25 14:00:00,2024-07-17 00:00:00,3.1,426.7,635.0,1272.0,15.0,312.0
40743,2023-08-25 15:00:00,2024-07-17 00:00:00,3.1,434.24,636.0,1312.0,77.0,206.0
40744,2023-08-25 16:00:00,2024-07-17 00:00:00,3.1,418.49,635.0,1348.0,113.0,249.0
40745,2023-08-25 17:00:00,2024-07-17 00:00:00,3.1,409.53,634.0,1332.0,116.0,298.0
40746,2023-08-25 18:00:00,2024-07-17 00:00:00,3.1,422.84,635.0,1315.0,115.0,227.0
40747,2023-08-25 19:00:00,2024-07-17 00:00:00,3.1,437.29,626.0,1332.0,115.0,142.0
40748,2023-08-25 20:00:00,2024-07-17 00:00:00,3.1,440.02,620.0,1344.0,114.0,123.0
40749,2023-08-25 21:00:00,2024-07-17 00:00:00,3.1,435.88,615.0,1332.0,113.0,143.0
40750,2023-08-25 22:00:00,2024-07-17 00:00:00,3.1,439.9,609.0,1354.0,112.0,116.0
40751,2023-08-25 23:00:00,2024-07-17 00:00:00,3.1,443.49,617.0,1372.0,108.0,105.0
