Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,biomass,geothermal,unknown
40896,2023-09-01 00:00:00,2024-07-17 00:00:00,3.1,377.44,935.0,10274.0,11.0,4540.0,1.0,556.0,898.0,581.0,1752.0
40897,2023-09-01 01:00:00,2024-07-17 00:00:00,3.1,375.1,947.0,10298.0,11.0,4549.0,1.0,617.0,900.0,582.0,1666.0
40898,2023-09-01 02:00:00,2024-07-17 00:00:00,3.1,376.95,991.0,10329.0,15.0,4492.0,1.0,687.0,886.0,582.0,1714.0
40899,2023-09-01 03:00:00,2024-07-17 00:00:00,3.1,382.55,996.0,11248.0,11.0,4552.0,1.0,710.0,897.0,580.0,1845.0
40900,2023-09-01 04:00:00,2024-07-17 00:00:00,3.1,378.04,941.0,13269.0,21.0,5566.0,25.33333333333333,708.0,901.0,581.0,2058.0
40901,2023-09-01 05:00:00,2024-07-17 00:00:00,3.1,380.7,797.0,15338.0,11.0,6144.0,34.51489157343107,615.0,897.0,580.0,2302.0
40902,2023-09-01 06:00:00,2024-07-17 00:00:00,3.1,381.41,858.0,15475.0,11.0,6386.0,45.29105078928755,446.0,890.0,577.0,2310.0
40903,2023-09-01 07:00:00,2024-07-17 00:00:00,3.1,382.3,777.0,14886.0,11.0,6121.0,70.97951630015433,440.0,888.0,576.0,2417.0
40904,2023-09-01 08:00:00,2024-07-17 00:00:00,3.1,385.25,736.0,13338.0,11.0,5360.0,135.3141120314108,389.0,895.0,578.0,2375.0
40905,2023-09-01 09:00:00,2024-07-17 00:00:00,3.1,390.37,736.0,12496.0,11.0,4714.0,271.84518759142713,315.0,876.0,578.0,2327.0
40906,2023-09-01 10:00:00,2024-07-17 00:00:00,3.1,388.73,730.0,11895.0,11.0,4260.0,518.2113747302396,395.0,889.0,577.0,2256.0
40907,2023-09-01 11:00:00,2024-07-17 00:00:00,3.1,377.4,730.0,11519.0,11.0,4217.0,907.1178705034924,601.0,888.0,577.0,2218.0
40908,2023-09-01 12:00:00,2024-07-17 00:00:00,3.1,371.44,730.0,12191.0,11.0,4217.0,1457.239786721061,684.0,892.0,577.0,2222.0
40909,2023-09-01 13:00:00,2024-07-17 00:00:00,3.1,357.71,741.0,12114.0,11.0,4282.0,2166.867703049272,868.0,893.0,598.0,2233.0
40910,2023-09-01 14:00:00,2024-07-17 00:00:00,3.1,340.61,827.0,13298.0,11.0,5174.0,3011.619989002683,1221.0,905.0,623.0,2318.0
40911,2023-09-01 15:00:00,2024-07-17 00:00:00,3.1,332.92,1018.0,14874.0,11.0,5879.0,3945.9121293275934,1479.0,917.0,623.0,2372.0
40912,2023-09-01 16:00:00,2024-07-17 00:00:00,3.1,327.18,1272.0,16793.0,16.0,7174.0,4906.724765200674,1330.0,904.0,629.0,2370.0
40913,2023-09-01 17:00:00,2024-07-17 00:00:00,3.1,326.88,1433.0,17817.0,10.0,7772.0,5680.321068731891,875.0,910.0,629.0,2373.0
40914,2023-09-01 18:00:00,2024-07-17 00:00:00,3.1,356.64,1472.0,17857.0,20.0,8017.0,2241.519653336012,598.0,905.0,629.0,2381.0
40915,2023-09-01 19:00:00,2024-07-17 00:00:00,3.1,378.12,1351.0,16942.0,20.0,7528.0,1.0,527.0,902.0,630.0,2205.0
40916,2023-09-01 20:00:00,2024-07-17 00:00:00,3.1,389.79,1072.0,16503.0,17.0,6180.0,1.0,433.0,919.0,629.0,2172.0
40917,2023-09-01 21:00:00,2024-07-17 00:00:00,3.1,390.09,870.0,14817.0,10.0,5391.0,1.0,406.0,912.0,629.0,2060.0
40918,2023-09-01 22:00:00,2024-07-17 00:00:00,3.1,379.28,785.0,12520.0,10.0,5143.0,1.0,359.0,923.0,629.0,1800.0
40919,2023-09-01 23:00:00,2024-07-17 00:00:00,3.1,372.41,742.0,10749.0,10.0,4902.0,1.0,358.0,929.0,629.0,1775.0
