Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,oil,solar,other
39768,2023-08-01 00:00:00,2024-07-17 00:00:00,3.1,441.88,14377.0,3687.0,0.0,268.0,3872.0
39769,2023-08-01 01:00:00,2024-07-17 00:00:00,3.1,444.28,13465.0,3687.0,0.0,17.0,3852.0
39770,2023-08-01 02:00:00,2024-07-17 00:00:00,3.1,441.46,12317.0,3683.0,0.0,0.0,3805.0
39771,2023-08-01 03:00:00,2024-07-17 00:00:00,3.1,435.83,11391.0,3679.0,0.0,0.0,3567.0
39772,2023-08-01 04:00:00,2024-07-17 00:00:00,3.1,434.72,10012.0,3682.0,0.0,0.0,3781.0
39773,2023-08-01 05:00:00,2024-07-17 00:00:00,3.1,424.62,8856.0,3693.0,0.0,0.0,3431.0
39774,2023-08-01 06:00:00,2024-07-17 00:00:00,3.1,411.58,8053.0,3694.0,0.0,0.0,2928.0
39775,2023-08-01 07:00:00,2024-07-17 00:00:00,3.1,403.08,7695.0,3694.0,0.0,0.0,2613.0
39776,2023-08-01 08:00:00,2024-07-17 00:00:00,3.1,399.78,7262.0,3694.0,0.0,0.0,2589.0
39777,2023-08-01 09:00:00,2024-07-17 00:00:00,3.1,399.62,7042.0,3694.0,0.0,0.0,2648.0
39778,2023-08-01 10:00:00,2024-07-17 00:00:00,3.1,401.71,7357.0,3695.0,0.0,0.0,2650.0
39779,2023-08-01 11:00:00,2024-07-17 00:00:00,3.1,405.7,8000.0,3697.0,0.0,0.0,2654.0
39780,2023-08-01 12:00:00,2024-07-17 00:00:00,3.1,400.44,8718.0,3697.0,0.0,212.0,2439.0
39781,2023-08-01 13:00:00,2024-07-17 00:00:00,3.1,379.88,9444.0,3699.0,0.0,1281.0,2342.0
39782,2023-08-01 14:00:00,2024-07-17 00:00:00,3.1,361.66,10224.0,3700.0,0.0,2550.0,2332.0
39783,2023-08-01 15:00:00,2024-07-17 00:00:00,3.1,358.99,11316.0,3698.0,0.0,3323.0,2475.0
39784,2023-08-01 16:00:00,2024-07-17 00:00:00,3.1,365.58,12320.0,3698.0,0.0,3654.0,2829.0
39785,2023-08-01 17:00:00,2024-07-17 00:00:00,3.1,371.81,12956.0,3697.0,0.0,3733.0,3105.0
39786,2023-08-01 18:00:00,2024-07-17 00:00:00,3.1,380.79,13474.0,3697.0,0.0,3598.0,3446.0
39787,2023-08-01 19:00:00,2024-07-17 00:00:00,3.1,383.84,14167.0,3692.0,0.0,3277.0,3097.0
39788,2023-08-01 20:00:00,2024-07-17 00:00:00,3.1,390.98,14450.0,3691.0,0.0,2882.0,3123.0
39789,2023-08-01 21:00:00,2024-07-17 00:00:00,3.1,414.32,14633.0,3690.0,0.0,1888.0,3761.0
39790,2023-08-01 22:00:00,2024-07-17 00:00:00,3.1,421.05,14515.0,3688.0,0.0,1396.0,3702.0
39791,2023-08-01 23:00:00,2024-07-17 00:00:00,3.1,429.59,13907.0,3689.0,0.0,909.0,3883.0
