Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,oil,solar,other
41232,2023-10-01 00:00:00,2024-07-17 00:00:00,3.1,462.51,13273.0,2836.0,0.0,9.0,3859.0
41233,2023-10-01 01:00:00,2024-07-17 00:00:00,3.1,463.72,12534.0,2833.0,0.0,0.0,4022.0
41234,2023-10-01 02:00:00,2024-07-17 00:00:00,3.1,460.29,11489.0,2833.0,0.0,0.0,3874.0
41235,2023-10-01 03:00:00,2024-07-17 00:00:00,3.1,456.57,10647.0,2835.0,0.0,0.0,3715.0
41236,2023-10-01 04:00:00,2024-07-17 00:00:00,3.1,451.4,9761.0,2835.0,0.0,0.0,3495.0
41237,2023-10-01 05:00:00,2024-07-17 00:00:00,3.1,442.54,9077.0,2837.0,0.0,0.0,3071.0
41238,2023-10-01 06:00:00,2024-07-17 00:00:00,3.1,438.73,8382.0,2837.0,0.0,0.0,2989.0
41239,2023-10-01 07:00:00,2024-07-17 00:00:00,3.1,433.68,7979.0,2836.0,0.0,0.0,2803.0
41240,2023-10-01 08:00:00,2024-07-17 00:00:00,3.1,431.41,7609.0,2837.0,0.0,0.0,2770.0
41241,2023-10-01 09:00:00,2024-07-17 00:00:00,3.1,429.9,7376.0,2837.0,0.0,0.0,2748.0
41242,2023-10-01 10:00:00,2024-07-17 00:00:00,3.1,429.53,7322.0,2840.0,0.0,0.0,2747.0
41243,2023-10-01 11:00:00,2024-07-17 00:00:00,3.1,430.62,7535.0,2839.0,0.0,0.0,2751.0
41244,2023-10-01 12:00:00,2024-07-17 00:00:00,3.1,431.82,7974.0,2839.0,0.0,26.0,2752.0
41245,2023-10-01 13:00:00,2024-07-17 00:00:00,3.1,417.03,8547.0,2841.0,0.0,714.0,2801.0
41246,2023-10-01 14:00:00,2024-07-17 00:00:00,3.1,392.45,9023.0,2840.0,0.0,1957.0,2862.0
41247,2023-10-01 15:00:00,2024-07-17 00:00:00,3.1,381.52,9735.0,2842.0,0.0,2758.0,2896.0
41248,2023-10-01 16:00:00,2024-07-17 00:00:00,3.1,386.79,11209.0,2841.0,0.0,2913.0,2885.0
41249,2023-10-01 17:00:00,2024-07-17 00:00:00,3.1,398.27,12253.0,2839.0,0.0,2879.0,3280.0
41250,2023-10-01 18:00:00,2024-07-17 00:00:00,3.1,403.35,12769.0,2843.0,0.0,3006.0,3652.0
41251,2023-10-01 19:00:00,2024-07-17 00:00:00,3.1,407.17,13414.0,2845.0,0.0,2991.0,3744.0
41252,2023-10-01 20:00:00,2024-07-17 00:00:00,3.1,413.35,13748.0,2845.0,0.0,2742.0,3831.0
41253,2023-10-01 21:00:00,2024-07-17 00:00:00,3.1,416.76,13739.0,2840.0,0.0,2315.0,3544.0
41254,2023-10-01 22:00:00,2024-07-17 00:00:00,3.1,433.1,13808.0,2841.0,0.0,1381.0,3547.0
41255,2023-10-01 23:00:00,2024-07-17 00:00:00,3.1,454.49,13639.0,2834.0,0.0,377.0,3764.0
