Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,geothermal,unknown
38064,2023-05-06 00:00:00,2024-07-17 00:00:00,3.1,310.56,49264.0,19109.0,0.0,1240.0,7761.0,0.0,48437.0,19941.0,108.0,1076.0
38065,2023-05-06 01:00:00,2024-07-17 00:00:00,3.1,310.63,46915.0,18781.0,0.0,1240.0,7650.0,0.0,45097.0,19911.0,108.0,1087.0
38066,2023-05-06 02:00:00,2024-07-17 00:00:00,3.1,315.18,45435.0,18763.0,0.0,1240.0,7686.0,0.0,40886.0,20018.0,108.0,1157.0
38067,2023-05-06 03:00:00,2024-07-17 00:00:00,3.1,322.02,45992.0,18164.0,0.0,1240.0,7756.0,72.0,38530.0,20145.0,108.0,1307.0
38068,2023-05-06 04:00:00,2024-07-17 00:00:00,3.1,322.23,47081.0,17085.0,0.0,1240.0,8040.0,3730.0,35505.0,20500.0,108.0,1356.0
38069,2023-05-06 05:00:00,2024-07-17 00:00:00,3.1,298.56,46266.0,16334.0,0.0,1240.0,7946.0,16166.0,32019.0,20885.0,108.0,1363.0
38070,2023-05-06 06:00:00,2024-07-17 00:00:00,3.1,262.65,43371.0,16096.0,0.0,1245.0,8119.0,33855.0,28112.0,20824.0,104.0,1368.0
38071,2023-05-06 07:00:00,2024-07-17 00:00:00,3.1,224.1,39822.0,14810.0,0.0,1263.0,8311.0,54566.0,24456.0,20601.0,104.0,1368.0
38072,2023-05-06 08:00:00,2024-07-17 00:00:00,3.1,184.08,36193.0,12058.0,0.0,1268.0,8298.0,76191.0,24791.0,20467.0,101.0,1368.0
38073,2023-05-06 09:00:00,2024-07-17 00:00:00,3.1,155.63,32622.0,10946.0,0.0,1268.0,8205.0,93414.0,25274.0,20317.0,100.0,1300.0
38074,2023-05-06 10:00:00,2024-07-17 00:00:00,3.1,141.38,30758.0,10092.0,0.0,1269.0,8254.0,102725.0,25655.0,20136.0,97.0,1169.0
38075,2023-05-06 11:00:00,2024-07-17 00:00:00,3.1,139.14,30564.0,9555.0,0.0,1268.0,8202.0,102430.0,27191.0,20069.0,96.0,1062.0
38076,2023-05-06 12:00:00,2024-07-17 00:00:00,3.1,140.39,30435.0,9643.0,0.0,1268.0,8318.0,97279.0,30072.0,19998.0,96.0,1055.0
38077,2023-05-06 13:00:00,2024-07-17 00:00:00,3.1,146.91,30472.0,10231.0,0.0,1268.0,8212.0,86413.0,33613.0,20031.0,94.0,1173.0
38078,2023-05-06 14:00:00,2024-07-17 00:00:00,3.1,168.06,33744.0,11092.0,0.0,1268.0,8339.0,69019.0,39456.0,20204.0,92.0,1292.0
38079,2023-05-06 15:00:00,2024-07-17 00:00:00,3.1,207.53,39890.0,11624.0,0.0,1268.0,8178.0,46789.0,43324.0,20473.0,92.0,1330.0
38080,2023-05-06 16:00:00,2024-07-17 00:00:00,3.1,252.36,46169.0,13623.0,0.0,1267.0,8055.0,25370.0,46997.0,21184.0,94.0,1336.0
38081,2023-05-06 17:00:00,2024-07-17 00:00:00,3.1,280.81,47858.0,16189.0,0.0,1264.0,7958.0,8876.0,50340.0,21502.0,96.0,1335.0
38082,2023-05-06 18:00:00,2024-07-17 00:00:00,3.1,297.88,49808.0,17445.0,0.0,1264.0,7959.0,904.0,52735.0,21497.0,99.0,1335.0
38083,2023-05-06 19:00:00,2024-07-17 00:00:00,3.1,292.91,50640.0,17745.0,0.0,1264.0,8015.0,1.0,57771.0,21311.0,102.0,1336.0
38084,2023-05-06 20:00:00,2024-07-17 00:00:00,3.1,296.61,50306.0,18760.0,0.0,1264.0,7937.0,0.0,55846.0,21067.0,104.0,1336.0
38085,2023-05-06 21:00:00,2024-07-17 00:00:00,3.1,290.8,48011.0,18995.0,0.0,1264.0,7863.0,0.0,55789.0,20686.0,108.0,1336.0
38086,2023-05-06 22:00:00,2024-07-17 00:00:00,3.1,278.67,44394.0,18659.0,0.0,1264.0,8057.0,0.0,56321.0,20304.0,108.0,1332.0
38087,2023-05-06 23:00:00,2024-07-17 00:00:00,3.1,265.92,41073.0,18613.0,0.0,1261.0,8585.0,0.0,56972.0,20147.0,108.0,1332.0
