UTC time,coal,nat_gas,oil,hydro,solar,other
2023-11-03 00:00:00,3878.653359413147,0.0,16.08151340484619,186.3448486328125,63.75865459442139,672.88525390625
2023-11-03 01:00:00,3888.8266797065735,0.0,16.040756702423096,93.17242431640624,64.3793272972107,687.442626953125
2023-11-03 02:00:00,3693.913339853287,0.0,15.520378351211548,46.586212158203125,65.18966364860535,697.7213134765625
2023-11-03 03:00:00,3403.456669926644,0.0,15.760189175605774,23.29310607910156,65.59483182430267,692.3606567382812
2023-11-03 04:00:00,3155.2283349633217,0.0,15.880094587802889,11.64655303955078,65.29741591215134,588.1803283691406
2023-11-03 05:00:00,3071.909444987774,0.0,15.46003152926763,3.8821843465169272,59.93247197071711,474.0601094563802
2023-11-03 06:00:00,3025.3864816625915,0.0,15.236677176422544,1.2940614488389757,59.56082399023904,339.6867031521267
2023-11-03 07:00:00,2953.837160554197,0.0,15.120559058807515,0.4313538162796586,59.31194133007968,244.56223438404223
2023-11-03 08:00:00,2911.1332201847326,0.0,15.061019686269171,0.1437846054265528,58.49981377669323,189.1874114613474
2023-11-03 09:00:00,2915.8048233949107,0.0,15.030756562089724,0.0479282018088509,59.36452125889775,166.0624704871158
2023-11-03 10:00:00,2957.148482798304,0.0,14.515460520696571,0.0159760672696169,59.05379875296592,181.3541568290386
2023-11-03 11:00:00,3049.489598432768,0.0,14.424424340232193,0.0053253557565389,59.65074541765531,228.4513856096796
2023-11-03 12:00:00,3192.883251560923,0.0,14.767776863410733,0.5017751185855129,58.36665472255177,280.15046186989315
2023-11-03 13:00:00,3285.3211098953075,0.0,14.90240999613691,76.5839250395285,57.69708803251726,306.71682062329774
2023-11-03 14:00:00,3217.453716319269,0.0,14.45737885287897,339.56964167984285,58.18646424000576,276.7389402077659
2023-11-03 15:00:00,3212.9912452835065,0.0,13.397414044709656,548.3773805599476,58.53920552791859,232.9963134025886
2023-11-03 16:00:00,3129.4170850163773,0.0,13.421615228444884,707.5528768533159,57.918260566597866,210.8737711341962
2023-11-03 17:00:00,3096.68236329973,0.0,12.951777016252462,804.2311672844386,57.67534955084512,195.0620903780654
2023-11-03 18:00:00,3111.499121913712,0.0,13.05621164213624,859.1004932614795,59.743081197937954,193.5727801260218
2023-11-03 19:00:00,3149.4688743781385,0.0,13.554880199071455,864.0452165038265,61.00667607314077,226.9669683753406
2023-11-03 20:00:00,3208.640874996164,0.0,13.61969822553684,868.8542648762755,62.71504986129432,326.04367695844684
2023-11-03 21:00:00,3257.62258343378,0.0,14.090601821435456,827.8710179795918,62.594762205555135,494.7085694028156
2023-11-03 22:00:00,3455.7453403621225,0.0,13.80555181360674,654.0834708369472,63.87646019441356,593.7498616759385
2023-11-03 23:00:00,3693.017353062805,0.0,13.989526207766374,358.92438936752404,64.13125646108544,648.5067898294795
