Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,solar,wind,biomass
39192,2023-06-22 00:00:00,248.6,338.0,91.0,22.0,3.0,914.0,331.0
39193,2023-06-22 01:00:00,249.98,355.0,91.0,22.0,3.0,945.0,328.0
39194,2023-06-22 02:00:00,243.55,314.0,91.0,22.0,7.0,888.0,331.0
39195,2023-06-22 03:00:00,260.01,323.0,90.0,21.0,72.0,740.0,334.0
39196,2023-06-22 04:00:00,278.98,347.0,94.0,21.0,238.0,535.0,333.0
39197,2023-06-22 05:00:00,254.57,351.0,99.0,22.0,539.0,449.0,332.0
39198,2023-06-22 06:00:00,198.44,306.0,97.0,22.0,1039.0,424.0,332.0
39199,2023-06-22 07:00:00,184.41,351.0,94.0,22.0,1493.0,398.0,331.0
39200,2023-06-22 08:00:00,162.79,330.0,83.0,20.0,1796.0,423.0,327.0
39201,2023-06-22 09:00:00,159.84,356.0,80.0,20.0,1992.0,438.0,324.0
39202,2023-06-22 10:00:00,151.14,325.0,79.0,20.0,2073.0,425.0,323.0
39203,2023-06-22 11:00:00,145.87,313.0,78.0,19.0,2112.0,459.0,327.0
39204,2023-06-22 12:00:00,150.62,336.0,81.0,20.0,2142.0,446.0,329.0
39205,2023-06-22 13:00:00,155.65,331.0,87.0,22.0,2027.0,416.0,331.0
39206,2023-06-22 14:00:00,169.76,335.0,90.0,22.0,1754.0,369.0,335.0
39207,2023-06-22 15:00:00,214.26,414.0,135.0,26.0,1396.0,336.0,334.0
39208,2023-06-22 16:00:00,254.99,429.0,112.0,23.0,872.0,354.0,333.0
39209,2023-06-22 17:00:00,280.2,357.0,114.0,24.0,429.0,400.0,337.0
39210,2023-06-22 18:00:00,306.29,348.0,118.0,24.0,203.0,446.0,314.0
39211,2023-06-22 19:00:00,309.58,330.0,108.0,24.0,47.0,537.0,293.0
39212,2023-06-22 20:00:00,310.37,355.0,113.0,24.0,5.0,616.0,294.0
39213,2023-06-22 21:00:00,275.99,328.0,90.0,21.0,3.0,721.0,300.0
39214,2023-06-22 22:00:00,251.33,298.0,88.0,21.0,3.0,796.0,324.0
39215,2023-06-22 23:00:00,236.21,307.0,87.0,21.0,3.0,921.0,322.0
