Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,solar,wind,biomass
41904,2023-10-13 00:00:00,278.29,267.0,192.0,53.0,0.0,749.0,99.0
41905,2023-10-13 01:00:00,203.88,259.0,180.0,51.0,0.0,1225.0,94.0
41906,2023-10-13 02:00:00,167.19,256.0,176.0,51.0,0.0,1628.0,91.0
41907,2023-10-13 03:00:00,149.8,250.0,173.0,50.0,0.0,1864.0,91.0
41908,2023-10-13 04:00:00,149.76,292.0,290.0,58.0,0.0,2385.0,94.0
41909,2023-10-13 05:00:00,94.13,215.0,155.0,43.0,0.0,3042.0,85.0
41910,2023-10-13 06:00:00,82.14,208.0,139.0,42.0,33.0,3443.0,82.0
41911,2023-10-13 07:00:00,82.95,193.0,140.0,91.0,110.0,3600.0,84.0
41912,2023-10-13 08:00:00,94.94,197.0,136.0,200.0,160.0,3704.0,84.0
41913,2023-10-13 09:00:00,96.57,204.0,130.0,247.0,166.0,3951.0,84.0
41914,2023-10-13 10:00:00,60.91,175.0,115.0,34.0,163.0,4271.0,80.0
41915,2023-10-13 11:00:00,46.32,132.0,91.0,18.0,162.0,4742.0,78.0
41916,2023-10-13 12:00:00,40.34,107.0,88.0,20.0,156.0,5149.0,80.0
41917,2023-10-13 13:00:00,40.67,109.0,94.0,21.0,144.0,5255.0,81.0
41918,2023-10-13 14:00:00,41.4,114.0,98.0,22.0,98.0,5333.0,83.0
41919,2023-10-13 15:00:00,48.03,131.0,107.0,26.0,49.0,4840.0,84.0
41920,2023-10-13 16:00:00,51.94,135.0,109.0,26.0,3.0,4444.0,84.0
41921,2023-10-13 17:00:00,54.55,135.0,108.0,27.0,0.0,4160.0,84.0
41922,2023-10-13 18:00:00,54.49,136.0,110.0,27.0,0.0,4208.0,85.0
41923,2023-10-13 19:00:00,50.84,123.0,102.0,24.0,0.0,4233.0,83.0
41924,2023-10-13 20:00:00,54.04,120.0,101.0,24.0,0.0,3830.0,83.0
41925,2023-10-13 21:00:00,56.66,115.0,98.0,23.0,0.0,3467.0,83.0
41926,2023-10-13 22:00:00,58.28,106.0,92.0,21.0,0.0,3025.0,59.0
41927,2023-10-13 23:00:00,64.39,105.0,91.0,21.0,0.0,2603.0,52.0
