UTC time,coal,nat_gas,oil,solar,wind,biomass
2023-11-07 00:00:00,270.0,149.0,41.0,8.0,2001.0,347.0
2023-11-07 01:00:00,287.0,159.0,41.0,8.0,2062.0,301.0
2023-11-07 02:00:00,290.0,159.0,34.0,8.0,2033.0,290.0
2023-11-07 03:00:00,314.0,169.0,38.0,8.0,1990.0,292.0
2023-11-07 04:00:00,359.0,196.0,40.0,8.0,2074.0,324.0
2023-11-07 05:00:00,453.0,260.0,47.0,8.0,2212.0,394.0
2023-11-07 06:00:00,525.0,286.0,49.0,12.0,2254.0,450.0
2023-11-07 07:00:00,515.0,279.0,47.0,108.0,2226.0,421.0
2023-11-07 08:00:00,510.0,269.0,46.0,304.0,2021.0,409.0
2023-11-07 09:00:00,501.0,241.0,45.0,430.0,1948.0,398.0
2023-11-07 10:00:00,495.0,234.0,43.0,552.0,1921.0,444.0
2023-11-07 11:00:00,497.0,266.0,44.0,489.0,2040.0,406.0
2023-11-07 12:00:00,504.0,269.0,45.0,403.0,2337.0,356.0
2023-11-07 13:00:00,504.0,300.0,45.0,286.0,2465.0,342.0
2023-11-07 14:00:00,504.0,336.0,47.0,80.0,2424.0,407.0
2023-11-07 15:00:00,523.0,354.0,49.0,7.0,2439.0,377.0
2023-11-07 16:00:00,538.0,367.0,51.0,0.0,2578.0,403.0
2023-11-07 17:00:00,537.0,352.0,56.0,0.0,2569.0,334.0
2023-11-07 18:00:00,484.0,359.0,55.0,0.0,2284.0,367.0
2023-11-07 19:00:00,414.0,346.0,54.0,0.0,2145.0,431.0
2023-11-07 20:00:00,412.0,302.0,54.0,0.0,2149.0,341.0
2023-11-07 21:00:00,403.0,283.0,53.0,0.0,2270.0,327.0
2023-11-07 22:00:00,369.0,232.0,48.0,0.0,2397.0,279.0
2023-11-07 23:00:00,364.0,235.0,44.0,0.0,2330.0,348.0
