UTC time,coal,nat_gas,oil,solar,wind,biomass
2023-05-19 00:00:00,160.0,188.0,31.0,0.0,97.0,540.0
2023-05-19 01:00:00,162.0,219.0,32.0,0.0,92.0,589.0
2023-05-19 02:00:00,178.0,234.0,35.0,0.0,85.0,648.0
2023-05-19 03:00:00,190.0,253.0,37.0,39.0,92.0,681.0
2023-05-19 04:00:00,182.0,211.0,36.0,196.0,112.0,647.0
2023-05-19 05:00:00,178.0,209.0,35.0,516.0,100.0,635.0
2023-05-19 06:00:00,179.0,190.0,35.0,940.0,71.0,672.0
2023-05-19 07:00:00,176.0,170.0,34.0,1394.0,79.0,598.0
2023-05-19 08:00:00,168.0,162.0,33.0,1743.0,102.0,602.0
2023-05-19 09:00:00,167.0,159.0,33.0,1947.0,140.0,476.0
2023-05-19 10:00:00,166.0,158.0,32.0,2042.0,199.0,444.0
2023-05-19 11:00:00,165.0,159.0,32.0,2057.0,253.0,440.0
2023-05-19 12:00:00,158.0,155.0,31.0,1977.0,366.0,448.0
2023-05-19 13:00:00,162.0,157.0,32.0,1852.0,474.0,451.0
2023-05-19 14:00:00,163.0,159.0,32.0,1610.0,561.0,459.0
2023-05-19 15:00:00,158.0,157.0,33.0,1233.0,633.0,632.0
2023-05-19 16:00:00,159.0,161.0,38.0,778.0,754.0,708.0
2023-05-19 17:00:00,163.0,185.0,39.0,342.0,833.0,687.0
2023-05-19 18:00:00,161.0,201.0,39.0,102.0,899.0,624.0
2023-05-19 19:00:00,160.0,201.0,39.0,11.0,1003.0,621.0
2023-05-19 20:00:00,140.0,181.0,35.0,0.0,855.0,643.0
2023-05-19 21:00:00,133.0,187.0,33.0,0.0,698.0,569.0
2023-05-19 22:00:00,125.0,164.0,32.0,0.0,495.0,619.0
2023-05-19 23:00:00,104.0,150.0,28.0,0.0,509.0,549.0
