Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind,other
40560,2023-08-18 00:00:00,2024-07-17 00:00:00,3.1,311.06,458.0,2064.0,255.0,840.0,131.0,205.0
40561,2023-08-18 01:00:00,2024-07-17 00:00:00,3.1,352.16,614.0,2085.0,245.0,668.0,29.0,198.0
40562,2023-08-18 02:00:00,2024-07-17 00:00:00,3.1,405.82,739.0,2162.0,254.0,262.0,24.0,206.0
40563,2023-08-18 03:00:00,2024-07-17 00:00:00,3.1,448.64,851.0,2232.0,246.0,10.0,11.0,240.0
40564,2023-08-18 04:00:00,2024-07-17 00:00:00,3.1,439.9,702.0,2043.0,247.0,0.0,12.0,237.0
40565,2023-08-18 05:00:00,2024-07-17 00:00:00,3.1,416.63,517.0,1814.0,296.0,0.0,16.0,234.0
40566,2023-08-18 06:00:00,2024-07-17 00:00:00,3.1,406.32,434.0,1653.0,294.0,0.0,29.0,224.0
40567,2023-08-18 07:00:00,2024-07-17 00:00:00,3.1,460.37,483.0,1394.0,61.0,0.0,33.0,214.0
40568,2023-08-18 08:00:00,2024-07-17 00:00:00,3.1,461.58,421.0,1361.0,0.0,0.0,53.0,207.0
40569,2023-08-18 09:00:00,2024-07-17 00:00:00,3.1,464.01,405.0,1322.0,0.0,0.0,40.0,207.0
40570,2023-08-18 10:00:00,2024-07-17 00:00:00,3.1,464.15,398.0,1259.0,0.0,0.0,37.0,162.0
40571,2023-08-18 11:00:00,2024-07-17 00:00:00,3.1,465.36,395.0,1186.0,0.0,0.0,41.0,144.0
40572,2023-08-18 12:00:00,2024-07-17 00:00:00,3.1,471.11,389.0,1146.0,0.0,0.0,25.0,147.0
40573,2023-08-18 13:00:00,2024-07-17 00:00:00,3.1,465.75,391.0,1295.0,0.0,1.0,26.0,197.0
40574,2023-08-18 14:00:00,2024-07-17 00:00:00,3.1,450.56,392.0,1340.0,0.0,37.0,44.0,186.0
40575,2023-08-18 15:00:00,2024-07-17 00:00:00,3.1,378.86,391.0,1360.0,0.0,373.0,60.0,138.0
40576,2023-08-18 16:00:00,2024-07-17 00:00:00,3.1,327.63,396.0,1231.0,0.0,691.0,98.0,142.0
40577,2023-08-18 17:00:00,2024-07-17 00:00:00,3.1,303.17,394.0,1009.0,0.0,796.0,160.0,156.0
40578,2023-08-18 18:00:00,2024-07-17 00:00:00,3.1,293.04,403.0,1001.0,38.0,831.0,191.0,161.0
40579,2023-08-18 19:00:00,2024-07-17 00:00:00,3.1,325.67,505.0,1006.0,61.0,693.0,195.0,181.0
40580,2023-08-18 20:00:00,2024-07-17 00:00:00,3.1,304.78,439.0,1116.0,60.0,839.0,164.0,190.0
40581,2023-08-18 21:00:00,2024-07-17 00:00:00,3.1,324.05,597.0,1093.0,60.0,894.0,149.0,187.0
40582,2023-08-18 22:00:00,2024-07-17 00:00:00,3.1,302.29,583.0,1264.0,210.0,921.0,200.0,183.0
40583,2023-08-18 23:00:00,2024-07-17 00:00:00,3.1,316.71,619.0,1326.0,247.0,887.0,139.0,225.0
