Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind,other
40728,2023-08-25 00:00:00,2024-07-17 00:00:00,3.1,326.37,493.0,1483.0,257.0,698.0,43.0,190.0
40729,2023-08-25 01:00:00,2024-07-17 00:00:00,3.1,337.75,450.0,1626.0,236.0,573.0,43.0,191.0
40730,2023-08-25 02:00:00,2024-07-17 00:00:00,3.1,365.35,495.0,1661.0,469.0,194.0,3.0,192.0
40731,2023-08-25 03:00:00,2024-07-17 00:00:00,3.1,388.05,516.0,1673.0,497.0,4.0,2.0,179.0
40732,2023-08-25 04:00:00,2024-07-17 00:00:00,3.1,377.33,445.0,1674.0,498.0,0.0,13.0,176.0
40733,2023-08-25 05:00:00,2024-07-17 00:00:00,3.1,372.2,411.0,1592.0,497.0,0.0,9.0,160.0
40734,2023-08-25 06:00:00,2024-07-17 00:00:00,3.1,375.02,395.0,1567.0,459.0,0.0,14.0,166.0
40735,2023-08-25 07:00:00,2024-07-17 00:00:00,3.1,411.65,384.0,1544.0,229.0,0.0,4.0,162.0
40736,2023-08-25 08:00:00,2024-07-17 00:00:00,3.1,451.69,382.0,1546.0,26.0,0.0,1.0,168.0
40737,2023-08-25 09:00:00,2024-07-17 00:00:00,3.1,456.4,376.0,1549.0,0.0,0.0,0.0,166.0
40738,2023-08-25 10:00:00,2024-07-17 00:00:00,3.1,456.38,371.0,1517.0,0.0,0.0,1.0,159.0
40739,2023-08-25 11:00:00,2024-07-17 00:00:00,3.1,457.96,369.0,1476.0,0.0,0.0,0.0,157.0
40740,2023-08-25 12:00:00,2024-07-17 00:00:00,3.1,456.46,363.0,1483.0,0.0,0.0,1.0,156.0
40741,2023-08-25 13:00:00,2024-07-17 00:00:00,3.1,451.39,366.0,1598.0,0.0,0.0,7.0,164.0
40742,2023-08-25 14:00:00,2024-07-17 00:00:00,3.1,445.56,383.0,1592.0,0.0,32.0,11.0,147.0
40743,2023-08-25 15:00:00,2024-07-17 00:00:00,3.1,386.54,381.0,1210.0,0.0,383.0,6.0,149.0
40744,2023-08-25 16:00:00,2024-07-17 00:00:00,3.1,321.88,387.0,943.0,0.0,789.0,3.0,158.0
40745,2023-08-25 17:00:00,2024-07-17 00:00:00,3.1,295.82,381.0,830.0,0.0,952.0,5.0,160.0
40746,2023-08-25 18:00:00,2024-07-17 00:00:00,3.1,287.09,388.0,829.0,5.0,1031.0,9.0,166.0
40747,2023-08-25 19:00:00,2024-07-17 00:00:00,3.1,283.28,389.0,828.0,16.0,1060.0,2.0,165.0
40748,2023-08-25 20:00:00,2024-07-17 00:00:00,3.1,290.32,397.0,944.0,16.0,1055.0,1.0,174.0
40749,2023-08-25 21:00:00,2024-07-17 00:00:00,3.1,307.61,401.0,1130.0,16.0,956.0,6.0,183.0
40750,2023-08-25 22:00:00,2024-07-17 00:00:00,3.1,311.51,404.0,1216.0,16.0,939.0,14.0,188.0
40751,2023-08-25 23:00:00,2024-07-17 00:00:00,3.1,293.69,405.0,1242.0,188.0,933.0,22.0,185.0
