Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
43488,2023-12-18 00:00:00,376.53,2984.0,282.0,3473.0,6.0,286.0,0.0,153.0,306.0,342.0
43489,2023-12-18 01:00:00,378.91,3030.0,287.0,3472.0,5.0,284.0,0.0,164.0,299.0,342.0
43490,2023-12-18 02:00:00,382.63,3106.0,283.0,3472.0,7.0,282.0,0.0,175.0,305.0,343.0
43491,2023-12-18 03:00:00,391.06,3249.0,289.0,3471.0,6.0,265.0,0.0,178.0,305.0,343.0
43492,2023-12-18 04:00:00,396.9,3346.0,300.0,3469.0,5.0,271.0,0.0,171.0,292.0,350.0
43493,2023-12-18 05:00:00,408.33,3658.0,327.0,3470.0,12.0,386.0,0.0,171.0,307.0,380.0
43494,2023-12-18 06:00:00,415.72,3895.0,340.0,3469.0,20.0,474.0,25.0,149.0,308.0,381.0
43495,2023-12-18 07:00:00,407.7,4015.0,338.0,3468.0,9.0,624.0,221.0,129.0,307.0,384.0
43496,2023-12-18 08:00:00,394.78,3966.0,332.0,3469.0,3.0,547.0,589.0,125.0,306.0,381.0
43497,2023-12-18 09:00:00,377.15,3915.0,325.0,3471.0,11.0,546.0,1051.0,113.0,302.0,377.0
43498,2023-12-18 10:00:00,369.81,3919.0,322.0,3469.0,4.0,499.0,1334.0,107.0,308.0,377.0
43499,2023-12-18 11:00:00,372.49,3927.0,318.0,3466.0,4.0,417.0,1334.0,115.0,310.0,371.0
43500,2023-12-18 12:00:00,379.99,3867.0,316.0,3465.0,6.0,398.0,1046.0,113.0,312.0,368.0
43501,2023-12-18 13:00:00,400.81,3951.0,315.0,3462.0,8.0,410.0,562.0,112.0,311.0,371.0
43502,2023-12-18 14:00:00,416.28,4002.0,318.0,3456.0,9.0,501.0,117.0,129.0,311.0,374.0
43503,2023-12-18 15:00:00,417.05,4010.0,324.0,3455.0,17.0,575.0,13.0,152.0,309.0,376.0
43504,2023-12-18 16:00:00,414.52,4001.0,329.0,3455.0,6.0,642.0,0.0,148.0,306.0,382.0
43505,2023-12-18 17:00:00,413.64,3998.0,331.0,3456.0,7.0,643.0,0.0,166.0,304.0,383.0
43506,2023-12-18 18:00:00,417.05,4038.0,332.0,3459.0,8.0,584.0,0.0,183.0,306.0,385.0
43507,2023-12-18 19:00:00,422.85,4012.0,329.0,3456.0,7.0,424.0,0.0,183.0,305.0,383.0
43508,2023-12-18 20:00:00,423.61,3948.0,318.0,3456.0,9.0,351.0,0.0,170.0,305.0,376.0
43509,2023-12-18 21:00:00,413.54,3714.0,299.0,3460.0,5.0,304.0,0.0,172.0,304.0,346.0
43510,2023-12-18 22:00:00,396.01,3349.0,279.0,3464.0,7.0,265.0,0.0,188.0,304.0,341.0
43511,2023-12-18 23:00:00,390.76,3272.0,278.0,3465.0,8.0,274.0,0.0,203.0,301.0,337.0
