Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,hydro,solar,wind,other
40872,2023-08-31 00:00:00,2024-07-17 00:00:00,3.1,52.57,582.0,1135.0,8237.0,80.0,2363.0,194.0
40873,2023-08-31 01:00:00,2024-07-17 00:00:00,3.1,53.1,582.0,1136.0,8532.0,83.0,2198.0,207.0
40874,2023-08-31 02:00:00,2024-07-17 00:00:00,3.1,53.34,583.0,1136.0,8462.0,44.0,2224.0,209.0
40875,2023-08-31 03:00:00,2024-07-17 00:00:00,3.1,56.2,626.0,1138.0,8368.0,20.0,1935.0,211.0
40876,2023-08-31 04:00:00,2024-07-17 00:00:00,3.1,59.85,725.0,1140.0,8561.0,28.0,1740.0,211.0
40877,2023-08-31 05:00:00,2024-07-17 00:00:00,3.1,56.45,590.0,1141.0,8240.0,0.0,1602.0,210.0
40878,2023-08-31 06:00:00,2024-07-17 00:00:00,3.1,62.65,578.0,1141.0,6763.0,0.0,1083.0,201.0
40879,2023-08-31 07:00:00,2024-07-17 00:00:00,3.1,66.61,580.0,1142.0,6175.0,0.0,852.0,201.0
40880,2023-08-31 08:00:00,2024-07-17 00:00:00,3.1,73.99,579.0,1143.0,4745.0,0.0,911.0,199.0
40881,2023-08-31 09:00:00,2024-07-17 00:00:00,3.1,73.96,577.0,1145.0,4810.0,13.0,842.0,199.0
40882,2023-08-31 10:00:00,2024-07-17 00:00:00,3.1,77.16,580.0,1145.0,4569.0,0.0,722.0,202.0
40883,2023-08-31 11:00:00,2024-07-17 00:00:00,3.1,78.86,580.0,1144.0,4476.0,0.0,599.0,200.0
40884,2023-08-31 12:00:00,2024-07-17 00:00:00,3.1,79.26,579.0,1143.0,4485.0,0.0,546.0,200.0
40885,2023-08-31 13:00:00,2024-07-17 00:00:00,3.1,80.05,582.0,1145.0,4650.0,0.0,384.0,204.0
40886,2023-08-31 14:00:00,2024-07-17 00:00:00,3.1,70.35,628.0,1143.0,6673.0,5.0,289.0,206.0
40887,2023-08-31 15:00:00,2024-07-17 00:00:00,3.1,69.59,631.0,1144.0,6945.0,37.0,200.0,206.0
40888,2023-08-31 16:00:00,2024-07-17 00:00:00,3.1,66.27,630.0,1140.0,7252.0,80.0,221.0,182.0
40889,2023-08-31 17:00:00,2024-07-17 00:00:00,3.1,66.12,630.0,1139.0,7460.0,87.0,316.0,202.0
40890,2023-08-31 18:00:00,2024-07-17 00:00:00,3.1,66.27,628.0,1139.0,7649.0,79.0,246.0,212.0
40891,2023-08-31 19:00:00,2024-07-17 00:00:00,3.1,65.71,631.0,1138.0,7984.0,78.0,118.0,212.0
40892,2023-08-31 20:00:00,2024-07-17 00:00:00,3.1,65.0,626.0,1138.0,8029.0,68.0,99.0,205.0
40893,2023-08-31 21:00:00,2024-07-17 00:00:00,3.1,65.25,629.0,1138.0,8120.0,71.0,88.0,212.0
40894,2023-08-31 22:00:00,2024-07-17 00:00:00,3.1,64.61,626.0,1136.0,8247.0,58.0,37.0,207.0
40895,2023-08-31 23:00:00,2024-07-17 00:00:00,3.1,64.74,628.0,1140.0,8308.0,63.0,23.0,211.0
