,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,hydro,solar,wind,other
0,2023-09-06 00:00:00,2023-09-08 18:25:38,3.0,85.9,998.0,1140.0,6091.0,128.0,583.0,174.0
1,2023-09-06 01:00:00,2023-09-08 18:25:38,3.0,84.55,1003.0,1140.0,6281.0,87.0,643.0,174.0
2,2023-09-06 02:00:00,2023-09-08 18:25:38,3.0,81.38,998.0,1141.0,6794.0,73.0,701.0,183.0
3,2023-09-06 03:00:00,2023-09-08 18:25:38,3.0,79.83,914.0,1139.0,6437.0,28.0,873.0,198.0
4,2023-09-06 04:00:00,2023-09-08 18:25:38,3.0,79.06,852.0,1141.0,5791.0,19.0,1096.0,194.0
5,2023-09-06 05:00:00,2023-09-08 18:25:38,3.0,82.94,847.0,1142.0,5101.0,0.0,1160.0,195.0
6,2023-09-06 06:00:00,2023-09-08 18:25:38,3.0,74.69,709.0,1142.0,5194.0,0.0,1152.0,182.0
7,2023-09-06 07:00:00,2023-09-08 18:25:38,3.0,72.22,588.0,1145.0,4854.0,10.0,935.0,183.0
8,2023-09-06 08:00:00,2023-09-08 18:25:38,3.0,77.87,578.0,1147.0,4162.0,0.0,810.0,186.0
9,2023-09-06 09:00:00,2023-09-08 18:25:38,3.0,80.65,580.0,1148.0,3940.0,0.0,718.0,185.0
10,2023-09-06 10:00:00,2023-09-08 18:25:38,3.0,81.26,578.0,1150.0,3802.0,0.0,733.0,182.0
11,2023-09-06 11:00:00,2023-09-08 18:25:38,3.0,80.96,582.0,1149.0,3773.0,0.0,862.0,188.0
12,2023-09-06 12:00:00,2023-09-08 18:25:38,3.0,78.44,586.0,1150.0,4084.0,0.0,861.0,186.0
13,2023-09-06 13:00:00,2023-09-08 18:25:38,3.0,79.94,654.0,1150.0,4496.0,0.0,844.0,193.0
14,2023-09-06 14:00:00,2023-09-08 18:25:38,3.0,84.01,876.0,1152.0,5622.0,1.0,792.0,199.0
15,2023-09-06 15:00:00,2023-09-08 18:25:38,3.0,84.64,889.0,1152.0,5586.0,47.0,770.0,196.0
16,2023-09-06 16:00:00,2023-09-08 18:25:38,3.0,88.97,908.0,1150.0,5090.0,112.0,680.0,185.0
17,2023-09-06 17:00:00,2023-09-08 18:25:38,3.0,91.45,904.0,1147.0,4760.0,125.0,629.0,178.0
18,2023-09-06 18:00:00,2023-09-08 18:25:38,3.0,90.12,901.0,1144.0,4906.0,129.0,700.0,188.0
19,2023-09-06 19:00:00,2023-09-08 18:25:38,3.0,90.84,901.0,1144.0,4575.0,126.0,831.0,178.0
20,2023-09-06 20:00:00,2023-09-08 18:25:38,3.0,91.95,896.0,1141.0,4608.0,117.0,763.0,189.0
21,2023-09-06 21:00:00,2023-09-08 18:25:38,3.0,90.79,891.0,1140.0,4538.0,120.0,915.0,190.0
22,2023-09-06 22:00:00,2023-09-08 18:25:38,3.0,87.57,887.0,1139.0,4633.0,111.0,1197.0,196.0
23,2023-09-06 23:00:00,2023-09-08 18:25:38,3.0,78.73,865.0,1140.0,5415.0,101.0,1511.0,197.0
