Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,hydro,solar,wind,other
37560,2023-04-15 00:00:00,2024-07-17 00:00:00,3.1,70.22,868.0,1069.0,3802.0,127.0,9.0,181.0
37561,2023-04-15 01:00:00,2024-07-17 00:00:00,3.1,72.48,869.0,1071.0,3675.0,114.0,4.0,187.0
37562,2023-04-15 02:00:00,2024-07-17 00:00:00,3.1,67.15,867.0,1069.0,4158.0,79.0,3.0,185.0
37563,2023-04-15 03:00:00,2024-07-17 00:00:00,3.1,64.86,867.0,1069.0,4360.0,33.0,48.0,182.0
37564,2023-04-15 04:00:00,2024-07-17 00:00:00,3.1,69.37,869.0,1069.0,3850.0,29.0,152.0,183.0
37565,2023-04-15 05:00:00,2024-07-17 00:00:00,3.1,72.71,869.0,1070.0,3538.0,26.0,197.0,185.0
37566,2023-04-15 06:00:00,2024-07-17 00:00:00,3.1,72.31,870.0,1070.0,3581.0,1.0,174.0,179.0
37567,2023-04-15 07:00:00,2024-07-17 00:00:00,3.1,74.0,872.0,1070.0,3583.0,0.0,94.0,186.0
37568,2023-04-15 08:00:00,2024-07-17 00:00:00,3.1,75.81,872.0,1071.0,3463.0,0.0,81.0,187.0
37569,2023-04-15 09:00:00,2024-07-17 00:00:00,3.1,75.61,873.0,1072.0,3495.0,0.0,67.0,187.0
37570,2023-04-15 10:00:00,2024-07-17 00:00:00,3.1,74.94,873.0,1072.0,3585.0,0.0,35.0,188.0
37571,2023-04-15 11:00:00,2024-07-17 00:00:00,3.1,74.39,876.0,1071.0,3631.0,0.0,44.0,188.0
37572,2023-04-15 12:00:00,2024-07-17 00:00:00,3.1,74.3,874.0,1072.0,3627.0,0.0,46.0,188.0
37573,2023-04-15 13:00:00,2024-07-17 00:00:00,3.1,64.71,876.0,1072.0,4573.0,0.0,33.0,196.0
37574,2023-04-15 14:00:00,2024-07-17 00:00:00,3.1,68.22,876.0,1072.0,4275.0,4.0,17.0,201.0
37575,2023-04-15 15:00:00,2024-07-17 00:00:00,3.1,67.91,879.0,1072.0,4249.0,59.0,16.0,199.0
37576,2023-04-15 16:00:00,2024-07-17 00:00:00,3.1,71.81,903.0,1070.0,3966.0,111.0,4.0,200.0
37577,2023-04-15 17:00:00,2024-07-17 00:00:00,3.1,65.76,877.0,1069.0,4388.0,125.0,1.0,197.0
37578,2023-04-15 18:00:00,2024-07-17 00:00:00,3.1,66.02,875.0,1067.0,4372.0,131.0,1.0,200.0
37579,2023-04-15 19:00:00,2024-07-17 00:00:00,3.1,69.51,873.0,1066.0,3981.0,133.0,12.0,195.0
37580,2023-04-15 20:00:00,2024-07-17 00:00:00,3.1,70.0,873.0,1064.0,3951.0,114.0,34.0,197.0
37581,2023-04-15 21:00:00,2024-07-17 00:00:00,3.1,70.53,872.0,1064.0,3892.0,102.0,46.0,196.0
37582,2023-04-15 22:00:00,2024-07-17 00:00:00,3.1,70.83,870.0,1063.0,3887.0,83.0,44.0,197.0
37583,2023-04-15 23:00:00,2024-07-17 00:00:00,3.1,72.0,870.0,1063.0,3762.0,84.0,61.0,196.0
