Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,hydro,solar,wind,other
39048,2023-06-16 00:00:00,2024-07-17 00:00:00,3.1,20.98,250.0,0.0,8271.0,122.0,201.0,168.0
39049,2023-06-16 01:00:00,2024-07-17 00:00:00,3.1,20.19,250.0,0.0,8771.0,121.0,219.0,174.0
39050,2023-06-16 02:00:00,2024-07-17 00:00:00,3.1,19.29,249.0,0.0,8986.0,111.0,270.0,168.0
39051,2023-06-16 03:00:00,2024-07-17 00:00:00,3.1,19.61,250.0,0.0,8732.0,64.0,345.0,165.0
39052,2023-06-16 04:00:00,2024-07-17 00:00:00,3.1,20.05,252.0,0.0,8564.0,33.0,426.0,167.0
39053,2023-06-16 05:00:00,2024-07-17 00:00:00,3.1,21.0,255.0,0.0,8217.0,18.0,539.0,172.0
39054,2023-06-16 06:00:00,2024-07-17 00:00:00,3.1,24.2,257.0,0.0,6716.0,1.0,619.0,161.0
39055,2023-06-16 07:00:00,2024-07-17 00:00:00,3.1,27.68,258.0,0.0,5712.0,0.0,661.0,161.0
39056,2023-06-16 08:00:00,2024-07-17 00:00:00,3.1,28.96,258.0,0.0,5498.0,0.0,595.0,162.0
39057,2023-06-16 09:00:00,2024-07-17 00:00:00,3.1,30.57,261.0,0.0,5261.0,0.0,540.0,163.0
39058,2023-06-16 10:00:00,2024-07-17 00:00:00,3.1,31.54,261.0,0.0,5175.0,0.0,452.0,164.0
39059,2023-06-16 11:00:00,2024-07-17 00:00:00,3.1,31.94,262.0,0.0,5149.0,0.0,446.0,166.0
39060,2023-06-16 12:00:00,2024-07-17 00:00:00,3.1,30.96,262.0,0.0,5286.0,0.0,395.0,160.0
39061,2023-06-16 13:00:00,2024-07-17 00:00:00,3.1,27.8,262.0,0.0,5793.0,4.0,301.0,146.0
39062,2023-06-16 14:00:00,2024-07-17 00:00:00,3.1,24.22,261.0,0.0,6805.0,46.0,264.0,149.0
39063,2023-06-16 15:00:00,2024-07-17 00:00:00,3.1,23.35,261.0,0.0,6986.0,115.0,248.0,147.0
39064,2023-06-16 16:00:00,2024-07-17 00:00:00,3.1,23.09,259.0,0.0,7086.0,132.0,284.0,151.0
39065,2023-06-16 17:00:00,2024-07-17 00:00:00,3.1,23.1,257.0,0.0,7115.0,133.0,268.0,153.0
39066,2023-06-16 18:00:00,2024-07-17 00:00:00,3.1,23.28,256.0,0.0,7005.0,134.0,229.0,150.0
39067,2023-06-16 19:00:00,2024-07-17 00:00:00,3.1,22.6,252.0,0.0,6959.0,133.0,302.0,144.0
39068,2023-06-16 20:00:00,2024-07-17 00:00:00,3.1,21.74,250.0,0.0,7312.0,132.0,354.0,149.0
39069,2023-06-16 21:00:00,2024-07-17 00:00:00,3.1,21.38,250.0,0.0,7384.0,130.0,471.0,151.0
39070,2023-06-16 22:00:00,2024-07-17 00:00:00,3.1,20.34,248.0,0.0,7419.0,128.0,698.0,146.0
39071,2023-06-16 23:00:00,2024-07-17 00:00:00,3.1,19.53,247.0,0.0,7445.0,120.0,1077.0,148.0
