UTC time,nat_gas,nuclear,hydro,solar,wind,other
2023-06-16 00:00:00,250.0,0.0,8271.0,122.0,201.0,168.0
2023-06-16 01:00:00,250.0,0.0,8771.0,121.0,219.0,174.0
2023-06-16 02:00:00,249.0,0.0,8986.0,111.0,270.0,168.0
2023-06-16 03:00:00,250.0,0.0,8732.0,64.0,345.0,165.0
2023-06-16 04:00:00,252.0,0.0,8564.0,33.0,426.0,167.0
2023-06-16 05:00:00,255.0,0.0,8217.0,18.0,539.0,172.0
2023-06-16 06:00:00,257.0,0.0,6716.0,1.0,619.0,161.0
2023-06-16 07:00:00,258.0,0.0,5712.0,0.0,661.0,161.0
2023-06-16 08:00:00,258.0,0.0,5498.0,0.0,595.0,162.0
2023-06-16 09:00:00,261.0,0.0,5261.0,0.0,540.0,163.0
2023-06-16 10:00:00,261.0,0.0,5175.0,0.0,452.0,164.0
2023-06-16 11:00:00,262.0,0.0,5149.0,0.0,446.0,166.0
2023-06-16 12:00:00,262.0,0.0,5286.0,0.0,395.0,160.0
2023-06-16 13:00:00,262.0,0.0,5793.0,4.0,301.0,146.0
2023-06-16 14:00:00,261.0,0.0,6805.0,46.0,264.0,149.0
2023-06-16 15:00:00,261.0,0.0,6986.0,115.0,248.0,147.0
2023-06-16 16:00:00,259.0,0.0,7086.0,132.0,284.0,151.0
2023-06-16 17:00:00,257.0,0.0,7115.0,133.0,268.0,153.0
2023-06-16 18:00:00,256.0,0.0,7005.0,134.0,229.0,150.0
2023-06-16 19:00:00,252.0,0.0,6959.0,133.0,302.0,144.0
2023-06-16 20:00:00,250.0,0.0,7312.0,132.0,354.0,149.0
2023-06-16 21:00:00,250.0,0.0,7384.0,130.0,471.0,151.0
2023-06-16 22:00:00,248.0,0.0,7419.0,128.0,698.0,146.0
2023-06-16 23:00:00,247.0,0.0,7445.0,120.0,1077.0,148.0
