Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,hydro,solar,wind,other
42984,2023-11-27 00:00:00,2024-07-17 00:00:00,3.1,77.4,969.0,977.0,7586.0,27.0,182.0,132.0
42985,2023-11-27 01:00:00,2024-07-17 00:00:00,3.1,73.1,1052.0,978.0,9150.0,30.0,225.0,136.0
42986,2023-11-27 02:00:00,2024-07-17 00:00:00,3.1,70.81,1055.0,981.0,9676.0,29.0,274.0,136.0
42987,2023-11-27 03:00:00,2024-07-17 00:00:00,3.1,71.04,1054.0,981.0,9684.0,29.0,267.0,141.0
42988,2023-11-27 04:00:00,2024-07-17 00:00:00,3.1,72.7,1058.0,982.0,9353.0,7.0,227.0,140.0
42989,2023-11-27 05:00:00,2024-07-17 00:00:00,3.1,75.18,1057.0,984.0,8819.0,4.0,220.0,143.0
42990,2023-11-27 06:00:00,2024-07-17 00:00:00,3.1,77.45,1056.0,985.0,8297.0,2.0,194.0,137.0
42991,2023-11-27 07:00:00,2024-07-17 00:00:00,3.1,84.77,1060.0,983.0,7178.0,0.0,107.0,140.0
42992,2023-11-27 08:00:00,2024-07-17 00:00:00,3.1,87.36,1059.0,984.0,6770.0,0.0,78.0,135.0
42993,2023-11-27 09:00:00,2024-07-17 00:00:00,3.1,91.92,1060.0,986.0,6173.0,0.0,66.0,134.0
42994,2023-11-27 10:00:00,2024-07-17 00:00:00,3.1,91.69,1059.0,988.0,6240.0,0.0,58.0,138.0
42995,2023-11-27 11:00:00,2024-07-17 00:00:00,3.1,89.31,1060.0,988.0,6537.0,0.0,49.0,135.0
42996,2023-11-27 12:00:00,2024-07-17 00:00:00,3.1,87.93,1059.0,987.0,6739.0,0.0,50.0,137.0
42997,2023-11-27 13:00:00,2024-07-17 00:00:00,3.1,82.51,1061.0,987.0,7605.0,0.0,42.0,138.0
42998,2023-11-27 14:00:00,2024-07-17 00:00:00,3.1,74.08,1059.0,986.0,9280.0,0.0,34.0,140.0
42999,2023-11-27 15:00:00,2024-07-17 00:00:00,3.1,69.3,1058.0,986.0,10559.0,0.0,29.0,145.0
43000,2023-11-27 16:00:00,2024-07-17 00:00:00,3.1,67.93,1060.0,986.0,10981.0,3.0,26.0,145.0
43001,2023-11-27 17:00:00,2024-07-17 00:00:00,3.1,70.89,1044.0,985.0,10005.0,35.0,22.0,146.0
43002,2023-11-27 18:00:00,2024-07-17 00:00:00,3.1,73.66,1048.0,985.0,9391.0,55.0,15.0,149.0
43003,2023-11-27 19:00:00,2024-07-17 00:00:00,3.1,73.74,969.0,985.0,8768.0,54.0,11.0,153.0
43004,2023-11-27 20:00:00,2024-07-17 00:00:00,3.1,76.29,966.0,985.0,8146.0,52.0,6.0,147.0
43005,2023-11-27 21:00:00,2024-07-17 00:00:00,3.1,77.64,921.0,986.0,7606.0,56.0,7.0,153.0
43006,2023-11-27 22:00:00,2024-07-17 00:00:00,3.1,78.61,921.0,986.0,7410.0,62.0,14.0,152.0
43007,2023-11-27 23:00:00,2024-07-17 00:00:00,3.1,79.1,921.0,985.0,7319.0,64.0,10.0,151.0
