UTC time,nat_gas,nuclear,hydro,solar,wind,other
2023-08-20 00:00:00,867.0,1138.0,10195.0,37.0,435.0,195.0
2023-08-20 01:00:00,866.0,1137.0,11116.0,36.0,332.0,206.0
2023-08-20 02:00:00,866.0,1137.0,11251.0,39.0,261.0,198.0
2023-08-20 03:00:00,869.0,1138.0,11365.0,19.0,206.0,194.0
2023-08-20 04:00:00,871.0,1140.0,11014.0,13.0,196.0,198.0
2023-08-20 05:00:00,866.0,1141.0,10588.0,0.0,123.0,192.0
2023-08-20 06:00:00,729.0,1142.0,7960.0,0.0,65.0,181.0
2023-08-20 07:00:00,722.0,1143.0,6962.0,12.0,37.0,190.0
2023-08-20 08:00:00,724.0,1143.0,5728.0,1.0,50.0,181.0
2023-08-20 09:00:00,726.0,1144.0,5644.0,0.0,88.0,185.0
2023-08-20 10:00:00,726.0,1145.0,5482.0,0.0,84.0,182.0
2023-08-20 11:00:00,728.0,1146.0,5228.0,0.0,99.0,180.0
2023-08-20 12:00:00,727.0,1147.0,4698.0,0.0,98.0,188.0
2023-08-20 13:00:00,730.0,1148.0,5018.0,0.0,93.0,184.0
2023-08-20 14:00:00,728.0,1148.0,4973.0,0.0,83.0,187.0
2023-08-20 15:00:00,730.0,1148.0,5229.0,13.0,49.0,185.0
2023-08-20 16:00:00,730.0,1147.0,5477.0,31.0,42.0,186.0
2023-08-20 17:00:00,726.0,1146.0,5532.0,43.0,47.0,189.0
2023-08-20 18:00:00,723.0,1144.0,5584.0,74.0,51.0,180.0
2023-08-20 19:00:00,721.0,1143.0,5767.0,77.0,98.0,182.0
2023-08-20 20:00:00,722.0,1142.0,5893.0,81.0,118.0,182.0
2023-08-20 21:00:00,720.0,1140.0,6073.0,48.0,143.0,186.0
2023-08-20 22:00:00,754.0,1138.0,6432.0,41.0,156.0,185.0
2023-08-20 23:00:00,753.0,1138.0,6794.0,24.0,174.0,184.0
