,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
0,2023-08-14 00:00:00,2023-08-21 20:44:56,3.0,435.31,351.0,3342.0,0.0,0.0,7.0,982.0,46.0,332.0
1,2023-08-14 01:00:00,2023-08-21 20:44:56,3.0,419.62,350.0,3713.0,0.0,0.0,13.0,1225.0,65.0,318.0
2,2023-08-14 02:00:00,2023-08-21 20:44:56,3.0,446.04,351.0,3515.0,0.0,0.0,145.0,722.0,20.0,290.0
3,2023-08-14 03:00:00,2023-08-21 20:44:56,3.0,505.69,352.0,3622.0,0.0,0.0,151.0,99.0,7.0,350.0
4,2023-08-14 04:00:00,2023-08-21 20:44:56,3.0,513.21,352.0,3636.0,0.0,0.0,146.0,41.0,9.0,383.0
5,2023-08-14 05:00:00,2023-08-21 20:44:56,3.0,529.93,349.0,3622.0,0.0,0.0,18.0,0.0,4.0,321.0
6,2023-08-14 06:00:00,2023-08-21 20:44:56,3.0,516.44,350.0,3763.0,0.0,0.0,142.0,21.0,0.0,398.0
7,2023-08-14 07:00:00,2023-08-21 20:44:56,3.0,523.91,350.0,3683.0,0.0,0.0,88.0,13.0,0.0,406.0
8,2023-08-14 08:00:00,2023-08-21 20:44:56,3.0,517.97,349.0,3526.0,0.0,0.0,142.0,0.0,0.0,348.0
9,2023-08-14 09:00:00,2023-08-21 20:44:56,3.0,535.85,349.0,3292.0,0.0,0.0,13.0,0.0,0.0,356.0
10,2023-08-14 10:00:00,2023-08-21 20:44:56,3.0,541.02,348.0,2966.0,0.0,0.0,7.0,0.0,0.0,364.0
11,2023-08-14 11:00:00,2023-08-21 20:44:56,3.0,543.04,346.0,2842.0,0.0,0.0,7.0,0.0,0.0,373.0
12,2023-08-14 12:00:00,2023-08-21 20:44:56,3.0,542.24,344.0,2913.0,0.0,0.0,7.0,0.0,0.0,382.0
13,2023-08-14 13:00:00,2023-08-21 20:44:56,3.0,544.09,372.0,2934.0,0.0,0.0,7.0,0.0,0.0,383.0
14,2023-08-14 14:00:00,2023-08-21 20:44:56,3.0,516.35,366.0,2459.0,0.0,0.0,7.0,241.0,0.0,385.0
15,2023-08-14 15:00:00,2023-08-21 20:44:56,3.0,407.16,349.0,2107.0,0.0,0.0,7.0,1179.0,5.0,386.0
16,2023-08-14 16:00:00,2023-08-21 20:44:56,3.0,353.09,348.0,1941.0,0.0,0.0,7.0,1805.0,20.0,395.0
17,2023-08-14 17:00:00,2023-08-21 20:44:56,3.0,340.55,349.0,1869.0,0.0,0.0,7.0,1941.0,30.0,387.0
18,2023-08-14 18:00:00,2023-08-21 20:44:56,3.0,339.5,351.0,1854.0,0.0,0.0,7.0,1924.0,35.0,368.0
19,2023-08-14 19:00:00,2023-08-21 20:44:56,3.0,352.5,386.0,2245.0,0.0,0.0,7.0,1923.0,36.0,336.0
20,2023-08-14 20:00:00,2023-08-21 20:44:56,3.0,364.24,397.0,2549.0,0.0,0.0,7.0,1895.0,15.0,331.0
21,2023-08-14 21:00:00,2023-08-21 20:44:56,3.0,371.48,413.0,2824.0,0.0,0.0,7.0,1916.0,2.0,331.0
22,2023-08-14 22:00:00,2023-08-21 20:44:56,3.0,376.04,432.0,3026.0,0.0,0.0,7.0,1948.0,2.0,344.0
23,2023-08-14 23:00:00,2023-08-21 20:44:56,3.0,374.27,433.0,3056.0,0.0,0.0,7.0,1987.0,1.0,339.0
