UTC time,creation_time (UTC),version,forecasted_avg_carbon_intensity
2023-08-15T00:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-15T01:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-15T02:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-15T03:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-15T04:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-15T05:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-15T06:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-15T07:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-15T08:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-15T09:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-15T10:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-15T11:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-15T12:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-15T13:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-15T14:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-15T15:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-15T16:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-15T17:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-15T18:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-15T19:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-15T20:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-15T21:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-15T22:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-15T23:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-16T00:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-16T01:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-16T02:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-16T03:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-16T04:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-16T05:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-16T06:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-16T07:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-16T08:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-16T09:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-16T10:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-16T11:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-16T12:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-16T13:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-16T14:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-16T15:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-16T16:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-16T17:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-16T18:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-16T19:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-16T20:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-16T21:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-16T22:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-16T23:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-17T00:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-17T01:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-17T02:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-17T03:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-17T04:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-17T05:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-17T06:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-17T07:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-17T08:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-17T09:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-17T10:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-17T11:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-17T12:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-17T13:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-17T14:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-17T15:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-17T16:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-17T17:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-17T18:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-17T19:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-17T20:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-17T21:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-17T22:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-17T23:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-18T00:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-18T01:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-18T02:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-18T03:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-18T04:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-18T05:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-18T06:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-18T07:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-18T08:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-18T09:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-18T10:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-18T11:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-18T12:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-18T13:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-18T14:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-18T15:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-18T16:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-18T17:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-18T18:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-18T19:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-18T20:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-18T21:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-18T22:00:00.000000000,2023-08-21 20:44:56,3.0,nan
2023-08-18T23:00:00.000000000,2023-08-21 20:44:56,3.0,nan
