UTC time,coal,nat_gas,oil,hydro,solar,wind,biomass
2023-05-31 00:00:00,8830.0,812.0,200.0,189.0,0.0,1221.0,236.0
2023-05-31 01:00:00,8959.0,823.0,198.0,189.0,0.0,1037.0,237.0
2023-05-31 02:00:00,8777.0,812.0,200.0,189.0,51.0,981.0,238.0
2023-05-31 03:00:00,8932.0,818.0,199.0,212.0,375.0,894.0,235.0
2023-05-31 04:00:00,10389.0,1123.0,200.0,226.0,1313.0,538.0,237.0
2023-05-31 05:00:00,11179.0,1186.0,199.0,232.0,3313.0,160.0,236.0
2023-05-31 06:00:00,10456.0,1109.0,198.0,240.0,5517.0,69.0,236.0
2023-05-31 07:00:00,9587.0,1083.0,199.0,238.0,7035.0,120.0,237.0
2023-05-31 08:00:00,8865.0,862.0,197.0,219.0,8024.0,247.0,236.0
2023-05-31 09:00:00,8580.0,834.0,179.0,217.0,8521.0,393.0,235.0
2023-05-31 10:00:00,8451.0,827.0,188.0,202.0,8678.0,527.0,236.0
2023-05-31 11:00:00,8282.0,823.0,194.0,193.0,8609.0,665.0,238.0
2023-05-31 12:00:00,8151.0,820.0,194.0,188.0,8285.0,898.0,239.0
2023-05-31 13:00:00,8889.0,821.0,194.0,191.0,7549.0,1082.0,236.0
2023-05-31 14:00:00,9567.0,994.0,201.0,199.0,6185.0,1322.0,236.0
2023-05-31 15:00:00,9846.0,856.0,199.0,230.0,4156.0,1418.0,235.0
2023-05-31 16:00:00,10676.0,923.0,200.0,258.0,1982.0,1443.0,235.0
2023-05-31 17:00:00,11975.0,1125.0,201.0,262.0,637.0,1309.0,238.0
2023-05-31 18:00:00,12250.0,1151.0,203.0,255.0,196.0,1171.0,237.0
2023-05-31 19:00:00,12153.0,1118.0,202.0,263.0,2.0,1370.0,234.0
2023-05-31 20:00:00,11323.0,1132.0,195.0,243.0,0.0,1630.0,236.0
2023-05-31 21:00:00,10367.0,1127.0,197.0,240.0,0.0,1863.0,237.0
2023-05-31 22:00:00,9227.0,892.0,194.0,192.0,0.0,1969.0,238.0
2023-05-31 23:00:00,9018.0,861.0,193.0,186.0,0.0,2000.0,238.0
