Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,solar
37032,2023-03-24 00:00:00,2024-07-17 00:00:00,3.1,312.08,361.0,67.0
37033,2023-03-24 01:00:00,2024-07-17 00:00:00,3.1,338.04,349.0,33.0
37034,2023-03-24 02:00:00,2024-07-17 00:00:00,3.1,368.23,417.0,2.0
37035,2023-03-24 03:00:00,2024-07-17 00:00:00,3.1,370.0,439.0,0.0
37036,2023-03-24 04:00:00,2024-07-17 00:00:00,3.1,370.0,410.0,0.0
37037,2023-03-24 05:00:00,2024-07-17 00:00:00,3.1,370.0,343.0,0.0
37038,2023-03-24 06:00:00,2024-07-17 00:00:00,3.1,370.0,353.0,0.0
37039,2023-03-24 07:00:00,2024-07-17 00:00:00,3.1,370.0,315.0,0.0
37040,2023-03-24 08:00:00,2024-07-17 00:00:00,3.1,370.0,313.0,0.0
37041,2023-03-24 09:00:00,2024-07-17 00:00:00,3.1,370.0,300.0,0.0
37042,2023-03-24 10:00:00,2024-07-17 00:00:00,3.1,370.0,300.0,0.0
37043,2023-03-24 11:00:00,2024-07-17 00:00:00,3.1,370.0,310.0,0.0
37044,2023-03-24 12:00:00,2024-07-17 00:00:00,3.1,370.0,372.0,0.0
37045,2023-03-24 13:00:00,2024-07-17 00:00:00,3.1,370.0,439.0,0.0
37046,2023-03-24 14:00:00,2024-07-17 00:00:00,3.1,362.91,461.0,9.0
37047,2023-03-24 15:00:00,2024-07-17 00:00:00,3.1,322.67,375.0,55.0
37048,2023-03-24 16:00:00,2024-07-17 00:00:00,3.1,296.18,329.0,82.0
37049,2023-03-24 17:00:00,2024-07-17 00:00:00,3.1,283.97,307.0,93.0
37050,2023-03-24 18:00:00,2024-07-17 00:00:00,3.1,289.8,318.0,88.0
37051,2023-03-24 19:00:00,2024-07-17 00:00:00,3.1,295.83,339.0,85.0
37052,2023-03-24 20:00:00,2024-07-17 00:00:00,3.1,292.33,350.0,93.0
37053,2023-03-24 21:00:00,2024-07-17 00:00:00,3.1,289.04,332.0,93.0
37054,2023-03-24 22:00:00,2024-07-17 00:00:00,3.1,286.48,319.0,93.0
37055,2023-03-24 23:00:00,2024-07-17 00:00:00,3.1,287.28,323.0,93.0
