UTC time,creation_time (UTC),version,nat_gas,solar
2023-08-18 00:00:00,2023-08-20 14:50:47,3.0,1072.0,177.0
2023-08-18 01:00:00,2023-08-20 14:50:47,3.0,1073.0,123.0
2023-08-18 02:00:00,2023-08-20 14:50:47,3.0,1080.0,53.0
2023-08-18 03:00:00,2023-08-20 14:50:47,3.0,1042.0,39.0
2023-08-18 04:00:00,2023-08-20 14:50:47,3.0,1021.0,19.0
2023-08-18 05:00:00,2023-08-20 14:50:47,3.0,1010.0,2.0
2023-08-18 06:00:00,2023-08-20 14:50:47,3.0,1001.0,0.0
2023-08-18 07:00:00,2023-08-20 14:50:47,3.0,903.0,0.0
2023-08-18 08:00:00,2023-08-20 14:50:47,3.0,790.0,0.0
2023-08-18 09:00:00,2023-08-20 14:50:47,3.0,675.0,0.0
2023-08-18 10:00:00,2023-08-20 14:50:47,3.0,579.0,0.0
2023-08-18 11:00:00,2023-08-20 14:50:47,3.0,567.0,0.0
2023-08-18 12:00:00,2023-08-20 14:50:47,3.0,571.0,0.0
2023-08-18 13:00:00,2023-08-20 14:50:47,3.0,597.0,1.0
2023-08-18 14:00:00,2023-08-20 14:50:47,3.0,584.0,71.0
2023-08-18 15:00:00,2023-08-20 14:50:47,3.0,567.0,141.0
2023-08-18 16:00:00,2023-08-20 14:50:47,3.0,578.0,203.0
2023-08-18 17:00:00,2023-08-20 14:50:47,3.0,692.0,236.0
2023-08-18 18:00:00,2023-08-20 14:50:47,3.0,784.0,233.0
2023-08-18 19:00:00,2023-08-20 14:50:47,3.0,873.0,242.0
2023-08-18 20:00:00,2023-08-20 14:50:47,3.0,976.0,195.0
2023-08-18 21:00:00,2023-08-20 14:50:47,3.0,952.0,183.0
2023-08-18 22:00:00,2023-08-20 14:50:47,3.0,961.0,167.0
2023-08-18 23:00:00,2023-08-20 14:50:47,3.0,981.0,179.0
