Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,solar
40800,2023-08-28 00:00:00,2024-07-17 00:00:00,3.1,436.06,1131.0,156.0
40801,2023-08-28 01:00:00,2024-07-17 00:00:00,3.1,467.43,1123.0,60.0
40802,2023-08-28 02:00:00,2024-07-17 00:00:00,3.1,487.61,1109.0,6.0
40803,2023-08-28 03:00:00,2024-07-17 00:00:00,3.1,490.0,1115.0,0.0
40804,2023-08-28 04:00:00,2024-07-17 00:00:00,3.1,490.0,1112.0,0.0
40805,2023-08-28 05:00:00,2024-07-17 00:00:00,3.1,490.0,1075.0,0.0
40806,2023-08-28 06:00:00,2024-07-17 00:00:00,3.1,473.67,945.0,36.0
40807,2023-08-28 07:00:00,2024-07-17 00:00:00,3.1,488.82,755.0,2.0
40808,2023-08-28 08:00:00,2024-07-17 00:00:00,3.1,490.0,651.0,0.0
40809,2023-08-28 09:00:00,2024-07-17 00:00:00,3.1,490.0,666.0,0.0
40810,2023-08-28 10:00:00,2024-07-17 00:00:00,3.1,490.0,657.0,0.0
40811,2023-08-28 11:00:00,2024-07-17 00:00:00,3.1,490.0,660.0,0.0
40812,2023-08-28 12:00:00,2024-07-17 00:00:00,3.1,490.0,634.0,0.0
40813,2023-08-28 13:00:00,2024-07-17 00:00:00,3.1,490.0,658.0,0.0
40814,2023-08-28 14:00:00,2024-07-17 00:00:00,3.1,450.22,652.0,64.0
40815,2023-08-28 15:00:00,2024-07-17 00:00:00,3.1,394.39,581.0,159.0
40816,2023-08-28 16:00:00,2024-07-17 00:00:00,3.1,377.48,588.0,199.0
40817,2023-08-28 17:00:00,2024-07-17 00:00:00,3.1,391.5,693.0,197.0
40818,2023-08-28 18:00:00,2024-07-17 00:00:00,3.1,404.94,914.0,216.0
40819,2023-08-28 19:00:00,2024-07-17 00:00:00,3.1,410.6,944.0,205.0
40820,2023-08-28 20:00:00,2024-07-17 00:00:00,3.1,418.21,1019.0,196.0
40821,2023-08-28 21:00:00,2024-07-17 00:00:00,3.1,420.53,1027.0,190.0
40822,2023-08-28 22:00:00,2024-07-17 00:00:00,3.1,437.94,1087.0,144.0
40823,2023-08-28 23:00:00,2024-07-17 00:00:00,3.1,436.53,1091.0,149.0
