UTC time,nuclear,hydro,solar,wind
2023-01-27 00:00:00,3023.0,586.0,0.0,1.0
2023-01-27 01:00:00,3024.0,557.0,0.0,2.0
2023-01-27 02:00:00,3021.0,364.0,0.0,3.0
2023-01-27 03:00:00,3022.0,376.0,0.0,5.0
2023-01-27 04:00:00,3020.0,774.0,0.0,6.0
2023-01-27 05:00:00,3019.0,1769.0,0.0,5.0
2023-01-27 06:00:00,3019.0,2935.0,0.0,4.0
2023-01-27 07:00:00,3019.0,3802.0,0.0,3.0
2023-01-27 08:00:00,3020.0,3875.0,11.0,2.0
2023-01-27 09:00:00,3018.0,3697.0,26.0,3.0
2023-01-27 10:00:00,3018.0,3367.0,60.0,5.0
2023-01-27 11:00:00,3018.0,3017.0,151.0,5.0
2023-01-27 12:00:00,3019.0,2721.0,240.0,5.0
2023-01-27 13:00:00,3022.0,2801.0,77.0,8.0
2023-01-27 14:00:00,3022.0,3038.0,30.0,8.0
2023-01-27 15:00:00,3021.0,3198.0,0.0,7.0
2023-01-27 16:00:00,3019.0,3548.0,0.0,9.0
2023-01-27 17:00:00,3019.0,3601.0,0.0,5.0
2023-01-27 18:00:00,3022.0,3033.0,0.0,4.0
2023-01-27 19:00:00,3021.0,2678.0,0.0,5.0
2023-01-27 20:00:00,3021.0,2158.0,0.0,5.0
2023-01-27 21:00:00,3023.0,1892.0,0.0,4.0
2023-01-27 22:00:00,3022.0,1371.0,0.0,4.0
2023-01-27 23:00:00,3023.0,809.0,0.0,3.0
