UTC time,nuclear,hydro,solar,wind
2023-08-23 00:00:00,2355.0,2270.0,0.0,0.0
2023-08-23 01:00:00,2357.0,2067.0,0.0,0.0
2023-08-23 02:00:00,2361.0,2173.0,0.0,1.0
2023-08-23 03:00:00,2361.0,2620.0,0.0,1.0
2023-08-23 04:00:00,2364.0,2949.0,0.0,1.0
2023-08-23 05:00:00,2365.0,3095.0,78.0,2.0
2023-08-23 06:00:00,2367.0,3095.0,362.0,2.0
2023-08-23 07:00:00,2368.0,2807.0,873.0,1.0
2023-08-23 08:00:00,2358.0,2460.0,1467.0,2.0
2023-08-23 09:00:00,2342.0,2040.0,1883.0,1.0
2023-08-23 10:00:00,2334.0,1823.0,2107.0,3.0
2023-08-23 11:00:00,2328.0,1687.0,2224.0,6.0
2023-08-23 12:00:00,2323.0,2035.0,2176.0,11.0
2023-08-23 13:00:00,2324.0,1979.0,2019.0,13.0
2023-08-23 14:00:00,2323.0,2248.0,1607.0,15.0
2023-08-23 15:00:00,2327.0,2334.0,1206.0,12.0
2023-08-23 16:00:00,2333.0,3113.0,696.0,11.0
2023-08-23 17:00:00,2336.0,3483.0,247.0,8.0
2023-08-23 18:00:00,2339.0,3417.0,23.0,5.0
2023-08-23 19:00:00,2344.0,3352.0,0.0,1.0
2023-08-23 20:00:00,2351.0,3077.0,0.0,1.0
2023-08-23 21:00:00,2357.0,2849.0,0.0,2.0
2023-08-23 22:00:00,2362.0,2687.0,0.0,3.0
2023-08-23 23:00:00,2367.0,2268.0,0.0,5.0
