Unnamed: 0,UTC time,carbon_intensity,nuclear,hydro,solar,wind
43440,2023-12-16 00:00:00,13.98,3022.0,603.0,0.0,14.0
43441,2023-12-16 01:00:00,13.97,3024.0,599.0,0.0,21.0
43442,2023-12-16 02:00:00,13.8,3023.0,538.0,0.0,20.0
43443,2023-12-16 03:00:00,13.86,3023.0,559.0,0.0,22.0
43444,2023-12-16 04:00:00,13.79,3022.0,538.0,0.0,31.0
43445,2023-12-16 05:00:00,13.89,3022.0,572.0,0.0,21.0
43446,2023-12-16 06:00:00,14.23,3021.0,700.0,0.0,32.0
43447,2023-12-16 07:00:00,14.42,3023.0,758.0,6.0,40.0
43448,2023-12-16 08:00:00,14.74,3022.0,656.0,77.0,35.0
43449,2023-12-16 09:00:00,15.77,3024.0,620.0,220.0,27.0
43450,2023-12-16 10:00:00,16.9,3023.0,616.0,377.0,23.0
43451,2023-12-16 11:00:00,18.1,3022.0,550.0,569.0,15.0
43452,2023-12-16 12:00:00,19.0,3023.0,505.0,722.0,16.0
43453,2023-12-16 13:00:00,18.15,3022.0,564.0,573.0,15.0
43454,2023-12-16 14:00:00,16.56,3020.0,642.0,319.0,12.0
43455,2023-12-16 15:00:00,14.69,3021.0,753.0,38.0,14.0
43456,2023-12-16 16:00:00,14.65,3021.0,863.0,0.0,13.0
43457,2023-12-16 17:00:00,15.89,3021.0,1460.0,0.0,14.0
43458,2023-12-16 18:00:00,15.5,3020.0,1249.0,0.0,11.0
43459,2023-12-16 19:00:00,14.57,3021.0,827.0,0.0,13.0
43460,2023-12-16 20:00:00,14.3,3021.0,721.0,0.0,17.0
43461,2023-12-16 21:00:00,14.15,3021.0,665.0,0.0,18.0
43462,2023-12-16 22:00:00,13.78,3023.0,532.0,0.0,19.0
43463,2023-12-16 23:00:00,13.82,3023.0,547.0,0.0,23.0
