,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,wind
0,2023-08-25 00:00:00,2023-08-27 18:30:16,3.0,521.24,1172.0,1571.0,81.0
1,2023-08-25 01:00:00,2023-08-27 18:30:16,3.0,515.06,1129.0,1349.0,157.0
2,2023-08-25 02:00:00,2023-08-27 18:30:16,3.0,494.43,1060.0,1269.0,250.0
3,2023-08-25 03:00:00,2023-08-27 18:30:16,3.0,484.82,991.0,1218.0,274.0
4,2023-08-25 04:00:00,2023-08-27 18:30:16,3.0,460.04,933.0,1223.0,369.0
5,2023-08-25 05:00:00,2023-08-27 18:30:16,3.0,430.85,910.0,1276.0,515.0
6,2023-08-25 06:00:00,2023-08-27 18:30:16,3.0,429.4,924.0,1304.0,531.0
7,2023-08-25 07:00:00,2023-08-27 18:30:16,3.0,438.73,905.0,1230.0,470.0
8,2023-08-25 08:00:00,2023-08-27 18:30:16,3.0,463.39,942.0,1151.0,371.0
9,2023-08-25 09:00:00,2023-08-27 18:30:16,3.0,473.02,945.0,1099.0,334.0
10,2023-08-25 10:00:00,2023-08-27 18:30:16,3.0,463.98,938.0,1044.0,387.0
11,2023-08-25 11:00:00,2023-08-27 18:30:16,3.0,485.2,955.0,1284.0,236.0
12,2023-08-25 12:00:00,2023-08-27 18:30:16,3.0,496.52,1068.0,1294.0,237.0
13,2023-08-25 13:00:00,2023-08-27 18:30:16,3.0,500.42,1046.0,1115.0,252.0
14,2023-08-25 14:00:00,2023-08-27 18:30:16,3.0,489.1,983.0,1201.0,252.0
15,2023-08-25 15:00:00,2023-08-27 18:30:16,3.0,518.76,1084.0,1315.0,127.0
16,2023-08-25 16:00:00,2023-08-27 18:30:16,3.0,545.17,1176.0,1296.0,47.0
17,2023-08-25 17:00:00,2023-08-27 18:30:16,3.0,538.3,1178.0,1427.0,39.0
18,2023-08-25 18:00:00,2023-08-27 18:30:16,3.0,535.56,1149.0,1438.0,37.0
19,2023-08-25 19:00:00,2023-08-27 18:30:16,3.0,528.87,1143.0,1583.0,24.0
20,2023-08-25 20:00:00,2023-08-27 18:30:16,3.0,534.84,1164.0,1551.0,12.0
21,2023-08-25 21:00:00,2023-08-27 18:30:16,3.0,529.04,1154.0,1626.0,15.0
22,2023-08-25 22:00:00,2023-08-27 18:30:16,3.0,521.27,1158.0,1762.0,19.0
23,2023-08-25 23:00:00,2023-08-27 18:30:16,3.0,520.65,1164.0,1763.0,25.0
