,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,wind
0,2023-08-23 00:00:00,2023-08-25 17:59:20,3.0,616.55,1191.0,1685.0,48.0
1,2023-08-23 01:00:00,2023-08-25 17:59:20,3.0,614.85,1186.0,1586.0,75.0
2,2023-08-23 02:00:00,2023-08-25 17:59:20,3.0,616.23,1177.0,1526.0,78.0
3,2023-08-23 03:00:00,2023-08-25 17:59:20,3.0,597.03,1107.0,1326.0,179.0
4,2023-08-23 04:00:00,2023-08-25 17:59:20,3.0,590.37,1070.0,1305.0,198.0
5,2023-08-23 05:00:00,2023-08-25 17:59:20,3.0,590.14,1070.0,1230.0,212.0
6,2023-08-23 06:00:00,2023-08-25 17:59:20,3.0,564.52,988.0,1196.0,295.0
7,2023-08-23 07:00:00,2023-08-25 17:59:20,3.0,562.36,928.0,1262.0,268.0
8,2023-08-23 08:00:00,2023-08-25 17:59:20,3.0,566.84,933.0,1193.0,260.0
9,2023-08-23 09:00:00,2023-08-25 17:59:20,3.0,563.56,897.0,1159.0,262.0
10,2023-08-23 10:00:00,2023-08-25 17:59:20,3.0,568.03,964.0,1214.0,266.0
11,2023-08-23 11:00:00,2023-08-25 17:59:20,3.0,544.72,951.0,1107.0,377.0
12,2023-08-23 12:00:00,2023-08-25 17:59:20,3.0,551.0,999.0,1130.0,370.0
13,2023-08-23 13:00:00,2023-08-25 17:59:20,3.0,544.98,977.0,1070.0,393.0
14,2023-08-23 14:00:00,2023-08-25 17:59:20,3.0,558.89,998.0,1182.0,327.0
15,2023-08-23 15:00:00,2023-08-25 17:59:20,3.0,597.45,1085.0,1314.0,171.0
16,2023-08-23 16:00:00,2023-08-25 17:59:20,3.0,610.32,1077.0,1304.0,115.0
17,2023-08-23 17:00:00,2023-08-25 17:59:20,3.0,612.02,1109.0,1309.0,118.0
18,2023-08-23 18:00:00,2023-08-25 17:59:20,3.0,605.43,1112.0,1377.0,134.0
19,2023-08-23 19:00:00,2023-08-25 17:59:20,3.0,604.45,1113.0,1474.0,120.0
20,2023-08-23 20:00:00,2023-08-25 17:59:20,3.0,601.95,1110.0,1576.0,111.0
21,2023-08-23 21:00:00,2023-08-25 17:59:20,3.0,600.16,1114.0,1667.0,104.0
22,2023-08-23 22:00:00,2023-08-25 17:59:20,3.0,605.55,1143.0,1720.0,78.0
23,2023-08-23 23:00:00,2023-08-25 17:59:20,3.0,606.17,1154.0,1786.0,66.0
