Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,wind
41256,2023-09-16 00:00:00,2024-07-17 00:00:00,3.1,505.72,1144.0,910.0,331.0
41257,2023-09-16 01:00:00,2024-07-17 00:00:00,3.1,545.13,1148.0,1063.0,111.0
41258,2023-09-16 02:00:00,2024-07-17 00:00:00,3.1,567.38,1145.0,1034.0,29.0
41259,2023-09-16 03:00:00,2024-07-17 00:00:00,3.1,554.07,1147.0,916.0,122.0
41260,2023-09-16 04:00:00,2024-07-17 00:00:00,3.1,569.51,1148.0,862.0,82.0
41261,2023-09-16 05:00:00,2024-07-17 00:00:00,3.1,584.58,1146.0,787.0,55.0
41262,2023-09-16 06:00:00,2024-07-17 00:00:00,3.1,567.54,1103.0,773.0,105.0
41263,2023-09-16 07:00:00,2024-07-17 00:00:00,3.1,557.56,1060.0,829.0,106.0
41264,2023-09-16 08:00:00,2024-07-17 00:00:00,3.1,579.17,1140.0,728.0,93.0
41265,2023-09-16 09:00:00,2024-07-17 00:00:00,3.1,584.43,1146.0,693.0,90.0
41266,2023-09-16 10:00:00,2024-07-17 00:00:00,3.1,590.09,1145.0,707.0,66.0
41267,2023-09-16 11:00:00,2024-07-17 00:00:00,3.1,579.35,1145.0,703.0,103.0
41268,2023-09-16 12:00:00,2024-07-17 00:00:00,3.1,578.31,1146.0,758.0,87.0
41269,2023-09-16 13:00:00,2024-07-17 00:00:00,3.1,578.71,1148.0,828.0,61.0
41270,2023-09-16 14:00:00,2024-07-17 00:00:00,3.1,561.48,1145.0,1061.0,43.0
41271,2023-09-16 15:00:00,2024-07-17 00:00:00,3.1,570.89,1146.0,1039.0,14.0
41272,2023-09-16 16:00:00,2024-07-17 00:00:00,3.1,568.68,1148.0,1074.0,11.0
41273,2023-09-16 17:00:00,2024-07-17 00:00:00,3.1,539.82,1142.0,1007.0,149.0
41274,2023-09-16 18:00:00,2024-07-17 00:00:00,3.1,548.56,1147.0,1137.0,72.0
41275,2023-09-16 19:00:00,2024-07-17 00:00:00,3.1,549.84,1148.0,1204.0,45.0
41276,2023-09-16 20:00:00,2024-07-17 00:00:00,3.1,542.25,1146.0,1285.0,52.0
41277,2023-09-16 21:00:00,2024-07-17 00:00:00,3.1,534.7,1144.0,1289.0,85.0
41278,2023-09-16 22:00:00,2024-07-17 00:00:00,3.1,533.26,1147.0,1299.0,90.0
41279,2023-09-16 23:00:00,2024-07-17 00:00:00,3.1,535.73,1143.0,1301.0,76.0
