Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,wind
36888,2023-03-18 00:00:00,2024-07-17 00:00:00,3.1,564.5,1108.0,739.0,412.0
36889,2023-03-18 01:00:00,2024-07-17 00:00:00,3.1,582.66,1312.0,936.0,393.0
36890,2023-03-18 02:00:00,2024-07-17 00:00:00,3.1,581.53,1403.0,944.0,435.0
36891,2023-03-18 03:00:00,2024-07-17 00:00:00,3.1,566.47,1385.0,967.0,499.0
36892,2023-03-18 04:00:00,2024-07-17 00:00:00,3.1,566.38,1366.0,980.0,489.0
36893,2023-03-18 05:00:00,2024-07-17 00:00:00,3.1,570.98,1337.0,972.0,454.0
36894,2023-03-18 06:00:00,2024-07-17 00:00:00,3.1,567.72,1255.0,972.0,433.0
36895,2023-03-18 07:00:00,2024-07-17 00:00:00,3.1,530.38,1135.0,938.0,560.0
36896,2023-03-18 08:00:00,2024-07-17 00:00:00,3.1,509.33,1041.0,979.0,611.0
36897,2023-03-18 09:00:00,2024-07-17 00:00:00,3.1,516.83,1042.0,1047.0,569.0
36898,2023-03-18 10:00:00,2024-07-17 00:00:00,3.1,522.28,1087.0,1092.0,564.0
36899,2023-03-18 11:00:00,2024-07-17 00:00:00,3.1,537.03,1200.0,1169.0,541.0
36900,2023-03-18 12:00:00,2024-07-17 00:00:00,3.1,552.07,1311.0,1187.0,513.0
36901,2023-03-18 13:00:00,2024-07-17 00:00:00,3.1,549.39,1285.0,1232.0,510.0
36902,2023-03-18 14:00:00,2024-07-17 00:00:00,3.1,554.48,1370.0,1225.0,524.0
36903,2023-03-18 15:00:00,2024-07-17 00:00:00,3.1,548.77,1425.0,1132.0,595.0
36904,2023-03-18 16:00:00,2024-07-17 00:00:00,3.1,538.6,1336.0,1135.0,608.0
36905,2023-03-18 17:00:00,2024-07-17 00:00:00,3.1,536.75,1279.0,1159.0,586.0
36906,2023-03-18 18:00:00,2024-07-17 00:00:00,3.1,543.57,1323.0,1160.0,570.0
36907,2023-03-18 19:00:00,2024-07-17 00:00:00,3.1,526.73,1141.0,1135.0,568.0
36908,2023-03-18 20:00:00,2024-07-17 00:00:00,3.1,508.81,966.0,1134.0,561.0
36909,2023-03-18 21:00:00,2024-07-17 00:00:00,3.1,501.63,926.0,1133.0,574.0
36910,2023-03-18 22:00:00,2024-07-17 00:00:00,3.1,484.79,910.0,1016.0,655.0
36911,2023-03-18 23:00:00,2024-07-17 00:00:00,3.1,488.97,935.0,1146.0,650.0
