Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,wind
36432,2023-02-27 00:00:00,2024-07-17 00:00:00,3.1,555.87,1281.0,827.0,521.0
36433,2023-02-27 01:00:00,2024-07-17 00:00:00,3.1,556.97,1301.0,838.0,524.0
36434,2023-02-27 02:00:00,2024-07-17 00:00:00,3.1,554.02,1302.0,795.0,544.0
36435,2023-02-27 03:00:00,2024-07-17 00:00:00,3.1,545.14,1181.0,782.0,527.0
36436,2023-02-27 04:00:00,2024-07-17 00:00:00,3.1,551.15,1083.0,760.0,453.0
36437,2023-02-27 05:00:00,2024-07-17 00:00:00,3.1,542.69,897.0,836.0,385.0
36438,2023-02-27 06:00:00,2024-07-17 00:00:00,3.1,502.67,762.0,730.0,473.0
36439,2023-02-27 07:00:00,2024-07-17 00:00:00,3.1,483.93,641.0,662.0,464.0
36440,2023-02-27 08:00:00,2024-07-17 00:00:00,3.1,499.17,620.0,664.0,395.0
36441,2023-02-27 09:00:00,2024-07-17 00:00:00,3.1,471.11,621.0,539.0,493.0
36442,2023-02-27 10:00:00,2024-07-17 00:00:00,3.1,441.27,622.0,499.0,604.0
36443,2023-02-27 11:00:00,2024-07-17 00:00:00,3.1,433.23,622.0,567.0,646.0
36444,2023-02-27 12:00:00,2024-07-17 00:00:00,3.1,406.76,625.0,601.0,779.0
36445,2023-02-27 13:00:00,2024-07-17 00:00:00,3.1,414.84,642.0,639.0,763.0
36446,2023-02-27 14:00:00,2024-07-17 00:00:00,3.1,437.87,743.0,687.0,749.0
36447,2023-02-27 15:00:00,2024-07-17 00:00:00,3.1,450.6,797.0,650.0,728.0
36448,2023-02-27 16:00:00,2024-07-17 00:00:00,3.1,483.61,899.0,674.0,649.0
36449,2023-02-27 17:00:00,2024-07-17 00:00:00,3.1,498.93,937.0,687.0,604.0
36450,2023-02-27 18:00:00,2024-07-17 00:00:00,3.1,522.48,1083.0,661.0,588.0
36451,2023-02-27 19:00:00,2024-07-17 00:00:00,3.1,544.93,1234.0,600.0,574.0
36452,2023-02-27 20:00:00,2024-07-17 00:00:00,3.1,561.27,1331.0,570.0,552.0
36453,2023-02-27 21:00:00,2024-07-17 00:00:00,3.1,601.28,1480.0,697.0,417.0
36454,2023-02-27 22:00:00,2024-07-17 00:00:00,3.1,603.14,1469.0,895.0,367.0
36455,2023-02-27 23:00:00,2024-07-17 00:00:00,3.1,602.14,1466.0,903.0,369.0
