UTC time,coal,nat_gas,nuclear,hydro,solar,wind,biomass
2023-07-20 00:00:00,4048.0,4969.0,5333.0,6753.0,0.0,3441.0,139.0
2023-07-20 01:00:00,3383.0,4959.0,5344.0,6340.0,0.0,3643.0,141.0
2023-07-20 02:00:00,3167.0,4965.0,5355.0,6589.0,0.0,3307.0,140.0
2023-07-20 03:00:00,3269.0,4960.0,5356.0,6801.0,50.0,2171.0,138.0
2023-07-20 04:00:00,3261.0,4822.0,5350.0,7114.0,348.0,1169.0,142.0
2023-07-20 05:00:00,3254.0,4773.0,5344.0,7319.0,956.0,867.0,146.0
2023-07-20 06:00:00,3150.0,4751.0,5252.0,7130.0,1616.0,1114.0,140.0
2023-07-20 07:00:00,3143.0,4705.0,5211.0,6870.0,2332.0,975.0,135.0
2023-07-20 08:00:00,3253.0,4652.0,5160.0,6655.0,2669.0,1423.0,137.0
2023-07-20 09:00:00,3216.0,4611.0,5176.0,7142.0,2824.0,1906.0,142.0
2023-07-20 10:00:00,3291.0,4615.0,5274.0,7651.0,2808.0,1334.0,141.0
2023-07-20 11:00:00,3872.0,4618.0,5143.0,7625.0,2619.0,867.0,138.0
2023-07-20 12:00:00,4185.0,4894.0,5284.0,7885.0,2111.0,527.0,142.0
2023-07-20 13:00:00,4180.0,4840.0,5136.0,8356.0,1624.0,819.0,125.0
2023-07-20 14:00:00,3517.0,4634.0,5264.0,6966.0,1340.0,2265.0,135.0
2023-07-20 15:00:00,3045.0,4662.0,5286.0,6982.0,867.0,1604.0,138.0
2023-07-20 16:00:00,2961.0,4800.0,5290.0,6476.0,298.0,2347.0,141.0
2023-07-20 17:00:00,2970.0,4848.0,5293.0,5440.0,45.0,3486.0,142.0
2023-07-20 18:00:00,3150.0,4905.0,5309.0,6738.0,0.0,1734.0,143.0
2023-07-20 19:00:00,3120.0,4929.0,5314.0,6942.0,0.0,1162.0,144.0
2023-07-20 20:00:00,3094.0,4932.0,5325.0,6864.0,0.0,856.0,147.0
2023-07-20 21:00:00,3573.0,5108.0,5328.0,7501.0,0.0,497.0,145.0
2023-07-20 22:00:00,3648.0,5174.0,5336.0,7013.0,0.0,819.0,140.0
2023-07-20 23:00:00,3527.0,5096.0,5363.0,6529.0,0.0,1906.0,143.0
