Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,biomass
38784,2023-06-05 00:00:00,180.32,3300.0,1216.0,2664.0,12544.0,0.0,492.0,101.0
38785,2023-06-05 01:00:00,181.54,3313.0,1219.0,2667.0,12564.0,0.0,379.0,102.0
38786,2023-06-05 02:00:00,178.98,3296.0,1219.0,2668.0,12663.0,1.0,530.0,103.0
38787,2023-06-05 03:00:00,173.29,3260.0,1201.0,2672.0,12507.0,91.0,1137.0,101.0
38788,2023-06-05 04:00:00,175.47,3483.0,1200.0,2672.0,13145.0,417.0,886.0,104.0
38789,2023-06-05 05:00:00,174.93,3539.0,1202.0,2673.0,13422.0,1062.0,415.0,103.0
38790,2023-06-05 06:00:00,171.96,3629.0,1206.0,2677.0,13266.0,1675.0,855.0,103.0
38791,2023-06-05 07:00:00,172.23,3801.0,1214.0,2676.0,13248.0,2237.0,1098.0,106.0
38792,2023-06-05 08:00:00,165.4,3649.0,1211.0,2677.0,12956.0,2696.0,1433.0,104.0
38793,2023-06-05 09:00:00,144.98,2964.0,1234.0,2680.0,12820.0,2921.0,1761.0,104.0
38794,2023-06-05 10:00:00,149.98,3007.0,1240.0,2676.0,12169.0,2988.0,1645.0,104.0
38795,2023-06-05 11:00:00,150.22,3040.0,1219.0,2676.0,12294.0,2847.0,1706.0,105.0
38796,2023-06-05 12:00:00,150.48,3089.0,1214.0,2676.0,12674.0,2605.0,1721.0,101.0
38797,2023-06-05 13:00:00,150.87,3148.0,1210.0,2676.0,13036.0,2202.0,1901.0,99.0
38798,2023-06-05 14:00:00,149.68,3133.0,1214.0,2676.0,13485.0,1535.0,2142.0,96.0
38799,2023-06-05 15:00:00,149.82,3119.0,1218.0,2676.0,14055.0,916.0,2011.0,96.0
38800,2023-06-05 16:00:00,162.86,3460.0,1270.0,2676.0,14005.0,375.0,1997.0,99.0
38801,2023-06-05 17:00:00,172.58,3746.0,1308.0,2676.0,14042.0,59.0,1996.0,100.0
38802,2023-06-05 18:00:00,171.7,3713.0,1300.0,2677.0,13854.0,0.0,2197.0,102.0
38803,2023-06-05 19:00:00,170.59,3626.0,1273.0,2675.0,13467.0,0.0,2313.0,102.0
38804,2023-06-05 20:00:00,172.84,3596.0,1286.0,2673.0,13219.0,0.0,2124.0,106.0
38805,2023-06-05 21:00:00,184.91,3575.0,1294.0,2672.0,11766.0,0.0,1811.0,113.0
38806,2023-06-05 22:00:00,183.79,3614.0,1308.0,2672.0,12304.0,0.0,1619.0,109.0
38807,2023-06-05 23:00:00,172.0,3224.0,1264.0,2672.0,12261.0,0.0,1585.0,108.0
