Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,hydro,solar,wind,other
37704,2023-04-21 00:00:00,2024-07-17 00:00:00,3.1,103.25,875.0,492.0,4447.0,25.0,219.0,135.0
37705,2023-04-21 01:00:00,2024-07-17 00:00:00,3.1,108.71,901.0,493.0,4209.0,15.0,198.0,137.0
37706,2023-04-21 02:00:00,2024-07-17 00:00:00,3.1,99.95,906.0,491.0,4879.0,42.0,186.0,132.0
37707,2023-04-21 03:00:00,2024-07-17 00:00:00,3.1,101.17,907.0,490.0,4671.0,32.0,292.0,133.0
37708,2023-04-21 04:00:00,2024-07-17 00:00:00,3.1,100.13,907.0,477.0,4755.0,24.0,321.0,134.0
37709,2023-04-21 05:00:00,2024-07-17 00:00:00,3.1,105.39,905.0,413.0,4413.0,1.0,355.0,140.0
37710,2023-04-21 06:00:00,2024-07-17 00:00:00,3.1,110.22,903.0,374.0,3960.0,0.0,483.0,141.0
37711,2023-04-21 07:00:00,2024-07-17 00:00:00,3.1,109.35,903.0,291.0,4110.0,0.0,487.0,141.0
37712,2023-04-21 08:00:00,2024-07-17 00:00:00,3.1,108.62,902.0,287.0,4026.0,0.0,586.0,138.0
37713,2023-04-21 09:00:00,2024-07-17 00:00:00,3.1,109.96,904.0,257.0,3511.0,0.0,1008.0,141.0
37714,2023-04-21 10:00:00,2024-07-17 00:00:00,3.1,106.82,904.0,394.0,3153.0,0.0,1373.0,141.0
37715,2023-04-21 11:00:00,2024-07-17 00:00:00,3.1,104.04,905.0,445.0,3202.0,0.0,1482.0,144.0
37716,2023-04-21 12:00:00,2024-07-17 00:00:00,3.1,96.85,905.0,450.0,3622.0,0.0,1631.0,143.0
37717,2023-04-21 13:00:00,2024-07-17 00:00:00,3.1,97.54,905.0,454.0,4130.0,0.0,1350.0,173.0
37718,2023-04-21 14:00:00,2024-07-17 00:00:00,3.1,93.16,908.0,457.0,4791.0,2.0,1333.0,194.0
37719,2023-04-21 15:00:00,2024-07-17 00:00:00,3.1,87.28,906.0,457.0,5243.0,14.0,1509.0,191.0
37720,2023-04-21 16:00:00,2024-07-17 00:00:00,3.1,84.15,908.0,454.0,5489.0,19.0,1548.0,176.0
37721,2023-04-21 17:00:00,2024-07-17 00:00:00,3.1,86.02,901.0,451.0,5276.0,36.0,1384.0,166.0
37722,2023-04-21 18:00:00,2024-07-17 00:00:00,3.1,92.89,900.0,446.0,4785.0,62.0,1085.0,165.0
37723,2023-04-21 19:00:00,2024-07-17 00:00:00,3.1,95.43,894.0,444.0,4289.0,91.0,1231.0,164.0
37724,2023-04-21 20:00:00,2024-07-17 00:00:00,3.1,101.41,894.0,442.0,3865.0,98.0,1048.0,153.0
37725,2023-04-21 21:00:00,2024-07-17 00:00:00,3.1,104.62,893.0,436.0,3702.0,86.0,962.0,151.0
37726,2023-04-21 22:00:00,2024-07-17 00:00:00,3.1,107.9,892.0,435.0,3688.0,68.0,833.0,161.0
37727,2023-04-21 23:00:00,2024-07-17 00:00:00,3.1,112.35,886.0,433.0,3586.0,70.0,680.0,169.0
