UTC time,nat_gas,nuclear,hydro,solar,wind,other
2023-06-28 00:00:00,641.0,1131.0,8133.0,102.0,334.0,159.0
2023-06-28 01:00:00,653.0,1131.0,8258.0,104.0,528.0,156.0
2023-06-28 02:00:00,653.0,1131.0,8345.0,73.0,728.0,161.0
2023-06-28 03:00:00,656.0,1132.0,8491.0,55.0,1040.0,165.0
2023-06-28 04:00:00,610.0,1134.0,8288.0,31.0,1129.0,158.0
2023-06-28 05:00:00,569.0,1134.0,7617.0,27.0,1210.0,164.0
2023-06-28 06:00:00,570.0,1135.0,6515.0,24.0,1411.0,167.0
2023-06-28 07:00:00,579.0,1131.0,5725.0,1.0,1238.0,163.0
2023-06-28 08:00:00,742.0,1127.0,4639.0,0.0,1041.0,167.0
2023-06-28 09:00:00,747.0,1133.0,4001.0,0.0,970.0,164.0
2023-06-28 10:00:00,747.0,1134.0,4010.0,0.0,875.0,163.0
2023-06-28 11:00:00,746.0,1135.0,3995.0,0.0,815.0,164.0
2023-06-28 12:00:00,750.0,1137.0,3965.0,0.0,815.0,163.0
2023-06-28 13:00:00,755.0,1135.0,4128.0,4.0,865.0,166.0
2023-06-28 14:00:00,871.0,1136.0,4708.0,31.0,856.0,168.0
2023-06-28 15:00:00,921.0,1136.0,5858.0,79.0,504.0,166.0
2023-06-28 16:00:00,922.0,1136.0,6041.0,102.0,326.0,166.0
2023-06-28 17:00:00,919.0,1136.0,5993.0,100.0,235.0,170.0
2023-06-28 18:00:00,915.0,1135.0,6236.0,114.0,149.0,171.0
2023-06-28 19:00:00,913.0,1130.0,6402.0,101.0,97.0,173.0
2023-06-28 20:00:00,909.0,1129.0,6859.0,119.0,29.0,180.0
2023-06-28 21:00:00,908.0,1129.0,6720.0,121.0,21.0,181.0
2023-06-28 22:00:00,908.0,1128.0,7271.0,115.0,35.0,172.0
2023-06-28 23:00:00,975.0,1127.0,7555.0,125.0,80.0,177.0
