Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,other
40320,2023-08-08 00:00:00,2024-07-17 00:00:00,3.1,418.06,863.0,2168.0,982.0,248.0,17.0,0.0
40321,2023-08-08 01:00:00,2024-07-17 00:00:00,3.1,440.8,827.0,2294.0,979.0,16.0,0.0,0.0
40322,2023-08-08 02:00:00,2024-07-17 00:00:00,3.1,420.75,646.0,2181.0,983.0,18.0,0.0,0.0
40323,2023-08-08 03:00:00,2024-07-17 00:00:00,3.1,398.36,479.0,2026.0,982.0,22.0,0.0,0.0
40324,2023-08-08 04:00:00,2024-07-17 00:00:00,3.1,387.94,446.0,1804.0,982.0,21.0,0.0,0.0
40325,2023-08-08 05:00:00,2024-07-17 00:00:00,3.1,382.48,441.0,1649.0,981.0,19.0,0.0,0.0
40326,2023-08-08 06:00:00,2024-07-17 00:00:00,3.1,377.12,442.0,1505.0,984.0,18.0,0.0,0.0
40327,2023-08-08 07:00:00,2024-07-17 00:00:00,3.1,372.91,433.0,1421.0,981.0,17.0,0.0,0.0
40328,2023-08-08 08:00:00,2024-07-17 00:00:00,3.1,378.38,436.0,1562.0,983.0,19.0,0.0,0.0
40329,2023-08-08 09:00:00,2024-07-17 00:00:00,3.1,379.81,438.0,1583.0,982.0,17.0,0.0,0.0
40330,2023-08-08 10:00:00,2024-07-17 00:00:00,3.1,385.24,443.0,1719.0,983.0,16.0,0.0,0.0
40331,2023-08-08 11:00:00,2024-07-17 00:00:00,3.1,385.93,442.0,1751.0,984.0,17.0,0.0,0.0
40332,2023-08-08 12:00:00,2024-07-17 00:00:00,3.1,373.34,444.0,1632.0,983.0,17.0,84.0,0.0
40333,2023-08-08 13:00:00,2024-07-17 00:00:00,3.1,325.51,440.0,1356.0,984.0,14.0,456.0,0.0
40334,2023-08-08 14:00:00,2024-07-17 00:00:00,3.1,307.65,443.0,1346.0,983.0,15.0,676.0,0.0
40335,2023-08-08 15:00:00,2024-07-17 00:00:00,3.1,311.54,442.0,1514.0,982.0,16.0,736.0,0.0
40336,2023-08-08 16:00:00,2024-07-17 00:00:00,3.1,312.95,442.0,1675.0,982.0,15.0,824.0,0.0
40337,2023-08-08 17:00:00,2024-07-17 00:00:00,3.1,324.42,483.0,1847.0,983.0,15.0,836.0,0.0
40338,2023-08-08 18:00:00,2024-07-17 00:00:00,3.1,346.02,659.0,1869.0,981.0,16.0,826.0,0.0
40339,2023-08-08 19:00:00,2024-07-17 00:00:00,3.1,364.64,812.0,1924.0,982.0,15.0,812.0,0.0
40340,2023-08-08 20:00:00,2024-07-17 00:00:00,3.1,372.88,848.0,2009.0,981.0,19.0,774.0,0.0
40341,2023-08-08 21:00:00,2024-07-17 00:00:00,3.1,371.8,845.0,2029.0,983.0,86.0,719.0,0.0
40342,2023-08-08 22:00:00,2024-07-17 00:00:00,3.1,388.74,844.0,2177.0,979.0,134.0,485.0,0.0
40343,2023-08-08 23:00:00,2024-07-17 00:00:00,3.1,402.15,845.0,2229.0,982.0,207.0,245.0,0.0
