UTC time,coal,nat_gas,hydro,solar,wind
2023-04-07 00:00:00,2051.0,346.0,880.0,194.0,122.0
2023-04-07 01:00:00,2052.0,360.0,929.0,83.0,130.0
2023-04-07 02:00:00,2112.0,376.0,991.0,4.0,171.0
2023-04-07 03:00:00,2157.0,399.0,981.0,0.0,145.0
2023-04-07 04:00:00,2201.0,459.0,925.0,0.0,182.0
2023-04-07 05:00:00,2118.0,381.0,862.0,0.0,221.0
2023-04-07 06:00:00,2083.0,342.0,775.0,0.0,414.0
2023-04-07 07:00:00,1963.0,320.0,704.0,0.0,549.0
2023-04-07 08:00:00,1973.0,320.0,609.0,0.0,664.0
2023-04-07 09:00:00,1932.0,319.0,584.0,0.0,683.0
2023-04-07 10:00:00,2005.0,320.0,595.0,0.0,542.0
2023-04-07 11:00:00,2089.0,349.0,638.0,0.0,459.0
2023-04-07 12:00:00,2167.0,377.0,665.0,0.0,456.0
2023-04-07 13:00:00,2288.0,557.0,838.0,1.0,426.0
2023-04-07 14:00:00,2290.0,510.0,883.0,41.0,387.0
2023-04-07 15:00:00,2303.0,363.0,887.0,109.0,284.0
2023-04-07 16:00:00,2365.0,347.0,918.0,160.0,216.0
2023-04-07 17:00:00,2289.0,301.0,876.0,192.0,243.0
2023-04-07 18:00:00,2147.0,200.0,840.0,205.0,256.0
2023-04-07 19:00:00,1986.0,159.0,811.0,203.0,329.0
2023-04-07 20:00:00,1881.0,113.0,804.0,207.0,434.0
2023-04-07 21:00:00,1783.0,192.0,805.0,211.0,479.0
2023-04-07 22:00:00,1762.0,282.0,813.0,208.0,432.0
2023-04-07 23:00:00,1835.0,273.0,872.0,196.0,388.0
