Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind
36240,2023-02-19 00:00:00,2024-07-17 00:00:00,3.1,553.72,2433.0,319.0,528.0,97.0,550.0
36241,2023-02-19 01:00:00,2024-07-17 00:00:00,3.1,583.94,2782.0,345.0,649.0,10.0,446.0
36242,2023-02-19 02:00:00,2024-07-17 00:00:00,3.1,585.94,3027.0,337.0,705.0,0.0,487.0
36243,2023-02-19 03:00:00,2024-07-17 00:00:00,3.1,570.36,2906.0,323.0,708.0,0.0,559.0
36244,2023-02-19 04:00:00,2024-07-17 00:00:00,3.1,561.89,2842.0,337.0,697.0,0.0,607.0
36245,2023-02-19 05:00:00,2024-07-17 00:00:00,3.1,580.19,2851.0,342.0,614.0,0.0,547.0
36246,2023-02-19 06:00:00,2024-07-17 00:00:00,3.1,595.51,2892.0,361.0,514.0,0.0,543.0
36247,2023-02-19 07:00:00,2024-07-17 00:00:00,3.1,578.72,2762.0,325.0,520.0,0.0,615.0
36248,2023-02-19 08:00:00,2024-07-17 00:00:00,3.1,592.78,2722.0,347.0,500.0,0.0,513.0
36249,2023-02-19 09:00:00,2024-07-17 00:00:00,3.1,565.93,2565.0,315.0,501.0,0.0,642.0
36250,2023-02-19 10:00:00,2024-07-17 00:00:00,3.1,532.4,2359.0,314.0,496.0,0.0,792.0
36251,2023-02-19 11:00:00,2024-07-17 00:00:00,3.1,524.35,2246.0,318.0,503.0,0.0,782.0
36252,2023-02-19 12:00:00,2024-07-17 00:00:00,3.1,567.92,2515.0,350.0,411.0,0.0,688.0
36253,2023-02-19 13:00:00,2024-07-17 00:00:00,3.1,585.03,2785.0,384.0,467.0,0.0,620.0
36254,2023-02-19 14:00:00,2024-07-17 00:00:00,3.1,574.0,2797.0,351.0,574.0,0.0,609.0
36255,2023-02-19 15:00:00,2024-07-17 00:00:00,3.1,574.54,2795.0,381.0,598.0,49.0,530.0
36256,2023-02-19 16:00:00,2024-07-17 00:00:00,3.1,550.56,2620.0,316.0,581.0,160.0,556.0
36257,2023-02-19 17:00:00,2024-07-17 00:00:00,3.1,565.71,2636.0,326.0,522.0,193.0,473.0
36258,2023-02-19 18:00:00,2024-07-17 00:00:00,3.1,554.07,2609.0,317.0,501.0,189.0,574.0
36259,2023-02-19 19:00:00,2024-07-17 00:00:00,3.1,553.89,2535.0,317.0,475.0,181.0,572.0
36260,2023-02-19 20:00:00,2024-07-17 00:00:00,3.1,586.92,2645.0,339.0,462.0,172.0,400.0
36261,2023-02-19 21:00:00,2024-07-17 00:00:00,3.1,597.07,2640.0,319.0,445.0,176.0,345.0
36262,2023-02-19 22:00:00,2024-07-17 00:00:00,3.1,573.14,2488.0,317.0,439.0,184.0,444.0
36263,2023-02-19 23:00:00,2024-07-17 00:00:00,3.1,568.34,2552.0,319.0,462.0,176.0,491.0
