Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind
37008,2023-03-23 00:00:00,2024-07-17 00:00:00,3.1,582.14,2721.0,382.0,659.0,108.0,326.0
37009,2023-03-23 01:00:00,2024-07-17 00:00:00,3.1,585.76,2784.0,441.0,677.0,26.0,375.0
37010,2023-03-23 02:00:00,2024-07-17 00:00:00,3.1,581.09,2911.0,476.0,706.0,0.0,454.0
37011,2023-03-23 03:00:00,2024-07-17 00:00:00,3.1,571.68,2978.0,462.0,706.0,0.0,562.0
37012,2023-03-23 04:00:00,2024-07-17 00:00:00,3.1,584.39,2943.0,445.0,661.0,0.0,490.0
37013,2023-03-23 05:00:00,2024-07-17 00:00:00,3.1,600.66,2929.0,428.0,581.0,0.0,441.0
37014,2023-03-23 06:00:00,2024-07-17 00:00:00,3.1,606.49,2887.0,395.0,511.0,0.0,458.0
37015,2023-03-23 07:00:00,2024-07-17 00:00:00,3.1,608.53,2848.0,327.0,457.0,0.0,496.0
37016,2023-03-23 08:00:00,2024-07-17 00:00:00,3.1,622.0,2755.0,296.0,479.0,0.0,360.0
37017,2023-03-23 09:00:00,2024-07-17 00:00:00,3.1,656.32,2775.0,424.0,468.0,0.0,136.0
37018,2023-03-23 10:00:00,2024-07-17 00:00:00,3.1,662.88,2777.0,508.0,470.0,0.0,74.0
37019,2023-03-23 11:00:00,2024-07-17 00:00:00,3.1,662.58,2800.0,503.0,489.0,0.0,64.0
37020,2023-03-23 12:00:00,2024-07-17 00:00:00,3.1,655.93,2854.0,486.0,544.0,0.0,68.0
37021,2023-03-23 13:00:00,2024-07-17 00:00:00,3.1,649.53,2933.0,481.0,595.0,0.0,80.0
37022,2023-03-23 14:00:00,2024-07-17 00:00:00,3.1,624.22,2952.0,536.0,645.0,21.0,174.0
37023,2023-03-23 15:00:00,2024-07-17 00:00:00,3.1,604.25,2840.0,520.0,673.0,115.0,166.0
37024,2023-03-23 16:00:00,2024-07-17 00:00:00,3.1,604.49,2820.0,488.0,634.0,161.0,158.0
37025,2023-03-23 17:00:00,2024-07-17 00:00:00,3.1,595.1,2706.0,381.0,587.0,182.0,228.0
37026,2023-03-23 18:00:00,2024-07-17 00:00:00,3.1,80.68,23.0,0.0,300.0,0.0,0.0
37027,2023-03-23 19:00:00,2024-07-17 00:00:00,3.1,354.47,272.0,3.0,294.0,71.0,23.0
37028,2023-03-23 20:00:00,2024-07-17 00:00:00,3.1,608.7,2550.0,349.0,544.0,193.0,118.0
37029,2023-03-23 21:00:00,2024-07-17 00:00:00,3.1,601.87,2555.0,351.0,544.0,178.0,177.0
37030,2023-03-23 22:00:00,2024-07-17 00:00:00,3.1,607.08,2566.0,346.0,545.0,131.0,192.0
37031,2023-03-23 23:00:00,2024-07-17 00:00:00,3.1,590.88,2580.0,294.0,589.0,129.0,271.0
