Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind
37368,2023-04-07 00:00:00,2024-07-17 00:00:00,3.1,523.95,2051.0,346.0,880.0,194.0,122.0
37369,2023-04-07 01:00:00,2024-07-17 00:00:00,3.1,530.81,2052.0,360.0,929.0,83.0,130.0
37370,2023-04-07 02:00:00,2024-07-17 00:00:00,3.1,531.45,2112.0,376.0,991.0,4.0,171.0
37371,2023-04-07 03:00:00,2024-07-17 00:00:00,3.1,540.3,2157.0,399.0,981.0,0.0,145.0
37372,2023-04-07 04:00:00,2024-07-17 00:00:00,3.1,545.24,2201.0,459.0,925.0,0.0,182.0
37373,2023-04-07 05:00:00,2024-07-17 00:00:00,3.1,543.43,2118.0,381.0,862.0,0.0,221.0
37374,2023-04-07 06:00:00,2024-07-17 00:00:00,3.1,525.4,2083.0,342.0,775.0,0.0,414.0
37375,2023-04-07 07:00:00,2024-07-17 00:00:00,3.1,506.05,1963.0,320.0,704.0,0.0,549.0
37376,2023-04-07 08:00:00,2024-07-17 00:00:00,3.1,503.81,1973.0,320.0,609.0,0.0,664.0
37377,2023-04-07 09:00:00,2024-07-17 00:00:00,3.1,500.88,1932.0,319.0,584.0,0.0,683.0
37378,2023-04-07 10:00:00,2024-07-17 00:00:00,3.1,526.04,2005.0,320.0,595.0,0.0,542.0
37379,2023-04-07 11:00:00,2024-07-17 00:00:00,3.1,538.71,2089.0,349.0,638.0,0.0,459.0
37380,2023-04-07 12:00:00,2024-07-17 00:00:00,3.1,540.97,2167.0,377.0,665.0,0.0,456.0
37381,2023-04-07 13:00:00,2024-07-17 00:00:00,3.1,528.94,2288.0,557.0,838.0,1.0,426.0
37382,2023-04-07 14:00:00,2024-07-17 00:00:00,3.1,524.2,2290.0,510.0,883.0,41.0,387.0
37383,2023-04-07 15:00:00,2024-07-17 00:00:00,3.1,531.08,2303.0,363.0,887.0,109.0,284.0
37384,2023-04-07 16:00:00,2024-07-17 00:00:00,3.1,534.43,2365.0,347.0,918.0,160.0,216.0
37385,2023-04-07 17:00:00,2024-07-17 00:00:00,3.1,527.25,2289.0,301.0,876.0,192.0,243.0
37386,2023-04-07 18:00:00,2024-07-17 00:00:00,3.1,518.3,2147.0,200.0,840.0,205.0,256.0
37387,2023-04-07 19:00:00,2024-07-17 00:00:00,3.1,498.47,1986.0,159.0,811.0,203.0,329.0
37388,2023-04-07 20:00:00,2024-07-17 00:00:00,3.1,474.32,1881.0,113.0,804.0,207.0,434.0
37389,2023-04-07 21:00:00,2024-07-17 00:00:00,3.1,458.28,1783.0,192.0,805.0,211.0,479.0
37390,2023-04-07 22:00:00,2024-07-17 00:00:00,3.1,462.29,1762.0,282.0,813.0,208.0,432.0
37391,2023-04-07 23:00:00,2024-07-17 00:00:00,3.1,469.27,1835.0,273.0,872.0,196.0,388.0
