Unnamed: 0,UTC time,carbon_intensity,nuclear,hydro,solar,wind
40704,2023-08-24 00:00:00,0.0,2370.0,2021.0,0.0,8.0
40705,2023-08-24 01:00:00,0.0,2373.0,1813.0,0.0,11.0
40706,2023-08-24 02:00:00,0.0,2374.0,1852.0,0.0,14.0
40707,2023-08-24 03:00:00,0.0,2378.0,2180.0,0.0,14.0
40708,2023-08-24 04:00:00,0.0,2378.0,2779.0,0.0,17.0
40709,2023-08-24 05:00:00,0.0,2379.0,2819.0,77.0,16.0
40710,2023-08-24 06:00:00,0.0,2377.0,2719.0,274.0,15.0
40711,2023-08-24 07:00:00,0.0,2371.0,2502.0,757.0,14.0
40712,2023-08-24 08:00:00,0.0,2363.0,1797.0,1437.0,9.0
40713,2023-08-24 09:00:00,0.0,2353.0,1581.0,1854.0,8.0
40714,2023-08-24 10:00:00,0.0,2343.0,1412.0,2088.0,4.0
40715,2023-08-24 11:00:00,0.0,2333.0,1421.0,2225.0,6.0
40716,2023-08-24 12:00:00,0.0,2325.0,1638.0,2195.0,11.0
40717,2023-08-24 13:00:00,0.0,2319.0,1826.0,1031.0,17.0
40718,2023-08-24 14:00:00,0.0,2315.0,2058.0,655.0,10.0
40719,2023-08-24 15:00:00,0.0,2315.0,3036.0,167.0,15.0
40720,2023-08-24 16:00:00,0.0,2316.0,3273.0,329.0,31.0
40721,2023-08-24 17:00:00,0.0,2337.0,3529.0,30.0,35.0
40722,2023-08-24 18:00:00,0.0,2362.0,3531.0,21.0,20.0
40723,2023-08-24 19:00:00,0.0,2365.0,3305.0,0.0,14.0
40724,2023-08-24 20:00:00,0.0,2363.0,3091.0,0.0,10.0
40725,2023-08-24 21:00:00,0.0,2363.0,2399.0,0.0,20.0
40726,2023-08-24 22:00:00,0.0,2363.0,1767.0,0.0,16.0
40727,2023-08-24 23:00:00,0.0,2363.0,1233.0,0.0,25.0
