Unnamed: 0,UTC time,carbon_intensity,nuclear,hydro,solar,wind
35976,2023-02-08 00:00:00,0.0,3026.0,552.0,0.0,41.0
35977,2023-02-08 01:00:00,0.0,3024.0,521.0,0.0,35.0
35978,2023-02-08 02:00:00,0.0,3025.0,691.0,0.0,34.0
35979,2023-02-08 03:00:00,0.0,3024.0,601.0,0.0,36.0
35980,2023-02-08 04:00:00,0.0,3022.0,1091.0,0.0,45.0
35981,2023-02-08 05:00:00,0.0,3021.0,2605.0,0.0,41.0
35982,2023-02-08 06:00:00,0.0,3022.0,3547.0,0.0,41.0
35983,2023-02-08 07:00:00,0.0,3021.0,3675.0,44.0,35.0
35984,2023-02-08 08:00:00,0.0,3021.0,2984.0,145.0,22.0
35985,2023-02-08 09:00:00,0.0,3020.0,2601.0,242.0,18.0
35986,2023-02-08 10:00:00,0.0,3024.0,2284.0,377.0,8.0
35987,2023-02-08 11:00:00,0.0,3020.0,860.0,582.0,6.0
35988,2023-02-08 12:00:00,0.0,3021.0,733.0,552.0,7.0
35989,2023-02-08 13:00:00,0.0,3020.0,870.0,759.0,9.0
35990,2023-02-08 14:00:00,0.0,3020.0,1658.0,818.0,10.0
35991,2023-02-08 15:00:00,0.0,3021.0,2052.0,376.0,9.0
35992,2023-02-08 16:00:00,0.0,3018.0,2912.0,67.0,9.0
35993,2023-02-08 17:00:00,0.0,3020.0,3455.0,0.0,7.0
35994,2023-02-08 18:00:00,0.0,3019.0,3384.0,0.0,4.0
35995,2023-02-08 19:00:00,0.0,3020.0,2457.0,0.0,4.0
35996,2023-02-08 20:00:00,0.0,3021.0,2194.0,0.0,8.0
35997,2023-02-08 21:00:00,0.0,3023.0,2072.0,0.0,12.0
35998,2023-02-08 22:00:00,0.0,3023.0,1120.0,0.0,15.0
35999,2023-02-08 23:00:00,0.0,3022.0,1314.0,0.0,17.0
